Credit Score,Finance Type,LTV,Average Gross Revenue Binding
712,Purchase,1.120768413,2319.135556
712,Purchase,1.069014344,2028.396
712,Purchase,1.08589318,2028.396
712,Purchase,1.431478523,1238.9
712,Purchase,1.371776386,2137.152
712,Purchase,1.147579268,2319.135556
712,Refi,1.410639175,1076.354
712,Refi,1.433284457,1076.354
712,Purchase,0.747277876,1953.75
713,Purchase,1.067009246,2028.396
713,Purchase,1.015519241,2028.396
713,Purchase,0.932654206,1246.572857
713,Purchase,1.130079602,2319.135556
713,Refi,1.13942216,1026.66
713,Purchase,1.111936508,2319.135556
713,Purchase,1.016384282,2028.396
713,Purchase,0.876978238,1427.492
714,Purchase,1.0471883,2028.396
714,Refi,0.840013586,901.85
714,Purchase,0.562532347,2698.25
714,Purchase,1.05722241,2028.396
714,Refi,0.957754644,847.16
714,Purchase,1.372045623,2137.152
714,Purchase,1.53119262,2238.82
715,Purchase,1.262848464,2162.135
715,Purchase,0.961978851,1246.572857
715,Refi,1.39490719,1306.13125
715,Refi,0.516809538,515.75
715,Refi,1.278002627,1555.0425
715,Refi,1.164433333,1026.66
715,Purchase,1.176605806,2319.135556
716,Purchase,1.287764341,2162.135
716,Purchase,1.09301573,2028.396
716,Purchase,1.049829868,2028.396
716,Refi,1.775244444,1158.62
716,Purchase,1.033544163,2028.396
716,Purchase,0.785086554,1953.75
716,Refi,1.003662555,847.16
716,Purchase,1.19075453,2319.135556
717,Purchase,1.387952288,2137.152
717,Purchase,1.109964334,2028.396
717,Purchase,1.072287697,2028.396
717,Refi,1.210035322,1555.0425
717,Purchase,0.861706446,1427.492
717,Refi,1.027163758,741.525
717,Refi,0.970886076,847.16
717,Refi,1.397724764,1306.13125
718,Refi,1.294537729,1555.0425
718,Refi,1.192486818,1026.66
718,Purchase,1.098051759,2028.396
718,Purchase,1.279550069,2162.135
718,Purchase,1.21529816,2162.135
718,Purchase,0.651552428,1642.316667
718,Refi,1.402600382,1306.13125
718,Refi,1.521937895,1177
718,Purchase,1.276935763,2162.135
718,Purchase,0.987698333,1246.572857
719,Refi,1.403433481,1306.13125
719,Purchase,1.177122877,2319.135556
719,Refi,1.445555772,1076.354
719,Purchase,0.936357553,1246.572857
719,Purchase,1.05826317,2028.396
719,Purchase,1.178941884,2319.135556
719,Refi,1.415214371,1076.354
719,Purchase,0.912053996,1246.572857
719,Refi,1.350082083,1306.13125
720,Purchase,1.191155644,2319.135556
720,Purchase,0.898330176,1427.492
720,Purchase,0.667408231,1642.316667
720,Purchase,0.824327442,1427.492
720,Purchase,1.028032222,2028.396
720,Refi,1.384008754,1306.13125
720,Refi,1.334215894,1306.13125
721,Purchase,0.633232234,733.57
721,Purchase,0.536450755,598.28
721,Purchase,0.991558636,852.925
721,Refi,0.825196721,932.9266667
721,Purchase,1.132706383,1854.612143
721,Purchase,0.904648715,724.65
721,Purchase,1.290254362,2014.433333
721,Purchase,1.249163504,2014.433333
721,Refi,0.945700946,1070.09
721,Refi,0.98377039,1070.09
721,Refi,0.638075362,491.62
721,Refi,0.751299825,1765.145
722,Purchase,1.272307692,2014.433333
722,Refi,0.865842118,932.9266667
722,Purchase,1.37747455,971.9425
722,Purchase,1.420062454,1540.28
722,Refi,0.938347596,1070.09
722,Refi,1.36602729,1326.98
722,Purchase,0.894257143,724.65
722,Purchase,1.202342059,1854.612143
722,Purchase,0.457470225,1363.62
722,Purchase,1.129117073,1854.612143
722,Refi,0.56111582,775.6
722,Refi,1.052564727,999.66
723,Purchase,1.362685851,971.9425
723,Purchase,0.838607431,724.65
723,Purchase,1.225479304,2014.433333
723,Purchase,1.294020053,2014.433333
723,Purchase,1.117470943,1854.612143
723,Purchase,1.353043678,971.9425
723,Purchase,0.573069054,598.28
723,Refi,1.269490671,1317.19
724,Purchase,1.229094559,2014.433333
724,Purchase,0.95057989,852.925
724,Refi,1.004971733,1070.09
724,Refi,1.200676029,1610.585
724,Purchase,0.978008403,852.925
724,Purchase,1.020539887,1247.925
724,Purchase,0.834295321,724.65
724,Refi,2.057664286,1439.585
724,Purchase,0.774441026,1603.946667
725,Purchase,0.837688361,724.65
725,Purchase,1.449954812,1540.28
725,Purchase,0.884300699,724.65
725,Purchase,1.0472,1247.925
725,Purchase,1.279077568,2014.433333
725,Purchase,1.026637736,1247.925
725,Purchase,0.800034203,1603.946667
725,Purchase,1.180013761,1854.612143
725,Refi,0.794985155,1765.145
725,Purchase,1.033392226,1247.925
725,Refi,1.135785672,1610.585
725,Purchase,1.025278287,1247.925
725,Purchase,1.518846154,1800.87
725,Purchase,0.703673288,733.57
725,Refi,1.191139935,1610.585
726,Purchase,1.025102211,1247.925
726,Purchase,1.262826087,2014.433333
726,Purchase,1.075473214,1247.925
726,Refi,1.5223053,1273.205
726,Purchase,1.146899219,1854.612143
726,Refi,1.172657653,1610.585
726,Purchase,1.093237008,1247.925
726,Purchase,1.144429958,1854.612143
726,Refi,2.039546667,1439.585
727,Purchase,0.977496563,852.925
727,Purchase,0.515395522,598.28
727,Purchase,0.967528517,852.925
727,Purchase,1.367786854,971.9425
727,Purchase,1.123503688,1854.612143
727,Purchase,1.117748248,1854.612143
727,Refi,1.493817794,561.35
727,Purchase,1.143659098,1854.612143
727,Refi,0.947845217,1070.09
727,Purchase,1.119195175,1854.612143
727,Purchase,1.296187706,2014.433333
727,Purchase,1.052272165,1247.925
728,Purchase,0.732628352,1603.946667
728,Purchase,0.974984925,852.925
728,Purchase,1.136706024,1854.612143
728,Refi,1.062052769,999.66
728,Purchase,1.082484935,1247.925
728,Purchase,1.25406701,2014.433333
729,Refi,1.271512289,1317.19
729,Purchase,1.080553425,1247.925
729,Purchase,0.878210256,724.65
729,Purchase,1.295597076,2014.433333
729,Purchase,0.827651873,724.65
729,Purchase,1.577501382,1800.87
729,Purchase,1.091156989,1247.925
729,Purchase,0.857189583,724.65
730,Purchase,1.13678643,1854.612143
730,Purchase,1.226276435,2014.433333
730,Refi,0.822185841,932.9266667
730,Purchase,1.190096692,1854.612143
730,Purchase,1.062876957,1247.925
730,Purchase,0.979940223,852.925
730,Refi,0.97433301,1070.09
730,Refi,1.564749524,1273.205
730,Refi,1.064136782,999.66
730,Purchase,1.058125144,1247.925
730,Purchase,0.857683019,724.65
730,Purchase,0.981483529,852.925
730,Refi,1.056208932,999.66
731,Purchase,0.982187724,846.9761538
731,Refi,1.457168473,1414.4
731,Refi,1.042773709,1192.672
731,Purchase,0.715286631,1783.025
731,Purchase,0.984683322,846.9761538
731,Purchase,0.909934375,984.976
731,Purchase,1.191000805,1456.986667
732,Purchase,0.986114127,846.9761538
732,Purchase,0.98657807,846.9761538
732,Refi,0.885722284,1146.225
732,Purchase,1.385538551,1485.553333
732,Purchase,1.191720796,1456.986667
732,Purchase,1.271568733,1676.529
732,Purchase,1.362623015,1485.553333
732,Purchase,0.854760317,984.976
732,Purchase,0.953381443,846.9761538
732,Purchase,1.111430801,1456.986667
732,Refi,0.820498622,1146.225
733,Purchase,1.11380805,1456.986667
733,Purchase,1.132466525,1456.986667
733,Purchase,1.028190265,1658.051111
733,Purchase,1.175097252,1456.986667
733,Purchase,1.22305122,1676.529
733,Refi,1.099449246,1192.672
733,Purchase,1.015469182,1658.051111
734,Purchase,0.922538976,846.9761538
734,Purchase,0.730291691,1783.025
734,Refi,0.599903792,744.36
734,Refi,0.950369573,696.7125
734,Refi,1.066176837,1192.672
734,Purchase,1.011209677,1658.051111
734,Purchase,1.118869261,1456.986667
734,Refi,0.921258028,696.7125
734,Purchase,1.009849558,846.9761538
735,Refi,1.158197674,1351.72
735,Refi,1.08266146,1192.672
735,Purchase,1.079473552,1658.051111
735,Purchase,0.921980741,846.9761538
735,Purchase,1.258260793,1676.529
735,Purchase,1.009653084,846.9761538
735,Purchase,0.573888092,1214.905
735,Refi,1.098677484,1192.672
736,Purchase,1.1276,1456.986667
736,Refi,1.233015385,1171.202
736,Purchase,0.967250314,846.9761538
736,Purchase,0.95975641,846.9761538
736,Refi,1.222418182,1171.202
736,Refi,0.943901195,696.7125
736,Refi,1.387132554,1012.05
736,Purchase,1.032365385,1658.051111
737,Refi,0.520701555,744.36
737,Refi,1.455268203,1414.4
737,Refi,1.311336201,1012.05
737,Purchase,1.104087363,1658.051111
737,Purchase,1.119399564,1456.986667
737,Purchase,1.037986104,1658.051111
737,Purchase,0.905309515,984.976
737,Refi,0.984740639,696.7125
737,Purchase,0.582986767,1214.905
738,Purchase,1.067445987,1658.051111
738,Refi,1.208666176,1351.72
738,Purchase,0.83057686,984.976
738,Purchase,1.12037592,1456.986667
738,Purchase,0.953044252,846.9761538
738,Purchase,1.163149675,1456.986667
738,Purchase,1.213034146,1676.529
739,Purchase,1.288581997,1676.529
739,Refi,1.284491294,1171.202
739,Purchase,1.303433723,1676.529
739,Purchase,1.140732374,1456.986667
739,Refi,1.296424979,1171.202
739,Refi,1.211264812,1171.202
739,Refi,1.44549,1414.4
739,Purchase,1.128803341,1456.986667
739,Purchase,1.235318237,1676.529
739,Purchase,0.53086539,1214.905
739,Purchase,0.513131773,1214.905
739,Purchase,1.352851084,1485.553333
739,Purchase,1.022630947,1658.051111
739,Purchase,1.411791055,2227.59
740,Purchase,1.29261831,1676.529
740,Purchase,1.21464375,1676.529
740,Purchase,0.8990952,984.976
740,Purchase,1.160753623,1456.986667
740,Purchase,1.127902718,1456.986667
740,Purchase,0.921779196,846.9761538
740,Purchase,1.264015668,1676.529
741,Purchase,1.571393023,2399.69
741,Purchase,0.655536882,882.2725
741,Refi,1.167427623,1847.03
741,Purchase,0.750331002,575.0566667
741,Purchase,0.954714286,946.8633333
741,Refi,1.014801578,1332.62
741,Refi,1.505456698,1336.1975
742,Purchase,1.033426797,1333.7275
742,Purchase,1.279520809,2613.05
742,Purchase,1.398814433,1793.943333
742,Purchase,1.219585013,2613.05
742,Purchase,1.559662658,2399.69
742,Purchase,1.280079438,2613.05
742,Purchase,0.953434686,946.8633333
742,Purchase,1.031920384,1333.7275
742,Refi,0.590074156,834.12
742,Purchase,1.14690438,1752.698
742,Purchase,0.949744982,946.8633333
743,Purchase,0.738243993,575.0566667
743,Refi,1.41475727,1336.1975
743,Refi,1.489402041,1336.1975
743,Refi,1.324572592,1116.02
743,Refi,0.737065258,748.1033333
743,Refi,0.999488643,1247.886
743,Purchase,1.225457143,2613.05
743,Refi,1.190862185,1847.03
743,Purchase,1.508756688,1973.81
743,Purchase,1.255181982,2613.05
744,Refi,1.08489375,1332.62
744,Refi,1.310120876,1116.02
744,Purchase,1.145144697,1752.698
744,Refi,1.180957276,1847.03
744,Purchase,1.206926685,1752.698
744,Refi,0.992957667,1247.886
744,Purchase,0.532079292,1013.613333
745,Purchase,1.124755789,1752.698
745,Purchase,1.315326512,1793.943333
745,Refi,1.221478564,1620.6
745,Purchase,1.035339499,1333.7275
745,Purchase,1.158861962,1752.698
745,Purchase,1.11117785,1752.698
745,Purchase,0.788675585,575.0566667
745,Refi,0.771055759,748.1033333
746,Purchase,0.956419287,946.8633333
746,Purchase,1.246803415,2613.05
746,Purchase,0.986195426,946.8633333
746,Purchase,1.147896015,1752.698
746,Purchase,0.576064179,1013.613333
747,Refi,0.853619401,598.19
747,Purchase,1.059492386,1333.7275
747,Purchase,1.138619487,1752.698
747,Purchase,1.152558621,1752.698
747,Purchase,1.059267588,1333.7275
747,Purchase,1.148764006,1752.698
748,Purchase,1.081178897,1333.7275
748,Refi,0.805771599,748.1033333
748,Purchase,1.058391461,1333.7275
748,Purchase,0.861041004,556.23
748,Purchase,1.024961478,1333.7275
749,Purchase,0.592343564,1013.613333
749,Purchase,0.640229291,882.2725
749,Refi,0.683730818,570.8
749,Refi,1.498248987,1336.1975
749,Refi,0.995581996,1247.886
750,Purchase,1.086020025,1333.7275
750,Purchase,1.060145092,1333.7275
750,Purchase,1.256387798,2613.05
750,Purchase,1.327440166,1793.943333
750,Refi,0.95680533,1247.886
750,Purchase,0.935260837,946.8633333
750,Purchase,1.027876333,1333.7275
750,Refi,0.962240715,1247.886
750,Purchase,0.660917203,882.2725
750,Purchase,1.087177017,1333.7275
750,Purchase,1.433469714,1973.81
750,Purchase,0.65609936,882.2725
750,Refi,1.075746763,1332.62
751,Refi,1.379332127,1392.65
751,Purchase,0.81300813,1039.407143
751,Purchase,0.663740089,392.885
751,Purchase,1.367352025,2277.81
751,Refi,1.480856187,1292.575
751,Refi,1.217753203,1335.285
751,Purchase,0.973826389,1115.518182
751,Purchase,1.143841176,1404.774
751,Purchase,1.193866667,1404.774
752,Purchase,0.957900277,1115.518182
752,Purchase,0.629598007,392.885
752,Refi,0.833662541,682.9
752,Purchase,0.919539785,1115.518182
752,Refi,1.321446217,1392.65
753,Purchase,1.087764823,1487.289231
753,Purchase,0.669042956,392.885
753,Purchase,0.750539259,832.5366667
753,Purchase,1.138196731,1404.774
753,Refi,1.136033028,2071.322
753,Refi,1.061312689,1093.016
754,Purchase,0.631276901,392.885
754,Purchase,1.056692209,1487.289231
754,Refi,1.082879348,1093.016
754,Purchase,1.178152252,1404.774
754,Purchase,0.817312644,1039.407143
754,Refi,1.057311524,1093.016
754,Refi,1.114668308,2071.322
754,Purchase,1.025024036,1487.289231
754,Purchase,0.876303119,1039.407143
754,Purchase,1.095977011,1487.289231
754,Refi,1.253399308,1335.285
754,Purchase,1.364699471,2277.81
754,Purchase,0.937884179,1115.518182
754,Purchase,1.41494657,1597.51
754,Purchase,1.108153722,1487.289231
755,Refi,0.773316667,461.4
755,Refi,1.201037017,2071.322
755,Purchase,1.031276667,1487.289231
755,Purchase,1.031142974,1487.289231
755,Purchase,0.803936508,832.5366667
755,Refi,1.413395595,1292.575
755,Refi,1.80411625,797.77
755,Purchase,0.91682509,1115.518182
756,Purchase,0.963483592,1115.518182
756,Purchase,1.095913344,1487.289231
756,Refi,1.139375351,2071.322
756,Purchase,0.856930342,1039.407143
756,Refi,1.245438017,1335.285
756,Purchase,0.837369863,1039.407143
756,Refi,1.306098635,1335.285
757,Purchase,0.953913605,1115.518182
757,Purchase,1.263041176,1580.463333
758,Purchase,0.993055,1115.518182
758,Refi,1.110317878,2071.322
758,Purchase,1.060402243,1487.289231
758,Refi,1.035105923,1093.016
758,Purchase,1.049462366,1487.289231
758,Refi,1.081440415,1093.016
758,Purchase,1.263046701,1580.463333
758,Purchase,1.769662687,1185.42
758,Purchase,1.052701124,1487.289231
759,Purchase,1.042592237,1487.289231
759,Purchase,0.338742164,759.19
759,Purchase,0.935083481,1115.518182
759,Refi,0.678050584,516.82
760,Purchase,0.992412069,1115.518182
760,Purchase,1.449065657,1597.51
760,Purchase,0.884972423,1039.407143
760,Purchase,1.065925377,1487.289231
760,Purchase,0.715079559,832.5366667
760,Purchase,1.112129759,1404.774
760,Purchase,0.97541713,1115.518182
760,Purchase,1.265971741,1580.463333
760,Refi,1.525307368,1478.05
760,Purchase,1.461069231,1597.51
760,Purchase,0.860347197,1039.407143
761,Purchase,1.209689613,1708.732143
761,Purchase,0.45045045,323.84
761,Refi,1.297684281,1252.314
761,Purchase,1.106385185,1144.143333
761,Refi,1.125823165,1211.448
761,Purchase,1.149837134,1708.732143
761,Purchase,1.154119403,1708.732143
761,Refi,1.166851984,1211.448
761,Refi,1.167150504,1211.448
762,Purchase,0.778502479,1046.65
762,Refi,1.247511415,1252.314
762,Refi,1.162337662,1211.448
762,Purchase,1.319133758,1585.94
762,Purchase,1.023149905,1144.143333
762,Purchase,1.212854864,2484.3275
762,Purchase,1.091284706,1144.143333
763,Purchase,1.178796364,1708.732143
763,Refi,1.270061176,1252.314
763,Purchase,1.348210427,1585.94
763,Purchase,0.661966507,687.9
763,Purchase,1.142294468,1708.732143
763,Purchase,1.329802,1585.94
763,Purchase,1.201542458,1708.732143
763,Purchase,0.944388889,973.935
763,Purchase,0.928545231,973.935
763,Purchase,0.995553333,973.935
763,Refi,0.764757834,793.22
763,Purchase,1.282239675,2484.3275
763,Refi,1.654006734,606.02
764,Refi,1.016954679,970.015
764,Purchase,0.64717176,687.9
764,Purchase,1.194198039,1708.732143
764,Purchase,0.628495238,687.9
764,Purchase,1.27095526,2484.3275
764,Purchase,1.250754098,2484.3275
764,Purchase,1.192557419,1708.732143
764,Purchase,0.723773585,1046.65
764,Refi,0.681449666,873.54
765,Purchase,1.145578913,1708.732143
765,Purchase,0.534207921,1003.55
765,Refi,1.265458765,1252.314
765,Purchase,1.07207561,1144.143333
765,Refi,0.947738312,755.5066667
766,Purchase,0.835418959,2122.24
766,Purchase,1.137912855,1708.732143
766,Purchase,1.026518588,1144.143333
766,Purchase,1.208116589,1708.732143
766,Purchase,0.992546751,973.935
766,Purchase,1.044796495,1144.143333
766,Refi,1.082290247,970.015
766,Purchase,1.176019277,1708.732143
767,Refi,1.168882105,1211.448
767,Purchase,0.675046414,687.9
767,Refi,0.874647511,644.87
767,Purchase,1.376476336,1585.94
767,Purchase,0.53605545,1003.55
768,Purchase,1.056643267,1144.143333
768,Purchase,0.94367566,973.935
768,Purchase,1.167031472,1708.732143
768,Purchase,0.922602052,973.935
768,Refi,1.253788988,1252.314
768,Purchase,0.940327869,973.935
768,Purchase,1.038667621,1144.143333
768,Purchase,1.019097854,1144.143333
768,Purchase,0.970452417,973.935
769,Purchase,1.393404489,1585.94
769,Purchase,0.665771149,687.9
769,Purchase,0.766414298,1046.65
769,Purchase,1.001494505,973.935
769,Purchase,0.965364621,973.935
769,Purchase,1.145598051,1708.732143
769,Refi,1.49496,1344.82
770,Refi,0.941294386,755.5066667
770,Refi,0.917740032,755.5066667
770,Purchase,0.986891189,973.935
770,Purchase,0.970845411,973.935
770,Refi,1.523726053,2522.98
771,Purchase,1.007675937,1058.335455
771,Purchase,0.978190654,1058.335455
771,Purchase,0.779975337,1094.373333
771,Purchase,1.080726496,1441.711
771,Purchase,1.108982993,1441.711
771,Purchase,1.244522114,2257.72
771,Purchase,1.290513508,2257.72
772,Refi,1.435511945,1055.36
772,Purchase,1.379993514,1981.7125
772,Purchase,0.971109091,1058.335455
772,Purchase,0.894540433,1248.214
772,Refi,1.193714286,1394.778333
772,Purchase,1.170233002,1624.57
772,Purchase,0.939529801,1058.335455
772,Refi,1.173884594,1394.778333
772,Purchase,1.05959839,1441.711
773,Purchase,0.805398358,1094.373333
773,Purchase,1.184342857,1624.57
773,Refi,0.869914163,925.9333333
773,Refi,1.002085106,875.99
773,Purchase,0.857140381,1248.214
773,Purchase,0.972,1058.335455
774,Purchase,1.068259729,1441.711
774,Purchase,1.128746907,1624.57
774,Refi,1.110886275,1394.778333
774,Purchase,0.356687898,1409
775,Purchase,0.938986784,1058.335455
775,Purchase,0.940920996,1058.335455
775,Purchase,1.094721739,1441.711
775,Purchase,1.109307177,1441.711
775,Purchase,0.862362427,1248.214
775,Refi,1.255150118,1322.4
775,Refi,0.983910881,875.99
776,Refi,0.885636266,925.9333333
776,Purchase,1.304915765,2257.72
776,Purchase,1.195157895,1624.57
776,Refi,1.134137968,1394.778333
776,Purchase,1.008685379,1058.335455
776,Purchase,1.235063415,2257.72
776,Refi,1.457990083,1055.36
777,Purchase,1.377905263,1981.7125
777,Purchase,0.989268352,1058.335455
777,Purchase,1.185354293,1624.57
777,Purchase,0.544575758,1493.57
777,Refi,1.388406679,1519.95
777,Refi,0.912891682,875.99
778,Purchase,1.391086154,1981.7125
778,Purchase,1.027635946,1441.711
778,Purchase,0.965349754,1058.335455
778,Purchase,1.140440329,1624.57
778,Purchase,1.297525292,2257.72
778,Refi,0.827737024,925.9333333
778,Refi,1.113650058,1394.778333
778,Purchase,1.431564314,2986.32
778,Purchase,1.060728009,1441.711
778,Purchase,1.040013873,1441.711
778,Refi,1.158362232,1394.778333
779,Purchase,0.785804743,1094.373333
779,Purchase,1.212378099,2257.72
779,Refi,1.461256604,1055.36
779,Refi,0.99499347,875.99
779,Refi,1.097324242,1738.29
780,Purchase,1.093823529,1441.711
780,Purchase,1.12125589,1624.57
780,Purchase,1.36169145,1981.7125
780,Refi,1.441060066,1055.36
780,Purchase,0.909527928,1248.214
780,Purchase,1.153107934,1624.57
780,Purchase,0.97092944,1058.335455
780,Purchase,0.842631878,1248.214
781,Purchase,1.034246824,1182.084286
781,Purchase,1.001420282,992.59
781,Purchase,1.067042254,1182.084286
781,Purchase,1.036248766,1182.084286
781,Purchase,1.072015983,1182.084286
781,Purchase,1.187131571,1659.974545
782,Refi,0.637910361,1242.46
782,Refi,1.499464636,1597.3275
782,Purchase,0.574740741,1086.555
782,Purchase,1.145853237,1659.974545
782,Purchase,1.053972932,1182.084286
782,Refi,1.454503258,1597.3275
782,Refi,1.442198312,1597.3275
782,Purchase,1.459765439,2705
782,Purchase,1.196787149,1659.974545
782,Purchase,1.269674682,2069.1125
782,Refi,1.324093582,2390.31
783,Purchase,1.001418261,992.59
783,Purchase,1.027101994,1182.084286
783,Refi,1.452669418,1597.3275
783,Purchase,0.97838961,992.59
783,Refi,1.162282794,1773.275
783,Purchase,1.217073462,2069.1125
784,Refi,1.63176861,1112.94
784,Purchase,1.078898918,1182.084286
784,Purchase,0.921395161,992.59
784,Purchase,1.206925714,1659.974545
784,Purchase,1.09958628,1182.084286
784,Purchase,0.89813037,706.97
784,Purchase,1.100058781,1182.084286
784,Purchase,0.923269351,992.59
785,Purchase,1.127677262,1659.974545
785,Purchase,0.922632808,992.59
785,Purchase,1.028274336,1182.084286
785,Purchase,1.351428785,1069.39
785,Refi,1.162902659,1773.275
785,Purchase,1.123729604,1659.974545
785,Purchase,1.154170874,1659.974545
786,Purchase,0.631214333,893.65
786,Purchase,1.042247652,1182.084286
786,Refi,1.097722555,991.105
786,Purchase,0.989616598,992.59
786,Purchase,1.027375549,1182.084286
786,Refi,0.974521774,1113.45
786,Purchase,0.769895197,1482.86
787,Purchase,0.945516838,992.59
787,Purchase,1.343130957,1069.39
787,Purchase,0.991083217,992.59
787,Purchase,1.023123153,1182.084286
787,Purchase,1.288345604,2069.1125
787,Purchase,0.9598,992.59
788,Purchase,0.913537778,992.59
788,Purchase,1.25422101,2069.1125
788,Purchase,1.150232188,1659.974545
788,Purchase,1.164046301,1659.974545
788,Purchase,1.152313008,1659.974545
788,Refi,1.057356075,991.105
789,Refi,0.947544414,1113.45
789,Purchase,1.379415126,1069.39
789,Purchase,1.113404742,1659.974545
789,Purchase,0.58479036,1086.555
789,Purchase,0.991220183,992.59
789,Purchase,1.094128824,1182.084286
790,Purchase,0.975419116,992.59
791,Purchase,0.899038006,1002.1225
791,Purchase,0.509044932,1036.86
791,Purchase,0.944774436,924.76
791,Refi,1.211349917,807.145
791,Purchase,1.093701903,1736.300909
791,Purchase,1.127710345,1585.713846
791,Refi,0.834436275,922.29
792,Purchase,0.948540831,924.76
792,Purchase,1.038423804,1736.300909
792,Purchase,1.115982007,1585.713846
792,Purchase,1.223005691,1820.701
792,Purchase,1.434824779,2905.97
792,Purchase,1.268346875,1820.701
792,Purchase,1.197777778,1585.713846
792,Purchase,1.234999253,1820.701
792,Purchase,1.272837244,1820.701
792,Purchase,0.924506956,924.76
793,Purchase,0.937852349,924.76
793,Purchase,0.662130754,636.99
793,Refi,0.887647361,922.29
793,Purchase,1.112507317,1585.713846
793,Purchase,1.162836715,1585.713846
793,Refi,1.031797107,1228.485
794,Purchase,0.433347779,1036.86
794,Purchase,1.239802618,1820.701
794,Purchase,1.195391101,1585.713846
794,Purchase,1.047460208,1736.300909
794,Purchase,0.666203008,636.99
794,Purchase,0.929645161,924.76
794,Purchase,1.1917752,1585.713846
794,Purchase,1.400144379,1542
795,Refi,0.758260621,656.43
795,Purchase,1.20924977,1585.713846
795,Purchase,1.017147635,1736.300909
795,Refi,0.951716306,854.0266667
795,Refi,1.232449412,807.145
795,Purchase,0.781151546,870.1875
795,Purchase,0.569550931,667.72
796,Purchase,1.094183477,1736.300909
796,Purchase,0.980226685,924.76
796,Purchase,1.116331141,1585.713846
796,Purchase,0.681651888,636.99
796,Purchase,1.076741739,1736.300909
796,Purchase,1.120715789,1585.713846
796,Purchase,0.821982022,1002.1225
797,Purchase,0.973918589,924.76
797,Purchase,1.184445082,1585.713846
797,Refi,0.909560538,922.29
797,Refi,0.92748117,854.0266667
797,Purchase,1.382653951,1542
797,Purchase,1.065838674,1736.300909
797,Purchase,1.269289256,1820.701
797,Purchase,1.009921788,924.76
797,Refi,0.829593826,922.29
798,Purchase,1.072200349,1736.300909
798,Purchase,1.247879882,1820.701
798,Purchase,0.324228731,213.84
798,Purchase,1.0655625,1736.300909
798,Refi,1.110622844,894.57
798,Purchase,1.078712088,1736.300909
798,Purchase,0.962209386,924.76
798,Purchase,1.244554372,1820.701
798,Purchase,0.98544965,924.76
799,Purchase,0.826446281,1002.1225
799,Purchase,0.786267223,870.1875
799,Purchase,1.322332438,1542
799,Purchase,0.715665025,870.1875
799,Purchase,1.1064,1736.300909
799,Purchase,1.15413854,1585.713846
800,Purchase,1.00881516,924.76
800,Purchase,1.245892102,1820.701
800,Purchase,1.272860803,1820.701
800,Purchase,0.977050328,924.76
800,Purchase,0.863516199,1002.1225
800,Purchase,0.976484791,924.76
800,Purchase,0.771951459,870.1875
800,Purchase,1.145041322,1585.713846
800,Refi,1.066803352,1228.485
800,Purchase,0.984483298,924.76
800,Refi,0.927201633,854.0266667
801,Purchase,1.033567921,1200.612632
801,Purchase,1.025542533,1200.612632
801,Purchase,0.93347,1000.44625
802,Purchase,0.94091857,1000.44625
802,Purchase,0.940788161,1000.44625
802,Purchase,1.038876142,1200.612632
802,Purchase,1.152286957,1283.04
802,Purchase,0.80924838,1005.393333
803,Purchase,1.178285024,1283.04
803,Purchase,0.787175781,1005.393333
803,Purchase,1.11347196,1283.04
803,Refi,0.909670124,714.26
804,Purchase,0.951773333,1000.44625
804,Purchase,1.052243084,1200.612632
804,Purchase,1.01311952,1200.612632
804,Purchase,1.090180505,1200.612632
804,Purchase,0.957846099,1000.44625
804,Purchase,1.041391971,1200.612632
804,Refi,0.805237363,1262.055
804,Refi,0.764281366,1262.055
804,Refi,0.855934848,714.26
804,Purchase,0.794727592,1005.393333
805,Purchase,1.116165192,1283.04
805,Purchase,1.150720107,1283.04
805,Purchase,1.231425404,2003.34
805,Purchase,1.145215711,1283.04
806,Purchase,1.099529054,1200.612632
806,Purchase,0.705651578,1274.914
806,Purchase,0.665105485,1274.914
806,Purchase,1.22902818,2003.34
806,Purchase,0.987325747,1000.44625
806,Purchase,0.607948936,1327.6
806,Purchase,1.04354359,1200.612632
806,Purchase,1.026035821,1200.612632
806,Purchase,1.026543738,1200.612632
807,Purchase,1.040547186,1200.612632
807,Purchase,0.915369412,1000.44625
807,Purchase,0.857236223,1499.395
807,Purchase,1.505187709,2094.14
807,Purchase,1.064579531,1200.612632
807,Purchase,1.076489922,1200.612632
808,Purchase,1.02145024,1200.612632
808,Purchase,0.651320268,1274.914
808,Purchase,1.313131105,194.1333333
808,Purchase,0.697607377,1274.914
808,Purchase,1.10648262,1200.612632
809,Purchase,1.013062108,1200.612632
809,Purchase,0.971681621,1000.44625
809,Purchase,0.6577325,1274.914
809,Purchase,0.857644718,1499.395
809,Purchase,1.110533333,1283.04
810,Purchase,1.068709677,1200.612632
810,Purchase,1.114871143,1283.04
810,Purchase,1.056863791,1200.612632
810,Purchase,1.126860492,1283.04
811,Purchase,0.718852671,1301.17
811,Purchase,0.99273702,1336.69
811,Purchase,1.082739936,1205.947222
811,Purchase,0.991061905,1336.69
811,Purchase,0.731916346,1301.17
811,Purchase,0.961865502,1336.69
811,Purchase,1.040184369,1205.947222
813,Purchase,0.51391863,879.29
813,Purchase,1.044948817,1205.947222
813,Purchase,1.020688654,1205.947222
813,Purchase,1.073662478,1205.947222
813,Purchase,1.112752495,1019.366667
813,Purchase,1.22248942,2755.416667
813,Purchase,1.033566994,1205.947222
