Credit Score,Finance Type,LTV,Loans Booked,
710,Purchase,1.19,26,
710,Purchase,1.30,18,
711,Purchase,0.46,1,
711,Purchase,0.80,3,
711,Purchase,0.83,7,
711,Refi,0.83,3,
711,Refi,1.10,10,
711,Refi,1.11,10,
711,Refi,1.20,10,
711,Refi,1.26,11,
711,Refi,1.27,11,
711,Refi,1.33,11,
711,Refi,1.34,11,
711,Refi,1.35,11,
711,Refi,1.42,10,
711,Refi,1.54,5,
711,Purchase,1.22,8,
711,Purchase,1.36,7,
711,Purchase,1.40,7,
712,Purchase,0.39,1,
712,Purchase,0.71,5,
712,Purchase,0.75,3,
712,Purchase,0.97,8,
712,Purchase,0.99,8,
712,Purchase,1.02,24,
712,Refi,1.10,10,
712,Refi,1.16,10,
712,Refi,1.41,10,
712,Refi,1.43,10,
712,Refi,1.56,5,
712,Purchase,1.03,24,
712,Purchase,1.04,24,
712,Purchase,1.07,24,
712,Purchase,1.07,24,
712,Purchase,1.09,24,
712,Purchase,1.12,17,
712,Purchase,1.15,17,
712,Purchase,1.37,7,
712,Purchase,1.38,7,
712,Purchase,1.43,2,
713,Purchase,0.88,7,
713,Purchase,0.90,7,
713,Purchase,0.93,8,
713,Purchase,1.02,24,
713,Purchase,1.02,24,
713,Purchase,1.02,24,
713,Refi,1.11,10,
713,Refi,1.14,10,
713,Refi,1.16,10,
713,Refi,1.44,10,
713,Purchase,1.07,24,
713,Purchase,1.11,17,
713,Purchase,1.13,17,
714,Purchase,0.56,1,
714,Refi,0.84,3,
714,Refi,0.96,4,
714,Refi,1.56,5,
714,Purchase,1.05,24,
714,Purchase,1.06,24,
714,Purchase,1.17,17,
714,Purchase,1.37,7,
714,Purchase,1.53,1,
715,Purchase,0.85,7,
715,Purchase,0.96,8,
715,Refi,0.52,3,
715,Refi,0.96,4,
715,Refi,1.04,10,
715,Refi,1.05,10,
715,Refi,1.15,10,
715,Refi,1.16,10,
715,Refi,1.28,11,
715,Refi,1.39,11,
715,Refi,1.50,10,
715,Purchase,1.06,24,
715,Purchase,1.08,24,
715,Purchase,1.17,17,
715,Purchase,1.18,17,
715,Purchase,1.26,8,
715,Purchase,1.28,8,
716,Purchase,0.79,3,
716,Purchase,0.99,8,
716,Refi,1.00,4,
716,Refi,1.14,10,
716,Refi,1.24,11,
716,Refi,1.28,11,
716,Refi,1.78,1,
716,Purchase,1.03,24,
716,Purchase,1.05,24,
716,Purchase,1.09,24,
716,Purchase,1.19,17,
716,Purchase,1.29,8,
717,Purchase,0.61,5,
717,Purchase,0.65,5,
717,Purchase,0.86,7,
717,Purchase,1.01,24,
717,Refi,0.97,4,
717,Refi,1.03,10,
717,Refi,1.06,8,
717,Refi,1.21,11,
717,Refi,1.21,11,
717,Refi,1.40,11,
717,Refi,1.43,10,
717,Refi,1.48,10,
717,Refi,1.97,1,
717,Purchase,1.07,24,
717,Purchase,1.11,24,
717,Purchase,1.13,17,
717,Purchase,1.16,17,
717,Purchase,1.39,7,
718,Purchase,0.65,5,
718,Purchase,0.99,8,
718,Refi,0.75,1,
718,Refi,1.07,8,
718,Refi,1.19,10,
718,Refi,1.28,11,
718,Refi,1.29,11,
718,Refi,1.40,11,
718,Refi,1.52,5,
718,Purchase,1.10,24,
718,Purchase,1.22,8,
718,Purchase,1.25,8,
718,Purchase,1.28,8,
718,Purchase,1.28,8,
718,Purchase,1.44,2,
719,Purchase,0.91,8,
719,Purchase,0.94,8,
719,Refi,0.58,3,
719,Refi,0.87,3,
719,Refi,1.31,11,
719,Refi,1.35,11,
719,Refi,1.40,11,
719,Refi,1.42,10,
719,Refi,1.45,10,
719,Purchase,1.06,24,
719,Purchase,1.18,17,
719,Purchase,1.18,17,
719,Purchase,1.19,17,
719,Purchase,1.19,17,
719,Purchase,1.20,17,
719,Purchase,1.33,7,
720,Purchase,0.67,5,
720,Purchase,0.82,7,
720,Purchase,0.90,7,
720,Purchase,1.03,24,
720,Purchase,1.03,24,
720,Refi,0.57,3,
720,Refi,1.07,8,
720,Refi,1.13,10,
720,Refi,1.15,10,
720,Refi,1.28,11,
720,Refi,1.33,11,
720,Refi,1.36,11,
720,Refi,1.38,11,
720,Refi,1.45,10,
720,Refi,1.59,5,
720,Purchase,1.18,17,
720,Purchase,1.19,17,
721,Purchase,0.54,5,
721,Purchase,0.63,5,
721,Purchase,0.67,5,
721,Purchase,0.81,13,
721,Purchase,0.90,13,
721,Purchase,0.99,17,
721,Purchase,1.02,23,
721,Refi,0.64,1,
721,Refi,0.75,3,
721,Refi,0.83,4,
721,Refi,0.95,6,
721,Refi,0.98,6,
721,Refi,1.11,8,
721,Refi,1.36,5,
721,Refi,1.46,6,
721,Refi,1.47,6,
721,Purchase,1.08,23,
721,Purchase,1.12,23,
721,Purchase,1.13,23,
721,Purchase,1.14,23,
721,Purchase,1.25,19,
721,Purchase,1.29,19,
721,Purchase,1.30,19,
722,Purchase,0.46,2,
722,Purchase,0.89,13,
722,Purchase,1.00,17,
722,Refi,0.56,1,
722,Refi,0.87,4,
722,Refi,0.94,6,
722,Refi,1.05,8,
722,Refi,1.27,4,
722,Refi,1.37,5,
722,Refi,1.46,6,
722,Refi,1.50,6,
722,Purchase,1.13,23,
722,Purchase,1.20,23,
722,Purchase,1.27,19,
722,Purchase,1.38,7,
722,Purchase,1.39,7,
722,Purchase,1.42,5,
722,Purchase,1.51,5,
723,Purchase,0.54,5,
723,Purchase,0.57,5,
723,Purchase,0.73,4,
723,Purchase,0.84,13,
723,Purchase,0.89,13,
723,Purchase,1.01,23,
723,Refi,0.89,4,
723,Refi,1.19,8,
723,Refi,1.27,4,
723,Refi,1.58,4,
723,Purchase,1.12,23,
723,Purchase,1.23,19,
723,Purchase,1.29,19,
723,Purchase,1.35,7,
723,Purchase,1.36,7,
724,Purchase,0.42,1,
724,Purchase,0.71,5,
724,Purchase,0.77,4,
724,Purchase,0.83,13,
724,Purchase,0.95,17,
724,Purchase,0.98,17,
724,Purchase,1.02,23,
724,Refi,1.00,6,
724,Refi,1.09,8,
724,Refi,1.20,8,
724,Refi,1.36,5,
724,Refi,2.06,2,
724,Purchase,1.08,23,
724,Purchase,1.09,23,
724,Purchase,1.23,19,
724,Purchase,1.32,7,
725,Purchase,0.70,5,
725,Purchase,0.80,4,
725,Purchase,0.84,13,
725,Purchase,0.88,13,
725,Purchase,0.96,17,
725,Purchase,1.03,23,
725,Purchase,1.03,23,
725,Purchase,1.03,23,
725,Refi,0.79,3,
725,Refi,1.14,8,
725,Purchase,1.05,23,
725,Refi,1.19,8,
725,Purchase,1.15,23,
725,Purchase,1.18,23,
725,Purchase,1.25,19,
725,Purchase,1.28,19,
725,Purchase,1.45,5,
725,Purchase,1.46,5,
725,Purchase,1.48,5,
725,Purchase,1.52,3,
726,Purchase,1.03,23,
726,Refi,1.17,8,
726,Refi,1.52,4,
726,Refi,1.58,4,
726,Refi,2.04,2,
726,Purchase,1.08,23,
726,Purchase,1.09,23,
726,Purchase,1.10,23,
726,Purchase,1.14,23,
726,Purchase,1.15,23,
726,Purchase,1.19,23,
726,Purchase,1.21,19,
726,Purchase,1.26,19,
727,Purchase,0.52,5,
727,Purchase,0.57,5,
727,Purchase,0.94,17,
727,Purchase,0.97,17,
727,Purchase,0.98,17,
727,Purchase,0.99,17,
727,Purchase,1.00,17,
727,Refi,0.95,6,
727,Purchase,1.05,23,
727,Refi,1.49,6,
727,Purchase,1.12,23,
727,Purchase,1.12,23,
727,Purchase,1.12,23,
727,Purchase,1.14,23,
727,Purchase,1.17,23,
727,Purchase,1.30,19,
727,Purchase,1.37,7,
728,Purchase,0.73,4,
728,Purchase,0.87,13,
728,Purchase,0.97,17,
728,Refi,0.77,3,
728,Refi,1.04,8,
728,Refi,1.05,8,
728,Refi,1.06,7,
728,Refi,1.15,8,
728,Refi,1.33,5,
728,Refi,1.65,3,
728,Purchase,1.08,23,
728,Purchase,1.14,23,
728,Purchase,1.17,23,
728,Purchase,1.25,19,
728,Purchase,1.29,19,
728,Purchase,1.51,3,
729,Purchase,0.66,5,
729,Purchase,0.83,13,
729,Purchase,0.86,13,
729,Purchase,0.88,13,
729,Purchase,0.94,17,
729,Purchase,0.95,17,
729,Purchase,1.00,17,
729,Purchase,1.02,23,
729,Refi,1.20,8,
729,Refi,1.27,4,
729,Refi,1.27,4,
729,Refi,1.38,5,
729,Refi,1.44,6,
729,Purchase,1.08,23,
729,Purchase,1.08,23,
729,Purchase,1.09,23,
729,Purchase,1.09,23,
729,Purchase,1.20,23,
729,Purchase,1.21,23,
729,Purchase,1.22,19,
729,Purchase,1.29,19,
729,Purchase,1.30,19,
729,Purchase,1.58,3,
730,Purchase,0.86,13,
730,Purchase,0.92,17,
730,Purchase,0.98,17,
730,Purchase,0.98,17,
730,Purchase,1.06,23,
730,Refi,0.82,4,
730,Refi,0.97,6,
730,Refi,1.06,7,
730,Refi,1.06,7,
730,Refi,1.13,8,
730,Refi,1.56,4,
730,Refi,1.62,3,
730,Refi,1.71,3,
730,Purchase,1.06,23,
730,Purchase,1.14,23,
730,Purchase,1.15,23,
730,Purchase,1.19,23,
730,Purchase,1.22,19,
730,Purchase,1.23,19,
730,Purchase,1.36,7,
731,Purchase,0.53,8,
731,Purchase,0.54,8,
731,Purchase,0.72,6,
731,Purchase,0.88,8,
731,Purchase,0.91,8,
731,Purchase,0.94,23,
731,Purchase,0.98,23,
731,Purchase,0.98,23,
731,Refi,0.92,6,
731,Refi,1.04,7,
731,Refi,1.46,5,
731,Refi,1.51,5,
731,Purchase,1.17,28,
731,Purchase,1.19,28,
731,Purchase,1.20,28,
732,Purchase,0.76,6,
732,Purchase,0.85,8,
732,Purchase,0.95,23,
732,Purchase,0.99,23,
732,Purchase,0.99,23,
732,Purchase,1.01,23,
732,Refi,0.82,3,
732,Refi,0.89,3,
732,Refi,1.31,4,
732,Purchase,1.11,28,
732,Purchase,1.19,28,
732,Purchase,1.27,18,
732,Purchase,1.30,18,
732,Purchase,1.36,8,
732,Purchase,1.39,8,
733,Purchase,1.02,19,
733,Purchase,1.03,19,
733,Refi,0.73,1,
733,Refi,1.10,7,
733,Refi,1.10,7,
733,Refi,1.26,9,
733,Purchase,1.11,28,
733,Purchase,1.11,28,
733,Purchase,1.13,28,
733,Purchase,1.18,28,
733,Purchase,1.18,28,
733,Purchase,1.21,28,
733,Purchase,1.22,18,
733,Purchase,1.24,18,
733,Purchase,1.51,4,
734,Purchase,0.51,8,
734,Purchase,0.57,8,
734,Purchase,0.73,6,
734,Purchase,0.80,6,
734,Purchase,0.92,23,
734,Purchase,1.01,23,
734,Purchase,1.01,23,
734,Purchase,1.01,19,
734,Purchase,1.01,19,
734,Refi,0.60,2,
734,Refi,0.92,6,
734,Refi,0.95,6,
734,Refi,1.07,7,
734,Refi,1.27,9,
734,Refi,1.41,5,
734,Purchase,1.07,19,
734,Purchase,1.09,19,
734,Purchase,1.10,19,
734,Purchase,1.12,28,
734,Purchase,1.18,28,
734,Purchase,1.25,18,
734,Purchase,1.47,4,
735,Purchase,0.57,8,
735,Purchase,0.77,6,
735,Purchase,0.82,8,
735,Purchase,0.92,23,
735,Purchase,0.94,23,
735,Purchase,1.01,23,
735,Purchase,1.04,19,
735,Refi,0.81,3,
735,Refi,1.08,5,
735,Refi,1.10,5,
735,Refi,1.16,3,
735,Refi,1.28,9,
735,Refi,1.61,1,
735,Purchase,1.08,19,
735,Purchase,1.11,28,
735,Purchase,1.14,28,
735,Purchase,1.26,18,
735,Purchase,1.32,8,
735,Purchase,1.34,8,
736,Purchase,0.96,23,
736,Purchase,0.96,23,
736,Purchase,0.97,23,
736,Purchase,0.99,23,
736,Purchase,1.03,19,
736,Refi,0.94,6,
736,Refi,1.18,3,
736,Refi,1.22,9,
736,Refi,1.23,9,
736,Refi,1.23,9,
736,Refi,1.39,4,
736,Refi,1.60,2,
736,Purchase,1.13,28,
736,Purchase,1.20,28,
736,Purchase,1.23,18,
736,Purchase,1.24,18,
736,Purchase,1.36,8,
737,Purchase,0.58,8,
737,Purchase,0.87,8,
737,Purchase,0.91,8,
737,Purchase,0.94,23,
737,Purchase,0.97,23,
737,Purchase,1.04,19,
737,Refi,0.52,2,
737,Refi,0.98,6,
737,Refi,1.31,4,
737,Refi,1.34,4,
737,Refi,1.46,5,
737,Refi,1.53,2,
737,Purchase,1.09,19,
737,Purchase,1.10,19,
737,Purchase,1.12,28,
737,Purchase,1.14,28,
738,Purchase,0.78,6,
738,Purchase,0.83,8,
738,Purchase,0.93,23,
738,Purchase,0.94,23,
738,Purchase,0.95,23,
738,Purchase,1.07,19,
738,Refi,0.94,6,
738,Refi,1.21,3,
738,Purchase,1.08,19,
738,Purchase,1.12,28,
738,Purchase,1.12,28,
738,Purchase,1.14,28,
738,Purchase,1.16,28,
738,Purchase,1.21,18,
738,Purchase,1.28,18,
738,Purchase,1.42,4,
739,Purchase,0.51,8,
739,Purchase,0.53,8,
739,Purchase,1.02,19,
739,Refi,1.10,5,
739,Refi,1.21,9,
739,Refi,1.28,9,
739,Refi,1.30,9,
739,Refi,1.45,5,
739,Purchase,1.10,19,
739,Purchase,1.13,28,
739,Purchase,1.13,28,
739,Purchase,1.14,28,
739,Purchase,1.23,18,
739,Purchase,1.23,18,
739,Purchase,1.24,18,
739,Purchase,1.29,18,
739,Purchase,1.30,18,
739,Purchase,1.35,8,
739,Purchase,1.40,8,
739,Purchase,1.41,4,
740,Purchase,0.90,8,
740,Purchase,0.92,23,
740,Purchase,1.06,19,
740,Purchase,1.07,19,
740,Purchase,1.13,28,
740,Purchase,1.16,28,
740,Purchase,1.21,18,
740,Purchase,1.26,18,
740,Purchase,1.29,18,
740,Purchase,1.40,8,
741,Purchase,0.34,1,
741,Purchase,0.66,6,
741,Purchase,0.75,4,
741,Purchase,0.95,14,
741,Purchase,1.03,27,
741,Refi,1.01,5,
741,Refi,1.15,8,
741,Refi,1.16,8,
741,Refi,1.17,8,
741,Refi,1.51,6,
741,Purchase,1.24,13,
741,Purchase,1.38,6,
741,Purchase,1.57,2,
742,Purchase,0.81,4,
742,Purchase,0.92,14,
742,Purchase,0.93,14,
742,Purchase,0.93,14,
742,Purchase,0.95,14,
742,Purchase,0.95,14,
742,Purchase,1.03,27,
742,Purchase,1.03,27,
742,Refi,0.59,1,
742,Refi,0.93,7,
742,Refi,1.03,5,
742,Refi,1.59,2,
742,Purchase,1.09,27,
742,Purchase,1.14,20,
742,Purchase,1.15,20,
742,Purchase,1.17,20,
742,Purchase,1.22,13,
742,Purchase,1.28,13,
742,Purchase,1.28,13,
742,Purchase,1.30,13,
742,Purchase,1.31,6,
742,Purchase,1.40,6,
742,Purchase,1.56,2,
743,Purchase,0.74,4,
743,Purchase,1.01,27,
743,Purchase,1.02,27,
743,Purchase,1.04,27,
743,Refi,0.74,3,
743,Refi,0.82,2,
743,Refi,1.00,7,
743,Refi,1.19,8,
743,Refi,1.32,4,
743,Refi,1.36,4,
743,Refi,1.41,6,
743,Refi,1.49,6,
743,Purchase,1.11,27,
743,Purchase,1.16,20,
743,Purchase,1.23,13,
743,Purchase,1.23,13,
743,Purchase,1.23,13,
743,Purchase,1.26,13,
743,Purchase,1.26,13,
743,Purchase,1.32,6,
743,Purchase,1.51,3,
744,Purchase,0.53,6,
744,Purchase,1.01,27,
744,Refi,0.99,7,
744,Refi,1.08,8,
744,Refi,1.16,8,
744,Refi,1.18,8,
744,Refi,1.31,4,
744,Refi,1.52,2,
744,Purchase,1.11,27,
744,Purchase,1.15,20,
744,Purchase,1.16,20,
744,Purchase,1.21,20,
745,Purchase,0.79,4,
745,Purchase,0.91,14,
745,Purchase,0.98,14,
745,Purchase,1.02,27,
745,Purchase,1.04,27,
745,Purchase,1.08,27,
745,Refi,0.77,3,
745,Refi,1.22,3,
745,Refi,1.36,4,
745,Purchase,1.11,20,
745,Purchase,1.12,20,
745,Purchase,1.13,20,
745,Purchase,1.16,20,
745,Purchase,1.32,6,
746,Purchase,0.56,6,
746,Purchase,0.58,6,
746,Purchase,0.69,6,
746,Purchase,0.88,4,
746,Purchase,0.96,14,
746,Purchase,0.99,14,
746,Refi,1.18,8,
746,Purchase,1.15,20,
746,Purchase,1.15,20,
746,Purchase,1.20,20,
746,Purchase,1.25,13,
747,Purchase,1.02,27,
747,Purchase,1.03,27,
747,Purchase,1.06,27,
747,Purchase,1.06,27,
747,Purchase,1.08,27,
747,Refi,0.85,2,
747,Refi,1.14,8,
747,Refi,1.22,3,
747,Purchase,1.13,20,
747,Purchase,1.14,20,
747,Purchase,1.15,20,
747,Purchase,1.15,20,
747,Purchase,1.18,20,
748,Purchase,0.79,4,
748,Purchase,0.86,4,
748,Purchase,0.97,14,
748,Purchase,0.98,14,
748,Purchase,1.01,14,
748,Purchase,1.02,27,
748,Purchase,1.06,27,
748,Purchase,1.08,27,
748,Refi,0.81,3,
749,Purchase,0.57,6,
749,Purchase,0.59,6,
749,Purchase,0.62,6,
749,Purchase,0.64,6,
749,Purchase,0.84,4,
749,Refi,0.68,1,
749,Refi,1.00,7,
749,Refi,1.05,8,
749,Refi,1.45,6,
749,Refi,1.50,6,
750,Purchase,0.60,6,
750,Purchase,0.66,6,
750,Purchase,0.66,6,
750,Purchase,0.94,14,
750,Purchase,1.03,27,
750,Purchase,1.06,27,
750,Purchase,1.07,27,
750,Purchase,1.08,27,
750,Purchase,1.09,27,
750,Purchase,1.09,27,
750,Refi,0.95,7,
750,Refi,0.96,7,
750,Refi,0.96,7,
750,Refi,1.08,8,
750,Refi,1.30,3,
750,Refi,1.51,6,
750,Purchase,1.18,20,
750,Purchase,1.26,13,
750,Purchase,1.27,13,
750,Purchase,1.33,6,
750,Purchase,1.43,3,
750,Purchase,1.50,3,
751,Purchase,0.66,7,
751,Purchase,0.70,7,
751,Purchase,0.81,14,
751,Purchase,0.94,19,
751,Purchase,0.97,19,
751,Refi,1.09,8,
751,Refi,1.22,4,
751,Refi,1.38,5,
751,Refi,1.48,2,
751,Refi,1.52,4,
751,Purchase,1.14,16,
751,Purchase,1.16,16,
751,Purchase,1.19,16,
751,Purchase,1.26,9,
751,Purchase,1.27,9,
751,Purchase,1.37,3,
752,Purchase,0.63,7,
752,Purchase,0.88,14,
752,Purchase,0.92,19,
752,Purchase,0.96,19,
752,Purchase,0.99,19,
752,Purchase,1.04,24,
752,Purchase,1.05,24,
752,Purchase,1.08,24,
752,Refi,0.56,1,
752,Refi,0.83,2,
752,Refi,1.16,7,
752,Refi,1.32,5,
752,Refi,1.55,4,
752,Purchase,1.56,3,
753,Purchase,0.67,7,
753,Purchase,0.75,5,
753,Purchase,0.90,14,
753,Purchase,1.07,24,
753,Purchase,1.08,24,
753,Purchase,1.09,24,
753,Refi,0.74,4,
753,Refi,1.06,8,
753,Refi,1.14,7,
753,Refi,1.18,7,
753,Purchase,1.14,16,
753,Purchase,1.17,16,
753,Purchase,1.22,9,
753,Purchase,1.35,3,
753,Purchase,1.58,3,
754,Purchase,0.63,7,
754,Purchase,0.82,14,
754,Purchase,0.88,14,
754,Purchase,0.94,19,
754,Purchase,1.03,24,
754,Purchase,1.06,24,
754,Purchase,1.10,24,
754,Refi,0.89,2,
754,Refi,1.06,8,
754,Refi,1.08,8,
754,Refi,1.11,7,
754,Refi,1.25,4,
754,Refi,1.33,5,
754,Purchase,1.11,24,
754,Purchase,1.18,16,
754,Purchase,1.36,3,
754,Purchase,1.41,4,
755,Purchase,0.66,7,
755,Purchase,0.80,5,
755,Purchase,0.92,19,
755,Purchase,1.03,24,
755,Purchase,1.03,24,
755,Refi,0.77,4,
755,Refi,0.80,4,
755,Refi,1.20,7,
755,Refi,1.41,2,
755,Refi,1.80,1,
755,Purchase,1.13,16,
755,Purchase,1.56,3,
756,Purchase,0.84,14,
756,Purchase,0.86,14,
756,Purchase,0.96,19,
756,Purchase,0.96,19,
756,Purchase,0.98,19,
756,Purchase,1.03,24,
756,Purchase,1.10,24,
756,Refi,1.14,7,
756,Refi,1.25,4,
756,Refi,1.31,4,
756,Purchase,1.12,16,
756,Purchase,1.15,16,
756,Purchase,1.19,16,
757,Purchase,0.56,3,
757,Purchase,0.60,3,
757,Purchase,0.64,7,
757,Purchase,0.95,19,
757,Purchase,1.03,24,
757,Purchase,1.05,24,
757,Purchase,1.08,24,
757,Refi,0.97,1,
757,Refi,1.09,8,
757,Purchase,1.13,16,
757,Purchase,1.18,16,
757,Purchase,1.22,9,
757,Purchase,1.26,9,
757,Purchase,1.46,4,
758,Purchase,0.71,5,
758,Purchase,0.84,14,
758,Purchase,0.92,19,
758,Purchase,0.93,19,
758,Purchase,0.96,19,
758,Purchase,0.99,19,
758,Purchase,1.05,24,
758,Purchase,1.05,24,
758,Purchase,1.06,24,
758,Purchase,1.08,24,
758,Refi,1.04,3,
758,Refi,1.04,3,
758,Refi,1.08,3,
758,Refi,1.11,7,
758,Purchase,1.19,16,
758,Purchase,1.19,16,
758,Purchase,1.19,16,
758,Purchase,1.26,9,
758,Purchase,1.77,1,
759,Purchase,0.34,1,
759,Purchase,0.72,5,
759,Purchase,0.85,14,
759,Purchase,0.94,19,
759,Purchase,1.04,24,
759,Refi,0.68,1,
759,Refi,0.73,4,
759,Refi,1.37,5,
759,Refi,1.40,5,
760,Purchase,0.56,3,
760,Purchase,0.72,5,
760,Purchase,0.86,14,
760,Purchase,0.88,14,
760,Purchase,0.88,14,
760,Purchase,0.90,14,
760,Purchase,0.91,14,
760,Purchase,0.96,19,
760,Purchase,0.98,19,
760,Purchase,0.99,19,
760,Purchase,1.04,24,
760,Purchase,1.07,24,
760,Purchase,1.11,16,
760,Refi,1.53,4,
760,Refi,1.57,4,
760,Purchase,1.27,9,
760,Purchase,1.27,9,
760,Purchase,1.30,9,
760,Purchase,1.45,4,
760,Purchase,1.46,4,
761,Purchase,0.45,2,
761,Purchase,0.71,10,
761,Purchase,0.94,21,
761,Purchase,1.02,20,
761,Purchase,1.03,20,
761,Purchase,1.05,20,
761,Purchase,1.11,20,
761,Refi,1.13,5,
761,Refi,1.17,5,
761,Refi,1.17,5,
761,Refi,1.30,6,
761,Purchase,1.14,20,
761,Purchase,1.15,20,
761,Purchase,1.15,20,
761,Purchase,1.21,20,
761,Purchase,1.26,8,
762,Purchase,0.69,10,
762,Purchase,0.78,5,
762,Purchase,0.90,4,
762,Purchase,1.02,20,
762,Purchase,1.02,20,
762,Purchase,1.09,20,
762,Purchase,1.09,20,
762,Refi,1.16,5,
762,Refi,1.25,6,
762,Purchase,1.21,8,
762,Purchase,1.32,5,
763,Purchase,0.43,2,
763,Purchase,0.66,10,
763,Purchase,0.69,10,
763,Purchase,0.93,21,
763,Purchase,0.94,21,
763,Purchase,1.00,21,
763,Refi,0.76,1,
763,Refi,1.24,6,
763,Refi,1.27,6,
763,Refi,1.33,1,
763,Refi,1.65,1,
763,Purchase,1.14,20,
763,Purchase,1.18,20,
763,Purchase,1.20,20,
763,Purchase,1.28,8,
763,Purchase,1.30,8,
763,Purchase,1.33,5,
763,Purchase,1.35,5,
764,Purchase,0.63,10,
764,Purchase,0.65,10,
764,Purchase,0.72,5,
764,Purchase,0.95,21,
764,Refi,0.68,1,
764,Refi,1.02,4,
764,Purchase,1.19,20,
764,Purchase,1.19,20,
764,Purchase,1.25,8,
764,Purchase,1.27,8,
765,Purchase,0.53,4,
765,Purchase,0.93,21,
765,Purchase,1.07,20,
765,Refi,0.95,3,
765,Refi,1.27,6,
765,Purchase,1.15,20,
765,Purchase,1.52,2,
766,Purchase,0.67,10,
766,Purchase,0.74,5,
766,Purchase,0.84,4,
766,Purchase,0.94,21,
766,Purchase,0.99,21,
766,Purchase,1.03,20,
766,Purchase,1.04,20,
766,Refi,1.02,4,
766,Refi,1.08,4,
766,Purchase,1.13,20,
766,Purchase,1.14,20,
766,Purchase,1.16,20,
766,Purchase,1.18,20,
766,Purchase,1.19,20,
766,Purchase,1.21,20,
767,Purchase,0.54,4,
767,Purchase,0.54,4,
767,Purchase,0.68,10,
767,Purchase,0.99,21,
767,Refi,0.87,1,
767,Refi,1.17,5,
767,Refi,1.43,2,
767,Refi,1.52,2,
767,Purchase,1.38,5,
767,Purchase,1.58,2,
768,Purchase,0.60,4,
768,Purchase,0.67,10,
768,Purchase,0.74,5,
768,Purchase,0.86,4,
768,Purchase,0.92,21,
768,Purchase,0.94,21,
768,Purchase,0.94,21,
768,Purchase,0.97,21,
768,Purchase,1.02,20,
768,Purchase,1.04,20,
768,Purchase,1.06,20,
768,Purchase,1.07,20,
768,Refi,1.25,6,
768,Purchase,1.17,20,
768,Purchase,1.18,20,
768,Purchase,1.21,20,
769,Purchase,0.67,10,
769,Purchase,0.77,5,
769,Purchase,0.95,21,
769,Purchase,0.97,21,
769,Purchase,1.00,21,
769,Purchase,1.02,20,
769,Purchase,1.05,20,
769,Purchase,1.06,20,
769,Refi,1.49,2,
769,Purchase,1.15,20,
769,Purchase,1.24,8,
769,Purchase,1.31,8,
769,Purchase,1.39,5,
770,Purchase,0.85,4,
770,Purchase,0.97,21,
770,Purchase,0.97,21,
770,Purchase,0.98,21,
770,Purchase,0.99,21,
770,Purchase,0.99,21,
770,Purchase,1.04,20,
770,Purchase,1.08,20,
770,Refi,0.92,3,
770,Refi,0.94,3,
770,Refi,1.52,2,
771,Purchase,0.78,6,
771,Purchase,0.98,21,
771,Purchase,1.00,21,
771,Purchase,1.01,21,
771,Purchase,1.07,20,
771,Purchase,1.08,20,
771,Purchase,1.11,20,
771,Refi,1.17,9,
771,Purchase,1.19,20,
771,Purchase,1.24,15,
771,Purchase,1.29,15,
772,Purchase,0.89,8,
772,Purchase,0.94,21,
772,Purchase,0.97,21,
772,Purchase,0.99,21,
772,Purchase,1.06,20,
772,Purchase,1.06,20,
772,Purchase,1.08,20,
772,Purchase,1.09,20,
772,Refi,1.07,4,
772,Refi,1.17,9,
772,Refi,1.19,9,
772,Refi,1.19,9,
772,Refi,1.44,5,
772,Refi,1.48,5,
772,Purchase,1.17,20,
772,Purchase,1.19,20,
772,Purchase,1.19,20,
772,Purchase,1.30,15,
772,Purchase,1.38,5,
772,Purchase,1.39,5,
773,Purchase,0.81,6,
773,Purchase,0.86,8,
773,Purchase,0.86,8,
773,Purchase,0.94,21,
773,Purchase,0.97,21,
773,Purchase,1.06,20,
773,Refi,0.87,3,
773,Refi,1.00,5,
773,Refi,1.26,2,
773,Purchase,1.16,20,
773,Purchase,1.17,20,
773,Purchase,1.18,20,
773,Purchase,1.20,20,
774,Purchase,0.36,1,
774,Purchase,0.41,2,
774,Purchase,0.87,8,
774,Purchase,1.01,20,
774,Purchase,1.07,20,
774,Purchase,1.13,20,
774,Refi,1.11,9,
774,Refi,1.13,9,
774,Refi,1.34,2,
774,Purchase,1.22,15,
774,Purchase,1.24,15,
774,Purchase,1.26,15,
775,Purchase,0.71,6,
775,Purchase,0.86,8,
775,Purchase,0.87,8,
775,Purchase,0.94,21,
775,Purchase,0.94,21,
775,Purchase,0.94,21,
775,Purchase,1.09,20,
775,Purchase,1.11,20,
775,Refi,0.98,5,
775,Refi,1.26,2,
775,Purchase,1.18,20,
775,Purchase,1.22,15,
775,Purchase,1.23,15,
776,Purchase,1.01,21,
776,Purchase,1.08,20,
776,Purchase,1.10,20,
776,Purchase,1.14,20,
776,Refi,0.60,1,
776,Refi,0.89,3,
776,Refi,0.96,5,
776,Refi,1.13,9,
776,Refi,1.46,5,
776,Purchase,1.20,20,
776,Purchase,1.24,15,
776,Purchase,1.30,15,
777,Purchase,0.54,2,
777,Purchase,0.96,21,
777,Purchase,0.98,21,
777,Purchase,0.99,21,
777,Purchase,1.13,20,
777,Refi,0.91,5,
777,Refi,1.39,2,
777,Purchase,1.15,20,
777,Purchase,1.19,20,
777,Purchase,1.22,15,
777,Purchase,1.38,5,
