Credit Score,Finance Type,LTV,Loans Booked,
615,Purchase,1.41,2,
616,Refi,0.95,15,
616,Refi,1.06,14,
616,Refi,1.14,32,
616,Refi,1.18,32,
616,Refi,1.18,32,
616,Refi,1.22,36,
616,Refi,1.28,36,
616,Refi,1.29,36,
616,Refi,1.30,36,
616,Refi,1.36,36,
616,Refi,1.37,36,
616,Refi,1.39,36,
616,Refi,1.42,17,
616,Refi,1.75,1,
616,Purchase,0.90,7,
616,Purchase,1.07,19,
616,Purchase,1.09,19,
616,Purchase,1.16,10,
616,Purchase,1.16,10,
616,Purchase,1.24,10,
616,Purchase,1.35,8,
617,Purchase,0.74,4,
617,Purchase,0.76,4,
617,Refi,0.65,4,
617,Refi,0.67,4,
617,Refi,0.68,4,
617,Refi,0.72,1,
617,Refi,0.90,6,
617,Refi,0.91,15,
617,Refi,0.93,15,
617,Refi,1.11,32,
617,Refi,1.17,32,
617,Refi,1.20,32,
617,Refi,1.23,36,
617,Refi,1.25,36,
617,Refi,1.27,36,
617,Refi,1.29,36,
617,Refi,1.30,36,
617,Refi,1.31,36,
617,Refi,1.32,36,
617,Refi,1.40,36,
617,Refi,1.41,36,
617,Refi,1.41,17,
617,Refi,1.42,17,
617,Refi,1.42,17,
617,Purchase,0.85,7,
617,Purchase,0.97,6,
617,Purchase,1.01,19,
617,Purchase,1.01,19,
617,Purchase,1.08,19,
617,Purchase,1.09,19,
617,Purchase,1.09,19,
618,Purchase,0.65,2,
618,Purchase,0.80,4,
618,Refi,0.96,15,
618,Refi,0.98,15,
618,Refi,1.05,14,
618,Refi,1.12,32,
618,Refi,1.16,32,
618,Refi,1.24,36,
618,Refi,1.24,36,
618,Refi,1.26,36,
618,Refi,1.27,36,
618,Refi,1.28,36,
618,Refi,1.28,36,
618,Refi,1.32,36,
618,Refi,1.35,36,
618,Refi,1.38,36,
618,Refi,1.39,36,
618,Refi,1.47,17,
618,Purchase,0.84,7,
618,Purchase,0.88,7,
618,Purchase,1.04,19,
618,Purchase,1.24,10,
618,Purchase,1.28,10,
618,Purchase,1.29,10,
618,Purchase,1.40,8,
619,Purchase,0.36,1,
619,Purchase,0.50,2,
619,Refi,0.87,6,
619,Refi,0.91,15,
619,Refi,0.97,15,
619,Refi,1.02,14,
619,Refi,1.03,14,
619,Refi,1.05,14,
619,Refi,1.08,20,
619,Refi,1.13,32,
619,Refi,1.16,32,
619,Refi,1.19,32,
619,Refi,1.30,36,
619,Refi,1.35,36,
619,Refi,1.51,5,
619,Refi,1.59,5,
619,Purchase,0.94,6,
619,Purchase,1.04,19,
619,Purchase,1.08,19,
619,Purchase,1.11,19,
620,Refi,0.59,1,
620,Refi,0.96,15,
620,Refi,0.98,15,
620,Refi,1.09,20,
620,Refi,1.11,20,
620,Refi,1.14,32,
620,Refi,1.18,32,
620,Refi,1.24,36,
620,Refi,1.26,36,
620,Refi,1.27,36,
620,Refi,1.27,36,
620,Refi,1.28,36,
620,Refi,1.29,36,
620,Refi,1.31,36,
620,Refi,1.50,17,
620,Refi,1.53,5,
620,Refi,1.53,5,
620,Purchase,0.86,7,
620,Purchase,0.97,6,
620,Purchase,1.23,10,
620,Purchase,1.25,10,
620,Purchase,1.27,10,
620,Purchase,1.37,8,
621,Refi,0.86,5,
621,Refi,0.89,5,
621,Refi,1.05,20,
621,Refi,1.06,20,
621,Refi,1.12,29,
621,Refi,1.15,29,
621,Refi,1.17,29,
621,Refi,1.18,29,
621,Refi,1.19,29,
621,Refi,1.20,29,
621,Refi,1.21,29,
621,Refi,1.22,39,
621,Refi,1.26,39,
621,Refi,1.29,39,
621,Refi,1.30,39,
621,Refi,1.31,49,
621,Refi,1.33,49,
621,Refi,1.41,49,
621,Refi,1.45,27,
621,Refi,1.48,27,
621,Refi,1.49,27,
621,Purchase,1.27,15,
621,Purchase,1.35,10,
621,Purchase,1.41,10,
622,Refi,1.02,20,
622,Refi,1.02,20,
622,Refi,1.02,20,
622,Refi,1.05,20,
622,Refi,1.07,20,
622,Refi,1.09,20,
622,Refi,1.10,20,
622,Refi,1.15,29,
622,Refi,1.20,29,
622,Refi,1.21,39,
622,Refi,1.24,39,
622,Refi,1.28,39,
622,Refi,1.28,39,
622,Refi,1.29,39,
622,Refi,1.31,49,
622,Refi,1.33,49,
622,Refi,1.35,49,
622,Refi,1.40,49,
622,Refi,1.41,49,
622,Refi,1.44,27,
622,Refi,1.44,27,
622,Refi,1.45,27,
622,Refi,1.47,27,
622,Refi,1.49,27,
622,Refi,1.52,1,
622,Purchase,1.05,10,
622,Purchase,1.07,10,
622,Purchase,1.12,12,
622,Purchase,1.19,12,
622,Purchase,1.30,15,
623,Purchase,0.59,1,
623,Purchase,0.74,3,
623,Purchase,0.81,5,
623,Purchase,0.82,5,
623,Refi,0.83,5,
623,Refi,0.88,5,
623,Refi,1.06,20,
623,Refi,1.23,39,
623,Refi,1.30,39,
623,Refi,1.36,49,
623,Refi,1.38,49,
623,Refi,1.40,49,
623,Refi,1.41,49,
623,Refi,1.43,27,
623,Refi,1.44,27,
623,Refi,1.44,27,
623,Purchase,1.09,10,
623,Purchase,1.16,12,
623,Purchase,1.24,15,
623,Purchase,1.32,10,
623,Purchase,1.35,10,
623,Purchase,1.36,10,
624,Refi,0.46,2,
624,Refi,0.96,9,
624,Refi,1.03,20,
624,Refi,1.06,20,
624,Refi,1.13,29,
624,Refi,1.18,29,
624,Refi,1.23,39,
624,Refi,1.23,39,
624,Refi,1.29,39,
624,Refi,1.32,49,
624,Refi,1.33,49,
624,Refi,1.35,49,
624,Refi,1.39,49,
624,Refi,1.41,49,
624,Refi,1.43,27,
624,Refi,1.46,27,
624,Purchase,0.92,3,
624,Purchase,1.04,10,
624,Purchase,1.17,12,
624,Purchase,1.19,12,
624,Purchase,1.25,15,
624,Purchase,1.37,10,
624,Purchase,1.37,10,
625,Refi,0.49,2,
625,Refi,0.93,9,
625,Refi,0.99,9,
625,Refi,1.05,20,
625,Refi,1.05,20,
625,Refi,1.10,20,
625,Refi,1.14,29,
625,Refi,1.15,29,
625,Refi,1.16,29,
625,Refi,1.17,29,
625,Refi,1.19,29,
625,Refi,1.19,29,
625,Refi,1.22,39,
625,Refi,1.23,39,
625,Refi,1.23,39,
625,Refi,1.26,39,
625,Refi,1.27,39,
625,Refi,1.28,39,
625,Refi,1.29,39,
625,Refi,1.30,39,
625,Refi,1.32,49,
625,Refi,1.32,49,
625,Refi,1.38,49,
625,Refi,1.40,49,
625,Refi,1.42,27,
625,Refi,1.44,27,
625,Refi,1.50,27,
625,Purchase,0.88,5,
625,Purchase,0.90,5,
625,Purchase,1.13,12,
625,Purchase,1.14,12,
625,Purchase,1.20,12,
625,Purchase,1.24,15,
625,Purchase,1.24,15,
625,Purchase,1.25,15,
625,Purchase,1.26,15,
625,Purchase,1.26,15,
625,Purchase,1.35,10,
625,Purchase,1.37,10,
626,Refi,0.91,5,
626,Refi,0.99,9,
626,Refi,1.11,29,
626,Refi,1.13,29,
626,Refi,1.14,29,
626,Refi,1.17,29,
626,Refi,1.22,39,
626,Refi,1.26,39,
626,Refi,1.27,39,
626,Refi,1.28,39,
626,Refi,1.33,49,
626,Refi,1.35,49,
626,Refi,1.35,49,
626,Refi,1.36,49,
626,Refi,1.40,49,
626,Refi,1.50,27,
626,Purchase,1.08,10,
626,Purchase,1.13,12,
626,Purchase,1.15,12,
626,Purchase,1.23,15,
626,Purchase,1.26,15,
626,Purchase,1.31,15,
626,Purchase,1.41,1,
626,Purchase,1.57,1,
627,Purchase,0.73,3,
627,Refi,0.72,2,
627,Refi,0.99,9,
627,Refi,1.01,20,
627,Refi,1.12,29,
627,Refi,1.15,29,
627,Refi,1.16,29,
627,Refi,1.19,29,
627,Refi,1.25,39,
627,Refi,1.25,39,
627,Refi,1.26,39,
627,Refi,1.28,39,
627,Refi,1.34,49,
627,Refi,1.35,49,
627,Refi,1.38,49,
627,Refi,1.40,49,
627,Refi,1.41,27,
627,Refi,1.42,27,
627,Refi,1.44,27,
627,Refi,1.46,27,
627,Purchase,1.02,10,
627,Purchase,1.02,10,
627,Purchase,1.18,12,
627,Purchase,1.24,15,
627,Purchase,1.25,15,
628,Purchase,0.47,2,
628,Refi,0.98,9,
628,Refi,0.99,9,
628,Refi,1.06,20,
628,Refi,1.22,39,
628,Refi,1.24,39,
628,Refi,1.26,39,
628,Refi,1.29,39,
628,Refi,1.32,49,
628,Refi,1.32,49,
628,Refi,1.33,49,
628,Refi,1.35,49,
628,Refi,1.35,49,
628,Refi,1.36,49,
628,Refi,1.39,49,
628,Refi,1.42,27,
628,Purchase,0.95,3,
628,Purchase,0.99,3,
628,Purchase,1.23,15,
629,Refi,0.77,2,
629,Refi,0.95,9,
629,Refi,0.99,9,
629,Refi,1.07,10,
629,Refi,1.10,10,
629,Refi,1.13,29,
629,Refi,1.17,29,
629,Refi,1.19,29,
629,Refi,1.24,39,
629,Refi,1.29,39,
629,Refi,1.37,49,
629,Refi,1.38,49,
629,Refi,1.40,49,
629,Refi,1.41,49,
629,Refi,1.41,27,
629,Refi,1.42,27,
629,Refi,1.43,27,
629,Refi,1.46,27,
629,Purchase,0.90,5,
629,Purchase,1.13,12,
630,Purchase,0.70,1,
630,Purchase,0.73,3,
630,Refi,1.10,10,
630,Refi,1.15,29,
630,Refi,1.21,39,
630,Refi,1.25,39,
630,Refi,1.28,39,
630,Refi,1.32,49,
630,Refi,1.33,49,
630,Refi,1.34,49,
630,Refi,1.34,49,
630,Refi,1.36,49,
630,Refi,1.37,49,
630,Refi,1.37,49,
630,Refi,1.40,49,
630,Refi,1.45,27,
630,Purchase,1.01,10,
630,Purchase,1.09,10,
630,Purchase,1.10,10,
630,Purchase,1.34,10,
631,Refi,0.89,5,
631,Refi,0.96,10,
631,Refi,1.00,10,
631,Refi,1.06,10,
631,Refi,1.09,10,
631,Refi,1.12,30,
631,Refi,1.15,30,
631,Refi,1.19,30,
631,Refi,1.21,30,
631,Refi,1.22,40,
631,Refi,1.23,40,
631,Refi,1.25,40,
631,Refi,1.26,40,
631,Refi,1.32,38,
631,Refi,1.35,38,
631,Refi,1.36,38,
631,Refi,1.37,38,
631,Refi,1.39,38,
631,Refi,1.41,38,
631,Refi,1.47,18,
631,Purchase,0.96,13,
631,Purchase,0.96,13,
631,Purchase,1.15,13,
631,Purchase,1.45,3,
631,Purchase,1.60,2,
632,Purchase,0.51,3,
632,Purchase,0.55,3,
632,Refi,0.88,5,
632,Refi,0.91,10,
632,Refi,1.00,10,
632,Refi,1.09,10,
632,Refi,1.15,30,
632,Refi,1.16,30,
632,Refi,1.18,30,
632,Refi,1.18,30,
632,Refi,1.18,30,
632,Refi,1.24,40,
632,Refi,1.25,40,
632,Refi,1.27,40,
632,Refi,1.29,40,
632,Refi,1.31,38,
632,Refi,1.37,38,
632,Refi,1.38,38,
632,Refi,1.44,18,
632,Refi,1.52,2,
632,Purchase,0.89,2,
632,Purchase,0.98,13,
632,Purchase,1.05,15,
632,Purchase,1.11,15,
632,Purchase,1.21,13,
633,Purchase,0.46,2,
633,Purchase,0.80,5,
633,Refi,0.90,5,
633,Refi,1.18,30,
633,Refi,1.19,30,
633,Refi,1.19,30,
633,Refi,1.23,40,
633,Refi,1.25,40,
633,Refi,1.26,40,
633,Refi,1.27,40,
633,Refi,1.29,40,
633,Refi,1.31,40,
633,Refi,1.32,38,
633,Refi,1.32,38,
633,Refi,1.40,38,
633,Refi,1.48,18,
633,Purchase,1.05,15,
633,Purchase,1.08,15,
633,Purchase,1.22,11,
633,Purchase,1.30,11,
633,Purchase,1.34,6,
634,Purchase,0.49,3,
634,Refi,1.14,30,
634,Refi,1.17,30,
634,Refi,1.26,40,
634,Refi,1.31,40,
634,Refi,1.31,38,
634,Refi,1.37,38,
634,Refi,1.39,38,
634,Refi,1.42,18,
634,Refi,1.47,18,
634,Purchase,1.15,13,
634,Purchase,1.20,13,
634,Purchase,1.24,11,
634,Purchase,1.28,11,
634,Purchase,1.40,6,
635,Refi,0.96,10,
635,Refi,0.98,10,
635,Refi,0.99,10,
635,Refi,1.06,10,
635,Refi,1.07,10,
635,Refi,1.13,30,
635,Refi,1.16,30,
635,Refi,1.17,30,
635,Refi,1.27,40,
635,Refi,1.27,40,
635,Refi,1.30,40,
635,Refi,1.31,38,
635,Refi,1.33,38,
635,Refi,1.35,38,
635,Refi,1.41,38,
635,Refi,1.45,18,
635,Refi,1.45,18,
635,Purchase,0.98,13,
635,Purchase,1.01,13,
635,Purchase,1.04,15,
635,Purchase,1.04,15,
635,Purchase,1.10,15,
635,Purchase,1.13,13,
635,Purchase,1.17,13,
635,Purchase,1.25,11,
635,Purchase,1.25,11,
635,Purchase,1.43,3,
636,Purchase,0.56,3,
636,Refi,0.96,10,
636,Refi,1.03,10,
636,Refi,1.11,10,
636,Refi,1.15,30,
636,Refi,1.17,30,
636,Refi,1.20,30,
636,Refi,1.28,40,
636,Refi,1.29,40,
636,Refi,1.32,38,
636,Refi,1.33,38,
636,Refi,1.35,38,
636,Refi,1.41,38,
636,Refi,1.41,18,
636,Refi,1.45,18,
636,Purchase,0.91,13,
636,Purchase,1.05,15,
636,Purchase,1.10,15,
636,Purchase,1.20,13,
636,Purchase,1.50,3,
637,Purchase,0.75,5,
637,Refi,1.11,30,
637,Refi,1.11,30,
637,Refi,1.15,30,
637,Refi,1.18,30,
637,Refi,1.20,30,
637,Refi,1.22,40,
637,Refi,1.27,40,
637,Refi,1.34,38,
637,Refi,1.39,38,
637,Refi,1.40,38,
637,Refi,1.46,18,
637,Refi,1.46,18,
637,Purchase,0.97,13,
637,Purchase,1.08,15,
637,Purchase,1.13,13,
637,Purchase,1.25,11,
638,Purchase,0.83,2,
638,Refi,1.01,22,
638,Refi,1.11,22,
638,Refi,1.11,30,
638,Refi,1.19,30,
638,Refi,1.22,40,
638,Refi,1.27,40,
638,Refi,1.27,40,
638,Refi,1.31,40,
638,Refi,1.33,38,
638,Refi,1.39,38,
638,Refi,1.47,18,
638,Purchase,0.95,13,
638,Purchase,1.06,15,
638,Purchase,1.20,13,
638,Purchase,1.23,11,
638,Purchase,1.34,6,
638,Purchase,1.39,6,
639,Refi,0.76,1,
639,Refi,0.87,5,
639,Refi,0.89,5,
639,Refi,1.04,22,
639,Refi,1.15,30,
639,Refi,1.22,40,
639,Refi,1.22,40,
639,Refi,1.25,40,
639,Refi,1.27,40,
639,Refi,1.27,40,
639,Refi,1.27,40,
639,Refi,1.31,40,
639,Refi,1.34,38,
639,Refi,1.34,38,
639,Refi,1.35,38,
639,Refi,1.36,38,
639,Refi,1.38,38,
639,Refi,1.40,38,
639,Refi,1.41,18,
639,Refi,1.49,18,
639,Purchase,0.93,13,
639,Purchase,0.96,13,
639,Purchase,1.00,13,
639,Purchase,1.03,15,
639,Purchase,1.09,15,
639,Purchase,1.14,13,
639,Purchase,1.21,13,
639,Purchase,1.25,11,
639,Purchase,1.26,11,
639,Purchase,1.36,6,
639,Purchase,1.51,2,
640,Purchase,0.73,5,
640,Purchase,0.80,5,
640,Purchase,0.80,5,
640,Refi,0.99,10,
640,Refi,0.99,10,
640,Refi,1.20,30,
640,Refi,1.20,30,
640,Refi,1.22,40,
640,Refi,1.23,40,
640,Refi,1.23,40,
640,Refi,1.24,40,
640,Refi,1.28,40,
640,Refi,1.29,40,
640,Refi,1.33,38,
640,Refi,1.36,38,
640,Refi,1.38,38,
640,Refi,1.39,38,
640,Refi,1.42,18,
640,Refi,1.47,18,
640,Refi,1.49,18,
640,Refi,1.50,18,
640,Refi,1.57,2,
640,Refi,1.76,1,
640,Purchase,0.93,13,
640,Purchase,0.99,13,
640,Purchase,1.09,15,
640,Purchase,1.10,15,
640,Purchase,1.12,13,
640,Purchase,1.14,13,
640,Purchase,1.22,11,
640,Purchase,1.36,6,
641,Refi,0.51,1,
641,Refi,0.96,21,
641,Refi,1.08,22,
641,Refi,1.09,22,
641,Refi,1.10,22,
641,Refi,1.17,27,
641,Refi,1.18,27,
641,Refi,1.22,46,
641,Refi,1.23,46,
641,Refi,1.26,46,
641,Refi,1.31,32,
641,Refi,1.43,26,
641,Refi,1.46,26,
641,Refi,1.48,26,
641,Refi,1.57,6,
641,Purchase,1.11,15,
641,Purchase,1.20,14,
641,Purchase,1.25,11,
641,Purchase,1.39,6,
642,Purchase,0.82,4,
642,Refi,0.82,5,
642,Refi,0.83,5,
642,Refi,0.99,21,
642,Refi,1.00,21,
642,Refi,1.04,22,
642,Refi,1.06,22,
642,Refi,1.08,22,
642,Refi,1.09,22,
642,Refi,1.13,27,
642,Refi,1.22,46,
642,Refi,1.24,46,
642,Refi,1.25,46,
642,Refi,1.26,46,
642,Refi,1.31,32,
642,Refi,1.31,32,
642,Refi,1.32,32,
642,Refi,1.40,32,
642,Refi,1.45,26,
642,Purchase,1.02,15,
642,Purchase,1.10,15,
642,Purchase,1.19,14,
642,Purchase,1.21,11,
642,Purchase,1.21,11,
642,Purchase,1.24,11,
642,Purchase,1.25,11,
642,Purchase,1.32,6,
642,Purchase,1.32,6,
643,Refi,0.69,1,
643,Refi,0.96,21,
643,Refi,1.07,22,
643,Refi,1.07,22,
643,Refi,1.12,27,
643,Refi,1.14,27,
643,Refi,1.23,46,
643,Refi,1.26,46,
643,Refi,1.31,46,
643,Refi,1.32,32,
643,Refi,1.33,32,
643,Refi,1.37,32,
643,Refi,1.42,26,
643,Refi,1.49,26,
643,Refi,1.52,6,
643,Refi,1.59,6,
643,Purchase,1.08,15,
643,Purchase,1.10,15,
643,Purchase,1.29,11,
643,Purchase,1.30,11,
643,Purchase,1.34,6,
644,Refi,0.87,5,
644,Refi,0.87,5,
644,Refi,0.98,21,
644,Refi,1.12,27,
644,Refi,1.16,27,
644,Refi,1.17,27,
644,Refi,1.18,27,
644,Refi,1.21,46,
644,Refi,1.24,46,
644,Refi,1.27,46,
644,Refi,1.27,46,
644,Refi,1.29,46,
644,Refi,1.29,46,
644,Refi,1.31,46,
644,Refi,1.32,32,
644,Refi,1.33,32,
644,Refi,1.34,32,
644,Refi,1.36,32,
644,Refi,1.38,32,
644,Refi,1.40,32,
644,Refi,1.43,26,
644,Refi,1.43,26,
644,Refi,1.46,26,
644,Purchase,0.93,13,
644,Purchase,0.93,13,
644,Purchase,0.98,13,
644,Purchase,1.00,13,
644,Purchase,1.04,15,
644,Purchase,1.06,15,
644,Purchase,1.06,15,
644,Purchase,1.09,15,
644,Purchase,1.09,15,
644,Purchase,1.13,14,
644,Purchase,1.14,14,
644,Purchase,1.20,14,
644,Purchase,1.46,2,
645,Purchase,0.68,1,
645,Purchase,0.88,4,
645,Refi,0.86,5,
645,Refi,0.99,21,
645,Refi,1.10,22,
645,Refi,1.10,22,
645,Refi,1.13,27,
645,Refi,1.16,27,
645,Refi,1.25,46,
645,Refi,1.32,32,
645,Refi,1.33,32,
645,Refi,1.34,32,
645,Refi,1.35,32,
645,Refi,1.36,32,
645,Refi,1.39,32,
645,Refi,1.48,26,
645,Refi,1.50,26,
645,Refi,1.52,6,
645,Purchase,1.02,15,
645,Purchase,1.02,15,
645,Purchase,1.14,14,
645,Purchase,1.35,6,
646,Purchase,0.79,2,
646,Purchase,0.83,4,
646,Refi,0.94,21,
646,Refi,0.97,21,
646,Refi,1.01,21,
646,Refi,1.05,22,
646,Refi,1.10,22,
646,Refi,1.15,27,
646,Refi,1.24,46,
646,Refi,1.26,46,
646,Refi,1.28,46,
646,Refi,1.28,46,
646,Refi,1.30,46,
646,Refi,1.36,32,
646,Refi,1.39,32,
646,Refi,1.41,32,
646,Refi,1.42,26,
646,Refi,1.45,26,
646,Purchase,0.91,13,
646,Purchase,1.11,14,
646,Purchase,1.19,14,
646,Purchase,1.19,14,
647,Refi,0.93,21,
647,Refi,0.95,21,
647,Refi,0.97,21,
647,Refi,1.00,21,
647,Refi,1.00,21,
647,Refi,1.00,21,
647,Refi,1.00,21,
647,Refi,1.08,22,
647,Refi,1.08,22,
647,Refi,1.13,27,
647,Refi,1.15,27,
647,Refi,1.15,27,
647,Refi,1.17,27,
647,Refi,1.22,46,
647,Refi,1.22,46,
647,Refi,1.25,46,
647,Refi,1.27,46,
647,Refi,1.29,46,
647,Refi,1.31,46,
647,Refi,1.32,32,
647,Refi,1.38,32,
647,Refi,1.38,32,
647,Refi,1.38,32,
647,Refi,1.41,26,
647,Refi,1.42,26,
647,Refi,1.47,26,
647,Refi,1.49,26,
647,Purchase,0.93,13,
647,Purchase,0.97,13,
647,Purchase,1.14,14,
647,Purchase,1.20,14,
647,Purchase,1.29,11,
647,Purchase,1.38,6,
648,Refi,0.97,21,
648,Refi,0.98,21,
648,Refi,0.99,21,
648,Refi,1.03,22,
648,Refi,1.04,22,
648,Refi,1.04,22,
648,Refi,1.12,27,
648,Refi,1.14,27,
648,Refi,1.15,27,
648,Refi,1.17,27,
648,Refi,1.18,27,
648,Refi,1.23,46,
648,Refi,1.23,46,
648,Refi,1.24,46,
648,Refi,1.25,46,
648,Refi,1.25,46,
648,Refi,1.39,32,
648,Refi,1.40,32,
648,Purchase,1.11,15,
648,Purchase,1.19,14,
648,Purchase,1.24,11,
649,Purchase,0.81,4,
649,Refi,0.98,21,
649,Refi,1.01,21,
649,Refi,1.11,27,
649,Refi,1.17,27,
649,Refi,1.18,27,
649,Refi,1.21,27,
649,Refi,1.24,46,
649,Refi,1.24,46,
649,Refi,1.25,46,
649,Refi,1.26,46,
649,Refi,1.28,46,
649,Refi,1.28,46,
649,Refi,1.37,32,
649,Refi,1.42,26,
649,Refi,1.45,26,
649,Refi,1.45,26,
649,Refi,1.46,26,
649,Refi,1.46,26,
649,Refi,1.47,26,
649,Refi,1.52,6,
649,Purchase,0.92,13,
649,Purchase,0.94,13,
649,Purchase,0.99,13,
649,Purchase,1.07,15,
649,Purchase,1.14,14,
650,Purchase,0.41,1,
650,Purchase,0.72,2,
650,Refi,1.03,22,
650,Refi,1.08,17,
650,Refi,1.08,17,
650,Refi,1.09,17,
650,Refi,1.15,27,
650,Refi,1.19,27,
650,Refi,1.24,46,
650,Refi,1.27,46,
650,Refi,1.27,46,
650,Refi,1.28,46,
650,Refi,1.29,46,
650,Refi,1.30,46,
650,Refi,1.32,32,
650,Refi,1.32,32,
650,Refi,1.47,26,
650,Refi,1.47,26,
650,Refi,1.50,26,
650,Refi,1.53,6,
650,Purchase,0.93,13,
650,Purchase,0.95,13,
650,Purchase,0.96,13,
650,Purchase,1.05,15,
650,Purchase,1.18,14,
650,Purchase,1.21,11,
650,Purchase,1.25,11,
650,Purchase,1.44,2,
651,Refi,0.59,1,
651,Refi,0.76,2,
651,Refi,0.82,9,
651,Refi,0.83,9,
651,Refi,0.91,11,
651,Refi,1.04,17,
651,Refi,1.06,17,
651,Refi,1.07,17,
651,Refi,1.08,17,
651,Refi,1.10,17,
651,Refi,1.13,28,
651,Refi,1.16,28,
651,Refi,1.17,28,
651,Refi,1.18,28,
651,Refi,1.20,28,
651,Refi,1.20,28,
651,Refi,1.22,39,
651,Refi,1.23,39,
651,Refi,1.23,39,
651,Refi,1.24,39,
651,Refi,1.25,39,
651,Refi,1.26,39,
651,Refi,1.26,39,
651,Refi,1.27,39,
651,Refi,1.28,39,
651,Refi,1.29,39,
651,Refi,1.31,39,
651,Refi,1.34,30,
651,Refi,1.37,30,
651,Refi,1.43,29,
651,Refi,1.48,29,
651,Refi,1.49,29,
651,Refi,1.60,2,
651,Purchase,0.98,7,
651,Purchase,1.00,7,
651,Purchase,1.01,7,
651,Purchase,1.08,16,
651,Purchase,1.12,16,
651,Purchase,1.30,8,
651,Purchase,1.30,8,
651,Purchase,1.40,2,
651,Purchase,1.41,5,
651,Purchase,1.46,5,
651,Purchase,1.50,5,
652,Refi,0.93,11,
652,Refi,0.93,11,
652,Refi,1.02,17,
652,Refi,1.07,17,
652,Refi,1.10,17,
652,Refi,1.11,28,
652,Refi,1.18,28,
652,Refi,1.21,28,
652,Refi,1.22,39,
652,Refi,1.23,39,
652,Refi,1.25,39,
652,Refi,1.28,39,
652,Refi,1.32,30,
652,Refi,1.34,30,
652,Refi,1.35,30,
652,Refi,1.36,30,
652,Refi,1.41,29,
652,Refi,1.41,29,
652,Refi,1.48,29,
652,Purchase,1.08,16,
652,Purchase,1.09,16,
653,Refi,1.17,28,
653,Refi,1.17,28,
653,Refi,1.19,28,
653,Refi,1.27,39,
653,Refi,1.30,39,
653,Refi,1.38,30,
653,Refi,1.43,29,
653,Refi,1.43,29,
653,Refi,1.48,29,
653,Purchase,1.00,7,
653,Purchase,1.06,16,
653,Purchase,1.10,16,
653,Purchase,1.12,16,
653,Purchase,1.12,16,
653,Purchase,1.19,16,
653,Purchase,1.22,8,
653,Purchase,1.27,8,
654,Purchase,0.83,8,
654,Purchase,0.85,8,
654,Purchase,0.86,8,
654,Refi,0.78,2,
654,Refi,0.87,9,
654,Refi,0.93,11,
654,Refi,0.97,11,
654,Refi,1.11,28,
654,Refi,1.12,28,
654,Refi,1.12,28,
654,Refi,1.17,28,
654,Refi,1.20,28,
654,Refi,1.21,39,
654,Refi,1.28,39,
654,Refi,1.29,39,
654,Refi,1.31,30,
654,Refi,1.32,30,
654,Refi,1.37,30,
654,Refi,1.38,30,
654,Refi,1.43,29,
654,Refi,1.45,29,
654,Refi,1.46,29,
654,Refi,1.47,29,
654,Refi,1.47,29,
654,Purchase,0.99,7,
654,Purchase,1.03,16,
654,Purchase,1.17,16,
654,Purchase,1.19,16,
655,Purchase,0.91,8,
655,Refi,0.96,11,
655,Refi,0.97,11,
655,Refi,1.08,17,
655,Refi,1.18,28,
655,Refi,1.18,28,
655,Refi,1.19,28,
655,Refi,1.22,39,
655,Refi,1.23,39,
655,Refi,1.34,30,
655,Refi,1.35,30,
655,Refi,1.38,30,
655,Refi,1.46,29,
655,Refi,1.46,29,
655,Refi,1.47,29,
655,Refi,1.53,2,
655,Purchase,0.95,7,
655,Purchase,1.02,16,
655,Purchase,1.04,16,
655,Purchase,1.08,16,
655,Purchase,1.10,16,
655,Purchase,1.15,16,
655,Purchase,1.17,16,
656,Refi,0.89,9,
656,Refi,0.96,11,
656,Refi,1.10,17,
656,Refi,1.10,17,
656,Refi,1.14,28,
656,Refi,1.19,28,
656,Refi,1.19,28,
656,Refi,1.21,39,
656,Refi,1.22,39,
656,Refi,1.25,39,
656,Refi,1.27,39,
656,Refi,1.28,39,
656,Refi,1.29,39,
656,Refi,1.30,39,
656,Refi,1.31,39,
656,Refi,1.31,30,
656,Refi,1.32,30,
656,Refi,1.34,30,
656,Refi,1.34,30,
656,Refi,1.38,30,
656,Refi,1.40,30,
656,Refi,1.43,29,
656,Refi,1.45,29,
656,Refi,1.79,1,
656,Purchase,1.03,16,
656,Purchase,1.10,16,
656,Purchase,1.17,16,
656,Purchase,1.18,16,
657,Purchase,0.59,2,
657,Purchase,0.61,2,
657,Purchase,0.75,5,
657,Purchase,0.80,5,
657,Refi,0.86,9,
657,Refi,0.96,11,
657,Refi,1.11,28,
657,Refi,1.18,28,
657,Refi,1.27,39,
657,Refi,1.28,39,
657,Refi,1.29,39,
657,Refi,1.40,30,
657,Refi,1.41,30,
657,Refi,1.47,29,
657,Refi,1.47,29,
657,Refi,1.61,1,
657,Purchase,1.16,16,
657,Purchase,1.16,16,
657,Purchase,1.19,16,
657,Purchase,1.27,8,
657,Purchase,1.42,5,
658,Purchase,0.91,8,
658,Refi,0.85,9,
658,Refi,0.87,9,
658,Refi,1.03,17,
658,Refi,1.08,17,
658,Refi,1.10,17,
658,Refi,1.10,14,
658,Refi,1.29,39,
658,Refi,1.30,39,
658,Refi,1.40,30,
658,Refi,1.41,29,
658,Refi,1.43,29,
658,Refi,1.45,29,
658,Refi,1.48,29,
658,Refi,1.50,29,
658,Purchase,1.07,16,
658,Purchase,1.18,16,
