Credit Score,Finance Type,Trade-in Value,Loan Booked
731,Purchase,36425,4/16/2019 0:00
725,Refi,24250,4/16/2019 0:00
507,Purchase,21050,4/16/2019 0:00
682,Purchase,13275,4/16/2019 0:00
846,Purchase,23850,4/16/2019 0:00
798,Refi,21450,4/16/2019 0:00
766,Purchase,16125,4/16/2019 0:00
653,Refi,9800,4/16/2019 0:00
595,Purchase,11625,4/16/2019 0:00
632,Refi,17150,4/16/2019 0:00
607,Refi,16225,4/16/2019 0:00
572,Purchase,19025,4/16/2019 0:00
763,Purchase,25025,4/16/2019 0:00
801,Purchase,10000,4/17/2019 0:00
698,Purchase,11175,4/17/2019 0:00
672,Refi,8975,4/17/2019 0:00
570,Refi,14175,4/17/2019 0:00
792,Purchase,22400,4/17/2019 0:00
877,Purchase,22200,4/17/2019 0:00
795,Refi,21250,4/17/2019 0:00
702,Refi,27500,4/17/2019 0:00
603,Refi,17950,4/17/2019 0:00
640,Purchase,11625,4/17/2019 0:00
814,Purchase,8800,4/17/2019 0:00
756,Purchase,21175,4/17/2019 0:00
754,Purchase,24050,4/17/2019 0:00
881,Purchase,21650,4/17/2019 0:00
681,Purchase,14700,4/17/2019 0:00
638,Purchase,14750,4/17/2019 0:00
580,Purchase,11200,4/17/2019 0:00
838,Purchase,12525,4/17/2019 0:00
833,Purchase,32050,4/17/2019 0:00
794,Purchase,21700,4/17/2019 0:00
758,Purchase,13375,4/17/2019 0:00
561,Purchase,8975,4/17/2019 0:00
764,Purchase,13125,4/18/2019 0:00
677,Refi,14750,4/18/2019 0:00
697,Purchase,21500,4/18/2019 0:00
619,Refi,21075,4/18/2019 0:00
607,Refi,7825,4/18/2019 0:00
628,Refi,14200,4/18/2019 0:00
651,Purchase,11700,4/18/2019 0:00
849,Purchase,11025,4/18/2019 0:00
837,Purchase,15900,4/18/2019 0:00
616,Refi,35350,4/18/2019 0:00
848,Purchase,17125,4/18/2019 0:00
682,Refi,12650,4/18/2019 0:00
759,Purchase,26800,4/18/2019 0:00
714,Purchase,23650,4/18/2019 0:00
859,Purchase,26900,4/18/2019 0:00
790,Purchase,24325,4/18/2019 0:00
882,Purchase,19225,4/18/2019 0:00
605,Refi,18150,4/18/2019 0:00
772,Purchase,12575,4/18/2019 0:00
595,Purchase,12075,4/18/2019 0:00
688,Purchase,24175,4/19/2019 0:00
829,Purchase,25925,4/19/2019 0:00
585,Refi,27150,4/19/2019 0:00
852,Purchase,13400,4/19/2019 0:00
646,Refi,17000,4/19/2019 0:00
608,Purchase,18275,4/19/2019 0:00
793,Purchase,9225,4/19/2019 0:00
627,Refi,10875,4/19/2019 0:00
698,Purchase,9300,4/19/2019 0:00
689,Refi,20375,4/19/2019 0:00
704,Purchase,8775,4/19/2019 0:00
697,Purchase,12450,4/19/2019 0:00
824,Purchase,8050,4/19/2019 0:00
605,Refi,14075,4/19/2019 0:00
718,Purchase,22025,4/19/2019 0:00
740,Purchase,12500,4/19/2019 0:00
741,Purchase,10725,4/20/2019 0:00
770,Refi,18113,4/20/2019 0:00
800,Purchase,23150,4/20/2019 0:00
676,Refi,26400,4/20/2019 0:00
749,Purchase,15875,4/22/2019 0:00
724,Refi,4200,4/22/2019 0:00
625,Purchase,8900,4/22/2019 0:00
594,Refi,15550,4/22/2019 0:00
569,Refi,7750,4/22/2019 0:00
843,Refi,29725,4/22/2019 0:00
732,Purchase,15425,4/22/2019 0:00
709,Purchase,13375,4/22/2019 0:00
852,Purchase,9275,4/22/2019 0:00
623,Refi,15825,4/22/2019 0:00
844,Purchase,12525,4/22/2019 0:00
840,Purchase,16200,4/22/2019 0:00
713,Purchase,29425,4/22/2019 0:00
778,Refi,14450,4/22/2019 0:00
662,Refi,7575,4/22/2019 0:00
729,Purchase,9750,4/22/2019 0:00
731,Purchase,28800,4/22/2019 0:00
850,Purchase,11850,4/22/2019 0:00
596,Refi,12100,4/23/2019 0:00
654,Refi,7400,4/23/2019 0:00
879,Purchase,14400,4/23/2019 0:00
574,Purchase,20475,4/23/2019 0:00
742,Purchase,9700,4/23/2019 0:00
622,Refi,27400,4/23/2019 0:00
642,Purchase,13550,4/23/2019 0:00
643,Refi,9800,4/23/2019 0:00
587,Refi,7250,4/23/2019 0:00
622,Refi,12125,4/23/2019 0:00
625,Refi,9200,4/23/2019 0:00
736,Purchase,7950,4/23/2019 0:00
662,Purchase,11700,4/23/2019 0:00
728,Purchase,12450,4/23/2019 0:00
828,Purchase,23775,4/23/2019 0:00
651,Purchase,11225,4/23/2019 0:00
806,Purchase,14800,4/23/2019 0:00
623,Refi,15575,4/23/2019 0:00
612,Purchase,14550,4/23/2019 0:00
804,Purchase,27400,4/23/2019 0:00
700,Purchase,18600,4/23/2019 0:00
725,Purchase,14150,4/24/2019 0:00
719,Purchase,12475,4/24/2019 0:00
844,Purchase,11175,4/24/2019 0:00
584,Refi,17175,4/24/2019 0:00
619,Refi,15925,4/24/2019 0:00
684,Purchase,14325,4/24/2019 0:00
628,Refi,9225,4/24/2019 0:00
749,Refi,15900,4/24/2019 0:00
725,Refi,16750,4/24/2019 0:00
665,Purchase,15775,4/24/2019 0:00
635,Refi,15475,4/24/2019 0:00
549,Purchase,8375,4/24/2019 0:00
679,Refi,24425,4/24/2019 0:00
651,Purchase,13050,4/24/2019 0:00
499,Purchase,13950,4/24/2019 0:00
684,Refi,8850,4/24/2019 0:00
704,Refi,12675,4/24/2019 0:00
855,Purchase,23500,4/24/2019 0:00
575,Refi,9050,4/24/2019 0:00
620,Refi,26575,4/24/2019 0:00
594,Refi,23050,4/24/2019 0:00
788,Purchase,24600,4/24/2019 0:00
761,Refi,28275,4/24/2019 0:00
804,Refi,27300,4/24/2019 0:00
623,Refi,16575,4/24/2019 0:00
674,Purchase,15600,4/24/2019 0:00
644,Refi,10600,4/24/2019 0:00
601,Refi,32700,4/24/2019 0:00
841,Purchase,14225,4/24/2019 0:00
631,Refi,18675,4/24/2019 0:00
730,Purchase,11175,4/24/2019 0:00
758,Refi,14350,4/25/2019 0:00
679,Purchase,19875,4/25/2019 0:00
720,Purchase,16125,4/25/2019 0:00
619,Purchase,21975,4/25/2019 0:00
606,Refi,12875,4/25/2019 0:00
665,Purchase,11950,4/25/2019 0:00
846,Purchase,14700,4/25/2019 0:00
673,Refi,29400,4/25/2019 0:00
705,Refi,10150,4/25/2019 0:00
832,Purchase,24950,4/25/2019 0:00
665,Refi,18225,4/25/2019 0:00
750,Purchase,13150,4/25/2019 0:00
848,Purchase,17400,4/25/2019 0:00
761,Purchase,7675,4/25/2019 0:00
798,Purchase,11375,4/25/2019 0:00
718,Purchase,18225,4/26/2019 0:00
562,Purchase,12025,4/26/2019 0:00
881,Purchase,18575,4/26/2019 0:00
563,Purchase,24650,4/26/2019 0:00
838,Purchase,10525,4/26/2019 0:00
678,Purchase,14000,4/26/2019 0:00
708,Purchase,14800,4/26/2019 0:00
582,Purchase,11675,4/26/2019 0:00
673,Purchase,19925,4/26/2019 0:00
644,Refi,31775,4/26/2019 0:00
629,Refi,8950,4/26/2019 0:00
690,Purchase,20775,4/26/2019 0:00
840,Purchase,19875,4/26/2019 0:00
732,Purchase,12600,4/26/2019 0:00
838,Purchase,16375,4/26/2019 0:00
794,Purchase,12500,4/26/2019 0:00
587,Refi,26250,4/26/2019 0:00
661,Purchase,17525,4/26/2019 0:00
557,Refi,21700,4/26/2019 0:00
706,Purchase,14450,4/26/2019 0:00
698,Purchase,14300,4/26/2019 0:00
743,Purchase,18550,4/26/2019 0:00
565,Purchase,14700,4/29/2019 0:00
797,Purchase,9075,4/29/2019 0:00
855,Purchase,23375,4/29/2019 0:00
579,Purchase,16950,4/29/2019 0:00
854,Purchase,21450,4/29/2019 0:00
577,Refi,22375,4/29/2019 0:00
599,Refi,25425,4/29/2019 0:00
626,Purchase,20550,4/29/2019 0:00
586,Refi,18250,4/29/2019 0:00
616,Refi,4900,4/29/2019 0:00
619,Refi,34775,4/29/2019 0:00
588,Refi,14950,4/29/2019 0:00
791,Refi,29950,4/29/2019 0:00
744,Refi,23150,4/29/2019 0:00
877,Purchase,12400,4/29/2019 0:00
830,Purchase,13925,4/29/2019 0:00
742,Purchase,19350,4/29/2019 0:00
593,Purchase,19975,4/29/2019 0:00
844,Purchase,25500,4/29/2019 0:00
600,Purchase,13425,4/29/2019 0:00
734,Refi,23075,4/29/2019 0:00
691,Purchase,27975,4/29/2019 0:00
783,Refi,29350,4/29/2019 0:00
593,Refi,6200,4/29/2019 0:00
854,Purchase,16825,4/30/2019 0:00
715,Refi,16775,4/30/2019 0:00
570,Refi,11075,4/30/2019 0:00
747,Purchase,23200,4/30/2019 0:00
656,Refi,8650,4/30/2019 0:00
804,Refi,16100,4/30/2019 0:00
631,Refi,17175,4/30/2019 0:00
574,Purchase,9725,4/30/2019 0:00
796,Purchase,23000,4/30/2019 0:00
758,Purchase,9300,4/30/2019 0:00
617,Refi,31450,4/30/2019 0:00
670,Purchase,12850,4/30/2019 0:00
643,Purchase,15900,4/30/2019 0:00
660,Purchase,10525,4/30/2019 0:00
546,Purchase,18825,4/30/2019 0:00
758,Refi,9650,4/30/2019 0:00
605,Refi,38325,4/30/2019 0:00
872,Purchase,11700,4/30/2019 0:00
612,Refi,7000,4/30/2019 0:00
654,Purchase,24050,4/30/2019 0:00
619,Refi,28000,4/30/2019 0:00
658,Purchase,14175,4/30/2019 0:00
736,Purchase,15600,5/1/2019 0:00
639,Purchase,7875,5/1/2019 0:00
733,Purchase,12300,5/1/2019 0:00
645,Purchase,7400,5/1/2019 0:00
733,Refi,14925,5/1/2019 0:00
723,Purchase,25725,5/1/2019 0:00
872,Purchase,28340,5/1/2019 0:00
755,Purchase,24375,5/1/2019 0:00
743,Refi,17850,5/1/2019 0:00
593,Purchase,13900,5/1/2019 0:00
699,Refi,14825,5/1/2019 0:00
822,Purchase,14075,5/1/2019 0:00
860,Purchase,13900,5/1/2019 0:00
678,Refi,37575,5/1/2019 0:00
678,Purchase,8175,5/1/2019 0:00
666,Refi,17725,5/1/2019 0:00
814,Purchase,8450,5/2/2019 0:00
772,Purchase,15100,5/2/2019 0:00
538,Purchase,15875,5/2/2019 0:00
713,Purchase,10050,5/2/2019 0:00
551,Purchase,13100,5/2/2019 0:00
739,Refi,10625,5/2/2019 0:00
739,Purchase,14975,5/2/2019 0:00
720,Purchase,18000,5/2/2019 0:00
750,Purchase,23450,5/2/2019 0:00
831,Purchase,21575,5/2/2019 0:00
671,Refi,41150,5/2/2019 0:00
742,Purchase,15800,5/2/2019 0:00
784,Purchase,11375,5/2/2019 0:00
800,Purchase,37150,5/2/2019 0:00
687,Purchase,25225,5/2/2019 0:00
747,Purchase,16275,5/2/2019 0:00
559,Purchase,14150,5/2/2019 0:00
767,Refi,14250,5/2/2019 0:00
552,Purchase,22154,5/2/2019 3:19
826,Purchase,12950,5/3/2019 0:00
795,Purchase,9700,5/3/2019 0:00
751,Refi,17950,5/3/2019 0:00
752,Purchase,9300,5/3/2019 0:00
663,Refi,10900,5/3/2019 0:00
714,Refi,11575,5/3/2019 0:00
638,Purchase,15200,5/3/2019 0:00
638,Purchase,10850,5/3/2019 0:00
843,Purchase,16275,5/3/2019 0:00
762,Refi,15400,5/3/2019 0:00
650,Purchase,17800,5/3/2019 0:00
783,Purchase,14225,5/3/2019 0:00
772,Refi,17850,5/3/2019 0:00
675,Purchase,13875,5/3/2019 0:00
766,Purchase,11925,5/3/2019 0:00
833,Purchase,54925,5/3/2019 0:00
622,Purchase,10850,5/6/2019 0:00
858,Purchase,11275,5/6/2019 0:00
754,Purchase,13050,5/6/2019 0:00
668,Purchase,10625,5/6/2019 0:00
704,Purchase,22625,5/6/2019 0:00
819,Purchase,22350,5/6/2019 0:00
632,Purchase,14050,5/6/2019 0:00
875,Purchase,21825,5/6/2019 0:00
582,Purchase,8875,5/6/2019 0:00
624,Purchase,15000,5/6/2019 0:00
717,Purchase,26075,5/6/2019 0:00
656,Purchase,20175,5/6/2019 0:00
739,Purchase,13900,5/6/2019 0:00
659,Refi,21325,5/6/2019 0:00
608,Refi,30175,5/6/2019 0:00
604,Refi,32775,5/6/2019 0:00
710,Refi,13125,5/6/2019 0:00
738,Purchase,18150,5/6/2019 0:00
842,Purchase,23600,5/6/2019 0:00
609,Refi,17050,5/6/2019 0:00
863,Purchase,24825,5/6/2019 0:00
652,Refi,11875,5/6/2019 0:00
656,Refi,8400,5/7/2019 0:00
585,Refi,23200,5/7/2019 0:00
583,Refi,19650,5/7/2019 0:00
879,Purchase,11275,5/7/2019 0:00
600,Refi,17400,5/7/2019 0:00
869,Purchase,11550,5/7/2019 0:00
762,Purchase,7850,5/7/2019 0:00
780,Purchase,33300,5/7/2019 0:00
820,Purchase,22250,5/7/2019 0:00
650,Purchase,22000,5/7/2019 0:00
595,Purchase,21100,5/7/2019 0:00
650,Purchase,11425,5/8/2019 0:00
642,Purchase,12925,5/8/2019 0:00
595,Refi,6900,5/8/2019 0:00
696,Purchase,11125,5/8/2019 0:00
666,Refi,6925,5/8/2019 0:00
765,Purchase,10100,5/8/2019 0:00
544,Purchase,19475,5/8/2019 0:00
640,Purchase,16375,5/8/2019 0:00
837,Purchase,20125,5/8/2019 0:00
745,Purchase,14950,5/8/2019 0:00
799,Purchase,15125,5/8/2019 0:00
622,Refi,6700,5/8/2019 0:00
635,Purchase,32250,5/8/2019 0:00
680,Refi,28075,5/8/2019 0:00
657,Refi,19025,5/8/2019 0:00
784,Purchase,9475,5/8/2019 0:00
813,Purchase,14650,5/8/2019 0:00
825,Purchase,25500,5/9/2019 0:00
756,Refi,9075,5/9/2019 0:00
734,Refi,13475,5/9/2019 0:00
662,Purchase,19375,5/9/2019 0:00
595,Purchase,35850,5/9/2019 0:00
711,Refi,14475,5/9/2019 0:00
644,Refi,11500,5/9/2019 0:00
635,Refi,16050,5/9/2019 0:00
754,Refi,21675,5/9/2019 0:00
582,Refi,12875,5/9/2019 0:00
635,Refi,23300,5/9/2019 0:00
622,Refi,7500,5/9/2019 0:00
712,Purchase,30425,5/9/2019 0:00
835,Purchase,25975,5/9/2019 0:00
574,Refi,13450,5/9/2019 0:00
719,Refi,12525,5/9/2019 0:00
739,Refi,29625,5/9/2019 0:00
644,Refi,18000,5/9/2019 0:00
629,Refi,15025,5/9/2019 0:00
837,Purchase,18625,5/9/2019 0:00
633,Refi,24175,5/9/2019 0:00
604,Purchase,7900,5/10/2019 0:00
717,Purchase,31700,5/10/2019 0:00
796,Purchase,21375,5/10/2019 0:00
692,Purchase,24300,5/10/2019 0:00
767,Purchase,11850,5/10/2019 0:00
567,Refi,20500,5/10/2019 0:00
767,Refi,17575,5/10/2019 0:00
743,Purchase,15700,5/10/2019 0:00
655,Purchase,11725,5/10/2019 0:00
669,Purchase,19450,5/10/2019 0:00
762,Purchase,13175,5/10/2019 0:00
589,Refi,11300,5/10/2019 0:00
551,Purchase,22525,5/10/2019 0:00
715,Refi,26650,5/10/2019 0:00
799,Purchase,29450,5/10/2019 0:00
658,Refi,13900,5/10/2019 0:00
675,Purchase,11575,5/10/2019 0:00
675,Purchase,10725,5/10/2019 0:00
605,Refi,10075,5/10/2019 0:00
603,Purchase,15475,5/10/2019 0:00
815,Refi,12875,5/13/2019 0:00
665,Refi,16525,5/13/2019 0:00
606,Refi,19600,5/13/2019 0:00
835,Purchase,23200,5/13/2019 0:00
864,Purchase,34575,5/13/2019 0:00
616,Refi,26025,5/13/2019 0:00
694,Purchase,8925,5/13/2019 0:00
625,Refi,10625,5/13/2019 0:00
677,Purchase,14850,5/13/2019 0:00
672,Purchase,11425,5/13/2019 0:00
741,Purchase,11900,5/13/2019 0:00
606,Refi,9650,5/13/2019 0:00
601,Purchase,13150,5/13/2019 0:00
684,Purchase,13025,5/13/2019 0:00
673,Purchase,10150,5/13/2019 0:00
742,Purchase,24925,5/13/2019 0:00
705,Purchase,18625,5/13/2019 0:00
826,Purchase,56225,5/13/2019 0:00
711,Purchase,24125,5/13/2019 0:00
678,Purchase,22325,5/14/2019 0:00
776,Purchase,14250,5/14/2019 0:00
781,Purchase,16075,5/14/2019 0:00
763,Purchase,8100,5/14/2019 0:00
649,Refi,13350,5/14/2019 0:00
862,Purchase,51825,5/14/2019 0:00
642,Refi,34550,5/14/2019 0:00
637,Purchase,28925,5/14/2019 0:00
758,Purchase,9850,5/14/2019 0:00
609,Refi,28425,5/14/2019 0:00
611,Refi,20850,5/14/2019 0:00
650,Purchase,9900,5/14/2019 0:00
575,Purchase,10575,5/14/2019 0:00
723,Purchase,15225,5/14/2019 0:00
798,Purchase,6925,5/14/2019 0:00
655,Refi,21325,5/14/2019 0:00
562,Refi,18125,5/14/2019 0:00
866,Purchase,13650,5/14/2019 0:00
587,Purchase,3975,5/14/2019 0:00
738,Purchase,14950,5/14/2019 0:00
887,Purchase,10300,5/15/2019 0:00
737,Purchase,20150,5/15/2019 0:00
604,Purchase,14000,5/15/2019 0:00
684,Refi,28100,5/15/2019 0:00
749,Refi,13575,5/15/2019 0:00
785,Refi,40425,5/15/2019 0:00
813,Purchase,12725,5/15/2019 0:00
607,Refi,31475,5/15/2019 0:00
712,Purchase,18275,5/15/2019 0:00
656,Refi,15684,5/15/2019 0:00
840,Purchase,24925,5/15/2019 0:00
877,Purchase,10950,5/15/2019 0:00
608,Refi,12125,5/15/2019 0:00
641,Refi,8425,5/16/2019 0:00
689,Purchase,20975,5/16/2019 0:00
705,Refi,10400,5/16/2019 0:00
870,Purchase,12325,5/16/2019 0:00
683,Refi,7800,5/16/2019 0:00
535,Purchase,23475,5/16/2019 0:00
769,Purchase,25650,5/16/2019 0:00
842,Purchase,12525,5/16/2019 0:00
800,Purchase,12100,5/16/2019 0:00
730,Purchase,15725,5/16/2019 0:00
654,Refi,42450,5/16/2019 0:00
737,Purchase,12875,5/16/2019 0:00
639,Refi,11900,5/16/2019 0:00
771,Purchase,13375,5/16/2019 0:00
800,Purchase,21425,5/16/2019 0:00
584,Purchase,9250,5/16/2019 0:00
677,Purchase,23950,5/16/2019 0:00
616,Purchase,13375,5/16/2019 16:26
637,Purchase,17250,5/17/2019 0:00
624,Purchase,11350,5/17/2019 0:00
658,Refi,15925,5/17/2019 0:00
759,Purchase,14075,5/17/2019 0:00
705,Refi,23175,5/17/2019 0:00
648,Refi,9400,5/17/2019 0:00
671,Purchase,21550,5/17/2019 0:00
736,Refi,13750,5/17/2019 0:00
635,Purchase,10325,5/17/2019 0:00
792,Purchase,12825,5/17/2019 0:00
639,Refi,13975,5/17/2019 0:00
753,Purchase,16825,5/17/2019 0:00
601,Purchase,15425,5/17/2019 0:00
609,Refi,16600,5/17/2019 0:00
687,Purchase,23025,5/17/2019 0:00
829,Purchase,16775,5/17/2019 0:00
551,Purchase,15000,5/17/2019 0:00
613,Refi,27900,5/17/2019 0:00
585,Purchase,17225,5/17/2019 0:00
729,Purchase,17100,5/17/2019 0:00
673,Purchase,21100,5/17/2019 0:00
575,Refi,18900,5/17/2019 0:00
676,Purchase,12700,5/17/2019 0:00
853,Purchase,16075,5/17/2019 0:00
838,Purchase,17450,5/17/2019 0:00
758,Purchase,6700,5/17/2019 0:00
640,Purchase,8200,5/17/2019 0:00
764,Purchase,24475,5/17/2019 0:00
831,Purchase,23400,5/17/2019 0:00
705,Purchase,18000,5/20/2019 0:00
629,Purchase,29400,5/20/2019 0:00
653,Purchase,15575,5/20/2019 0:00
761,Purchase,10050,5/20/2019 0:00
569,Refi,26400,5/20/2019 0:00
890,Purchase,12300,5/20/2019 0:00
830,Refi,36425,5/20/2019 0:00
778,Refi,21575,5/20/2019 0:00
842,Purchase,17775,5/20/2019 0:00
773,Refi,15275,5/20/2019 0:00
858,Purchase,25625,5/20/2019 0:00
696,Purchase,28900,5/20/2019 0:00
665,Purchase,7675,5/20/2019 0:00
831,Purchase,10000,5/20/2019 0:00
871,Purchase,17600,5/20/2019 0:00
850,Purchase,16625,5/20/2019 0:00
721,Purchase,14900,5/20/2019 0:00
722,Refi,12825,5/20/2019 0:00
666,Refi,42400,5/20/2019 0:00
577,Purchase,9325,5/20/2019 0:00
712,Purchase,10375,5/20/2019 0:00
582,Purchase,13950,5/20/2019 0:00
693,Purchase,16775,5/20/2019 0:00
802,Purchase,9850,5/21/2019 0:00
755,Purchase,6300,5/21/2019 0:00
608,Purchase,7400,5/21/2019 0:00
678,Purchase,10625,5/21/2019 0:00
650,Refi,15025,5/21/2019 0:00
624,Refi,17375,5/21/2019 0:00
617,Refi,8050,5/21/2019 0:00
660,Refi,9825,5/21/2019 0:00
528,Purchase,11375,5/21/2019 0:00
813,Refi,19825,5/21/2019 0:00
806,Purchase,56225,5/21/2019 0:00
782,Refi,11850,5/21/2019 0:00
875,Purchase,9450,5/21/2019 0:00
794,Purchase,16900,5/21/2019 0:00
833,Refi,18775,5/21/2019 0:00
672,Refi,13000,5/21/2019 0:00
655,Refi,12500,5/21/2019 0:00
662,Purchase,17800,5/22/2019 0:00
710,Purchase,8200,5/22/2019 0:00
676,Purchase,13100,5/22/2019 0:00
557,Purchase,9925,5/22/2019 0:00
848,Purchase,20900,5/22/2019 0:00
634,Refi,14950,5/22/2019 0:00
843,Purchase,17625,5/22/2019 0:00
689,Refi,6150,5/22/2019 0:00
727,Refi,7025,5/22/2019 0:00
708,Purchase,11450,5/22/2019 0:00
705,Purchase,30325,5/22/2019 0:00
612,Refi,17575,5/22/2019 0:00
607,Purchase,16750,5/22/2019 0:00
806,Purchase,11850,5/22/2019 0:00
824,Purchase,20650,5/22/2019 0:00
673,Refi,14325,5/22/2019 0:00
682,Purchase,14275,5/22/2019 0:00
594,Refi,26225,5/22/2019 0:00
753,Refi,8175,5/22/2019 0:00
620,Purchase,9500,5/22/2019 0:00
768,Purchase,19650,5/22/2019 0:00
624,Refi,11325,5/22/2019 0:00
675,Purchase,8375,5/23/2019 0:00
633,Purchase,9550,5/23/2019 0:00
603,Refi,12400,5/23/2019 0:00
766,Purchase,22825,5/23/2019 0:00
585,Purchase,20900,5/23/2019 0:00
657,Refi,24025,5/23/2019 0:00
660,Purchase,10525,5/23/2019 0:00
809,Purchase,24375,5/23/2019 0:00
667,Purchase,17725,5/23/2019 0:00
645,Refi,18125,5/23/2019 0:00
646,Refi,15475,5/23/2019 0:00
597,Refi,8225,5/23/2019 0:00
726,Refi,19600,5/23/2019 0:00
621,Refi,16700,5/23/2019 0:00
760,Purchase,25125,5/23/2019 0:00
778,Purchase,18775,5/23/2019 0:00
586,Purchase,13900,5/23/2019 0:00
725,Purchase,16350,5/23/2019 0:00
548,Refi,15325,5/23/2019 0:00
605,Refi,18425,5/23/2019 0:00
718,Purchase,20375,5/23/2019 0:00
859,Purchase,24375,5/23/2019 0:00
818,Purchase,10850,5/24/2019 0:00
742,Purchase,6775,5/24/2019 0:00
730,Refi,10300,5/24/2019 0:00
611,Refi,7425,5/24/2019 0:00
665,Purchase,7650,5/24/2019 0:00
636,Purchase,10800,5/24/2019 0:00
607,Refi,15625,5/24/2019 0:00
696,Refi,7550,5/24/2019 0:00
649,Refi,10150,5/24/2019 0:00
569,Refi,27300,5/24/2019 0:00
728,Refi,15350,5/24/2019 0:00
680,Refi,20475,5/24/2019 0:00
597,Purchase,29300,5/24/2019 0:00
642,Refi,27050,5/24/2019 0:00
727,Purchase,16075,5/24/2019 0:00
668,Purchase,10000,5/28/2019 0:00
623,Refi,13050,5/28/2019 0:00
771,Purchase,12975,5/28/2019 0:00
696,Refi,25425,5/28/2019 0:00
586,Purchase,20150,5/28/2019 0:00
606,Refi,14050,5/28/2019 0:00
689,Refi,10025,5/28/2019 0:00
631,Refi,23125,5/28/2019 0:00
726,Purchase,12700,5/28/2019 0:00
643,Refi,18000,5/28/2019 0:00
804,Refi,13200,5/28/2019 0:00
611,Refi,17400,5/28/2019 0:00
553,Purchase,26525,5/28/2019 0:00
798,Purchase,24875,5/28/2019 0:00
879,Purchase,28925,5/28/2019 0:00
711,Purchase,50450,5/28/2019 0:00
818,Purchase,20600,5/28/2019 0:00
701,Refi,22975,5/28/2019 0:00
688,Purchase,30525,5/28/2019 0:00
685,Purchase,11400,5/28/2019 0:00
714,Purchase,9425,5/28/2019 0:00
593,Refi,18575,5/28/2019 0:00
653,Purchase,12650,5/28/2019 0:00
651,Refi,29125,5/29/2019 0:00
680,Refi,38075,5/29/2019 0:00
685,Purchase,11175,5/29/2019 0:00
652,Refi,12200,5/29/2019 0:00
836,Purchase,30425,5/29/2019 0:00
605,Refi,26050,5/29/2019 0:00
716,Purchase,13225,5/29/2019 0:00
596,Refi,20000,5/29/2019 0:00
507,Purchase,20800,5/29/2019 0:00
713,Refi,17825,5/29/2019 0:00
837,Purchase,13525,5/29/2019 0:00
637,Purchase,17050,5/29/2019 0:00
570,Refi,27675,5/29/2019 0:00
555,Purchase,24300,5/29/2019 0:00
676,Purchase,16450,5/29/2019 0:00
778,Purchase,22225,5/30/2019 0:00
771,Purchase,11700,5/30/2019 0:00
690,Purchase,7250,5/30/2019 0:00
789,Purchase,29169,5/30/2019 0:00
846,Purchase,27700,5/30/2019 0:00
729,Purchase,8675,5/30/2019 0:00
603,Refi,7125,5/30/2019 0:00
769,Refi,11875,5/30/2019 0:00
759,Refi,12850,5/30/2019 0:00
584,Purchase,11725,5/30/2019 0:00
662,Refi,17125,5/30/2019 0:00
846,Purchase,14975,5/31/2019 0:00
707,Purchase,9275,5/31/2019 0:00
736,Refi,25100,5/31/2019 0:00
605,Refi,16475,5/31/2019 0:00
840,Purchase,27700,5/31/2019 0:00
773,Purchase,14425,5/31/2019 0:00
815,Purchase,11550,5/31/2019 0:00
611,Refi,22625,5/31/2019 0:00
636,Refi,12925,5/31/2019 0:00
682,Refi,26425,5/31/2019 0:00
736,Refi,14975,5/31/2019 0:00
602,Refi,22450,5/31/2019 0:00
602,Refi,25525,5/31/2019 0:00
755,Refi,11350,5/31/2019 0:00
573,Purchase,15700,5/31/2019 0:00
718,Purchase,25225,6/3/2019 0:00
674,Purchase,9450,6/3/2019 0:00
687,Purchase,16625,6/3/2019 0:00
602,Refi,19550,6/3/2019 0:00
883,Purchase,19400,6/3/2019 0:00
656,Refi,16250,6/3/2019 0:00
707,Purchase,20775,6/3/2019 0:00
782,Purchase,17650,6/3/2019 0:00
623,Purchase,11050,6/3/2019 0:00
596,Refi,15075,6/3/2019 0:00
576,Refi,16825,6/3/2019 0:00
703,Purchase,22275,6/3/2019 0:00
789,Purchase,10900,6/4/2019 0:00
716,Refi,6075,6/4/2019 0:00
658,Purchase,14925,6/4/2019 0:00
514,Purchase,22925,6/4/2019 0:00
820,Purchase,50200,6/4/2019 0:00
771,Purchase,14700,6/4/2019 0:00
598,Purchase,9650,6/4/2019 0:00
672,Refi,13825,6/4/2019 0:00
631,Purchase,34150,6/4/2019 0:00
617,Refi,11100,6/4/2019 0:00
602,Refi,21325,6/4/2019 0:00
639,Refi,19975,6/4/2019 0:00
645,Refi,24575,6/4/2019 0:00
777,Refi,13475,6/4/2019 0:00
543,Purchase,10225,6/4/2019 0:00
685,Purchase,10950,6/5/2019 0:00
758,Purchase,11125,6/5/2019 0:00
787,Purchase,12300,6/5/2019 0:00
688,Purchase,11825,6/5/2019 0:00
697,Purchase,23925,6/5/2019 0:00
574,Purchase,21575,6/5/2019 0:00
642,Refi,11450,6/5/2019 0:00
695,Purchase,13525,6/5/2019 0:00
687,Purchase,13550,6/5/2019 0:00
543,Purchase,10325,6/5/2019 0:00
665,Purchase,11425,6/5/2019 0:00
655,Purchase,33975,6/5/2019 0:00
860,Purchase,14425,6/5/2019 0:00
580,Purchase,15225,6/5/2019 0:00
730,Refi,10500,6/5/2019 0:00
618,Refi,8875,6/5/2019 0:00
711,Purchase,15650,6/5/2019 0:00
609,Purchase,38875,6/5/2019 0:00
