Credit Score,Finance Type,Trade-in Value,Loan Booked
722,Refi,27500,7/31/2019 0:00
597,Purchase,13150,7/31/2019 0:00
835,Purchase,20275,7/31/2019 0:00
617,Refi,12125,7/31/2019 0:00
737,Purchase,13225,7/31/2019 0:00
742,Purchase,15097,7/31/2019 0:00
747,Purchase,17225,7/31/2019 0:00
661,Refi,22900,7/31/2019 0:00
651,Refi,19050,7/31/2019 0:00
827,Refi,18325,7/31/2019 0:00
813,Purchase,11325,7/31/2019 0:00
710,Refi,10375,7/31/2019 0:00
700,Purchase,18750,7/31/2019 0:00
668,Refi,31975,7/31/2019 0:00
802,Purchase,11575,7/31/2019 0:00
