Credit Score,Finance Type,LTV,Binded VSC
863,Purchase,0.847,0
863,Purchase,0.906,0
863,Purchase,0.925,0
863,Purchase,1.043,1
863,Purchase,1.105,0
863,Purchase,1.054,0
863,Purchase,1.058,0
864,Purchase,1.424,0
864,Purchase,1.141,0
864,Purchase,1.152,0
864,Purchase,1.204,0
864,Purchase,0.891,0
864,Purchase,1.063,0
864,Purchase,1.081,0
864,Purchase,1.253,0
865,Purchase,1.314,0
865,Purchase,0.821,0
865,Purchase,1.002,0
865,Purchase,1.028,0.5
865,Purchase,0.918,0
865,Purchase,0.938,0
866,Purchase,0.877,1
866,Purchase,0.951,0
867,Purchase,1.198,1
867,Purchase,0.947,0
867,Purchase,0.987,0.8
867,Purchase,1.078,0
867,Purchase,1.095,0
868,Purchase,1.467,0
868,Purchase,1.027,0
868,Purchase,1.035,0
868,Purchase,1.413,0
868,Purchase,0.737,0
868,Purchase,0.842,0
869,Purchase,0.797,0.38
869,Purchase,1.187,0
869,Purchase,0.857,0
869,Purchase,0.902,0
869,Purchase,0.919,0
869,Purchase,1.026,0
869,Purchase,1.029,0
870,Purchase,0.467,0.38
870,Purchase,1.159,0
870,Purchase,0.842,0
870,Purchase,0.935,0
870,Purchase,1.180,0
871,Purchase,0.831,0
871,Purchase,0.905,0
871,Purchase,0.653,0
871,Purchase,1.142,0
872,Purchase,0.629,0
872,Purchase,0.874,0
872,Purchase,1.098,0
872,Purchase,0.408,0
872,Purchase,0.899,0.2
872,Purchase,1.098,0.27
873,Purchase,0.801,1
873,Purchase,0.952,0
873,Purchase,0.987,0
873,Purchase,1.151,0
873,Purchase,0.630,0
873,Purchase,0.683,0
873,Purchase,1.040,0
874,Purchase,0.735,0
874,Purchase,0.748,0
874,Purchase,0.609,0
874,Purchase,1.429,0
875,Purchase,1.431,0
875,Purchase,0.714,0
875,Purchase,0.891,0
875,Purchase,0.953,0
875,Purchase,0.988,0
875,Purchase,1.133,0
875,Purchase,1.192,0
875,Purchase,1.195,0
875,Purchase,1.042,0
876,Purchase,1.224,0
876,Purchase,0.832,0
876,Purchase,1.145,0
877,Purchase,1.210,0
877,Purchase,0.957,0
877,Purchase,0.992,0
877,Purchase,1.053,0
877,Purchase,1.073,0
877,Purchase,1.328,0.67
877,Purchase,0.563,0
877,Purchase,0.710,0
877,Purchase,1.112,0
877,Purchase,1.139,0
878,Purchase,1.216,0
878,Purchase,1.074,0.67
878,Purchase,1.100,0
878,Purchase,0.787,0
879,Purchase,0.952,0
879,Purchase,0.989,0
879,Purchase,1.047,0
879,Purchase,1.087,0
879,Purchase,1.106,0
881,Purchase,0.951,0
881,Purchase,1.033,0.33
881,Purchase,1.396,0
881,Purchase,1.028,0
881,Purchase,1.049,0
882,Purchase,0.926,0
883,Purchase,1.163,0
887,Purchase,0.663,0
887,Purchase,1.164,0
887,Purchase,0.989,0
887,Purchase,1.127,0.33
890,Purchase,1.241,0
,,,
