Credit Score,Finance Type,LTV,Total Gross Revenue Binding
639,Refi,1.265155443,19130.86
639,Refi,1.223634951,19130.86
639,Purchase,1.209648413,25940.64
639,Refi,1.376391011,21017.38
639,Purchase,0.931022222,8544.17
639,Refi,1.342737815,21017.38
639,Refi,1.153322361,23425.14
639,Refi,1.343244055,21017.38
639,Refi,1.268163955,19130.86
639,Purchase,1.514889362,2721.84
639,Purchase,1.254987368,13532.02
639,Refi,1.253564146,19130.86
640,Purchase,1.223629425,13532.02
640,Refi,1.200731773,23425.14
640,Purchase,0.987883735,8544.17
640,Purchase,1.143497389,25940.64
640,Refi,1.363678495,21017.38
640,Purchase,0.929611533,8544.17
640,Refi,1.334181065,21017.38
640,Refi,1.222151515,19130.86
640,Purchase,1.116950538,25940.64
640,Purchase,0.803043664,6112.36
640,Purchase,1.087956098,11782.93
640,Refi,1.423832483,8268.5
640,Purchase,0.734384633,6112.36
640,Refi,1.574354808,1200.4
641,Refi,1.430941802,11974.21
641,Refi,1.312109136,21537.53
641,Purchase,1.199503263,9618.1
641,Refi,0.960126246,12580.32
641,Refi,1.574034177,2052.09
641,Refi,1.178207715,17577.06
641,Refi,1.263426367,30066.26
641,Purchase,1.394523383,3884.79
641,Purchase,1.105268,15471.85
642,Purchase,1.210229692,9834.24
642,Purchase,1.02234676,15471.85
642,Purchase,0.823769697,2427.49
642,Purchase,1.19337732,9618.1
642,Refi,1.220406962,30066.26
642,Purchase,1.242051661,9834.24
642,Purchase,1.097833656,15471.85
642,Refi,0.823705644,2960.28
642,Refi,1.247409982,30066.26
642,Refi,1.317117904,21537.53
642,Refi,1.044880072,8016.17
642,Refi,1.09376,8016.17
642,Refi,0.992781612,12580.32
642,Purchase,1.324456129,3884.79
642,Refi,1.314459858,21537.53
643,Refi,0.959445017,12580.32
643,Purchase,1.300323769,9834.24
643,Refi,1.234598564,30066.26
643,Refi,1.259835583,30066.26
643,Purchase,1.291897119,9834.24
643,Refi,1.516193878,2052.09
643,Purchase,1.338612579,3884.79
643,Refi,1.325997778,21537.53
643,Purchase,1.103976132,15471.85
643,Refi,1.488088643,11974.21
643,Refi,1.374849817,21537.53
644,Refi,1.327909091,21537.53
644,Purchase,1.044300626,15471.85
644,Refi,1.292839189,30066.26
644,Purchase,0.983947612,9636.61
644,Refi,1.464376355,11974.21
644,Refi,0.869627119,2960.28
644,Refi,1.397445833,21537.53
644,Refi,1.316149268,21537.53
644,Refi,1.11707907,17577.06
644,Purchase,1.090598639,15471.85
644,Purchase,1.141337218,9618.1
644,Purchase,1.004588889,9636.61
644,Refi,1.335996226,21537.53
644,Refi,1.171834776,17577.06
644,Refi,1.240402609,30066.26
644,Refi,1.271254444,30066.26
644,Refi,0.976267073,12580.32
644,Refi,1.430714451,11974.21
644,Purchase,1.196008677,9618.1
644,Refi,1.290438839,30066.26
645,Refi,0.85565,2960.28
645,Refi,1.355772792,21537.53
645,Refi,1.350810127,21537.53
645,Refi,1.387443796,21537.53
645,Refi,1.104053152,8016.17
645,Purchase,1.015362832,15471.85
645,Purchase,0.877481081,2427.49
645,Refi,1.164921379,17577.06
645,Refi,1.252865107,30066.26
645,Purchase,1.140028478,9618.1
645,Purchase,1.019139373,15471.85
645,Refi,1.34396501,21537.53
645,Refi,1.495221087,11974.21
646,Purchase,0.825403297,2427.49
646,Purchase,0.911636443,9636.61
646,Refi,1.277386283,30066.26
646,Purchase,1.114769796,9618.1
646,Refi,1.446764706,11974.21
646,Refi,1.145958643,17577.06
646,Refi,1.304816856,30066.26
646,Refi,0.967522677,12580.32
647,Refi,1.267713981,30066.26
647,Refi,1.169465015,17577.06
647,Refi,1.15099008,17577.06
647,Refi,1.128231845,17577.06
647,Purchase,0.929659929,9636.61
647,Refi,1.146314591,17577.06
647,Refi,0.997195883,12580.32
647,Refi,1.321185325,21537.53
647,Refi,1.247370811,30066.26
647,Refi,1.423565579,11974.21
647,Refi,1.083549645,8016.17
648,Refi,1.041378523,8016.17
648,Refi,1.387268347,21537.53
648,Purchase,1.237032012,9834.24
648,Purchase,1.107783529,15471.85
648,Refi,1.252140426,30066.26
648,Refi,1.032837377,8016.17
648,Refi,0.975019585,12580.32
648,Refi,1.246893869,30066.26
648,Refi,1.172265625,17577.06
649,Refi,1.37374128,21537.53
649,Purchase,0.920230753,9636.61
649,Refi,1.282246038,30066.26
649,Purchase,0.991611111,9636.61
649,Refi,0.976795105,12580.32
649,Refi,1.174346816,17577.06
649,Refi,1.110841379,17577.06
649,Refi,1.24094897,30066.26
649,Purchase,0.944464516,9636.61
649,Refi,1.256363719,30066.26
649,Refi,1.4591179,11974.21
649,Purchase,0.810143541,2427.49
649,Refi,1.453407557,11974.21
650,Refi,1.080749354,8016.17
650,Refi,1.241501404,30066.26
650,Purchase,0.719875339,1265.42
650,Purchase,0.961299688,9636.61
650,Purchase,1.437395506,899
650,Purchase,0.408935455,1150.91
650,Purchase,1.211721663,9834.24
650,Purchase,1.053176768,15471.85
650,Refi,1.268616306,30066.26
650,Purchase,1.246865814,9834.24
650,Refi,1.188003288,17577.06
651,Refi,1.267336111,19656.55
651,Purchase,1.298777324,7763.59
651,Purchase,1.50109145,4467.76
651,Refi,1.167136673,12453.34
651,Refi,1.258518443,19656.55
651,Refi,1.365528878,19768.57
651,Refi,1.226099802,19656.55
651,Purchase,1.115006316,19787.16
651,Purchase,1.396977778,2624.07
651,Purchase,0.978056125,5831.41
651,Purchase,1.009462069,5831.41
651,Refi,0.594752275,732.05
651,Refi,1.340274956,19768.57
651,Purchase,1.41100813,4467.76
651,Refi,1.278711026,19656.55
651,Refi,0.757167454,1752.54
652,Refi,1.363228096,19768.57
652,Refi,1.354064748,19768.57
652,Refi,0.930396296,10531.78
652,Refi,1.231282574,19656.55
652,Refi,1.412819527,12742.65
652,Refi,1.339827129,19768.57
652,Refi,1.183625907,12453.34
652,Purchase,1.075013793,1061.78
652,Refi,1.073516632,6670.78
652,Refi,1.111431967,12453.34
652,Refi,1.411500599,12742.65
652,Refi,1.278443129,19656.55
653,Refi,1.434830508,12742.65
653,Purchase,1.11520338,19787.16
653,Purchase,1.221802935,7763.59
653,Refi,1.479241837,12742.65
653,Purchase,1.188608026,19787.16
653,Purchase,1.267512253,7763.59
653,Refi,1.169884823,12453.34
653,Refi,1.429584466,12742.65
654,Refi,1.277289788,19656.55
654,Purchase,1.173071945,19787.16
654,Purchase,0.855704658,3171.93
654,Refi,1.449902273,12742.65
654,Refi,1.372087648,19768.57
654,Refi,0.874737235,2568.09
654,Refi,0.971327027,10531.78
654,Purchase,0.989814137,5831.41
654,Refi,0.927505536,10531.78
654,Purchase,1.186719835,19787.16
654,Refi,1.12393713,12453.34
654,Refi,1.214824595,19656.55
654,Purchase,1.026013926,1061.78
654,Purchase,0.854103004,3171.93
655,Refi,1.347376552,19768.57
655,Refi,1.533147253,1216.91
655,Purchase,1.035411659,1061.78
655,Purchase,1.084269975,1061.78
655,Purchase,0.953809808,5831.41
655,Refi,0.960530363,10531.78
655,Refi,1.232968,19656.55
655,Purchase,1.165930243,19787.16
655,Refi,1.458259843,12742.65
655,Refi,1.218467606,19656.55
655,Refi,0.971776332,10531.78
655,Refi,1.337641189,19768.57
656,Refi,0.959984113,10531.78
656,Refi,1.342024707,19768.57
656,Purchase,1.027995628,1061.78
656,Refi,1.336256881,19768.57
656,Purchase,1.102619565,1061.78
656,Refi,1.794221965,2384.6
656,Purchase,1.166711276,19787.16
656,Refi,1.192361905,12453.34
656,Refi,1.304146901,19656.55
656,Refi,1.265447385,19656.55
656,Refi,1.194149495,12453.34
656,Refi,1.322372107,19768.57
657,Refi,0.864891014,2568.09
657,Refi,0.960233473,10531.78
657,Purchase,1.26976368,7763.59
657,Purchase,1.16283187,19787.16
657,Refi,1.395654,19768.57
657,Purchase,0.802387962,#REF!
657,Refi,1.183960578,12453.34
657,Refi,1.289720291,19656.55
657,Refi,1.114927979,12453.34
658,Purchase,1.073102258,1061.78
658,Refi,1.099454472,6670.78
658,Purchase,1.178929231,19787.16
658,Refi,1.425292698,12742.65
658,Purchase,0.908959436,3171.93
658,Refi,0.848556115,2568.09
658,Refi,1.449921507,12742.65
658,Purchase,1.246726298,7763.59
658,Refi,1.475014444,12742.65
658,Refi,1.100784601,6670.78
658,Refi,1.287029808,19656.55
659,Refi,1.20950269,12453.34
659,Purchase,0.990922543,5831.41
659,Refi,1.405365536,19768.57
659,Refi,1.315385567,19768.57
659,Refi,1.345134537,19768.57
659,Refi,1.264061899,19656.55
660,Refi,0.916316456,10531.78
660,Purchase,0.737834211,4867.71
660,Refi,1.165316388,12453.34
660,Refi,1.481398142,12742.65
660,Purchase,0.758789091,4867.71
660,Purchase,1.06432019,1061.78
660,Refi,1.442226972,12742.65
660,Purchase,1.502379097,4467.76
660,Purchase,1.312388501,2624.07
660,Purchase,1.188903226,19787.16
660,Refi,1.013723425,6670.78
661,Refi,1.143014041,7926.19
661,Purchase,1.311783251,8295.79
661,Purchase,0.939607143,6337.55
661,Refi,0.921196241,2349.79
661,Purchase,1.167451641,12232.57
661,Refi,0.783623757,2211.87
661,Refi,1.241679913,9029.4
662,Refi,1.364448433,5395.02
662,Purchase,1.049123457,16891.06
662,Refi,0.831334054,3131.03
662,Refi,1.82572,481.57
662,Purchase,1.108870426,16891.06
662,Refi,1.261594719,9029.4
662,Purchase,1.368212821,8295.79
662,Purchase,1.033047742,16891.06
662,Purchase,0.513210112,594.78
662,Refi,1.374203796,5395.02
662,Purchase,1.249680297,10617.65
662,Refi,1.584762212,3858.48
662,Purchase,0.476888889,2463.72
662,Refi,1.176049187,7926.19
662,Purchase,1.120869735,12232.57
663,Refi,1.354880964,5395.02
663,Refi,0.829055452,3131.03
663,Refi,1.308903896,9029.4
663,Purchase,1.417558887,2732.33
663,Purchase,1.077703967,16891.06
663,Purchase,1.073760504,16891.06
663,Refi,1.038616718,9289.23
663,Purchase,1.310004959,8295.79
663,Refi,1.47293578,10449.17
664,Refi,1.440956677,10449.17
664,Refi,1.126984089,7926.19
664,Refi,1.21590026,9029.4
664,Purchase,0.953469779,6337.55
664,Purchase,1.261543174,10617.65
665,Refi,1.447152216,10449.17
665,Purchase,1.372841131,8295.79
665,Refi,1.051246018,9289.23
665,Refi,1.123811343,7926.19
665,Refi,1.544572954,3858.48
665,Refi,0.870078049,3131.03
665,Purchase,1.419778144,2732.33
665,Purchase,1.19645832,12232.57
665,Purchase,0.884037657,2765.89
665,Refi,1.095942387,9289.23
665,Refi,1.434048411,10449.17
665,Purchase,0.839937459,2765.89
665,Purchase,0.994091503,6337.55
665,Purchase,0.96195186,6337.55
665,Purchase,1.015341692,16891.06
665,Refi,1.023528571,9289.23
666,Refi,0.965973397,2349.79
666,Purchase,0.823718612,2765.89
666,Purchase,1.351749831,8295.79
666,Refi,1.030471661,9289.23
666,Purchase,1.156218623,12232.57
666,Refi,1.336670804,5395.02
666,Refi,1.578670036,3858.48
666,Refi,1.265200472,9029.4
667,Refi,1.197238814,7926.19
667,Refi,1.038070928,9289.23
667,Purchase,1.3056848,10617.65
667,Purchase,1.15236615,12232.57
667,Refi,1.084596759,9289.23
667,Refi,1.235199156,9029.4
667,Purchase,0.708166134,#REF!
667,Purchase,1.050251672,16891.06
668,Refi,1.424045791,10449.17
668,Purchase,1.168870523,12232.57
668,Refi,0.963075325,2349.79
668,Purchase,0.994488471,6337.55
668,Purchase,0.985824,6337.55
668,Refi,1.079196873,9289.23
669,Refi,1.49114749,10449.17
669,Refi,1.172232548,7926.19
669,Refi,1.292838974,9029.4
669,Refi,1.435927321,10449.17
669,Purchase,0.972741388,6337.55
670,Purchase,0.732279612,#REF!
670,Purchase,1.225583917,10617.65
670,Purchase,1.034,16891.06
670,Purchase,0.668156109,1586.9
670,Purchase,0.962007782,6337.55
670,Purchase,1.067019469,16891.06
671,Purchase,1.412034851,6692.42
671,Purchase,1.028948498,10234.23
671,Purchase,1.410468303,6692.42
671,Purchase,0.943325153,10159.89
671,Refi,1.21163062,14937.6
671,Purchase,1.113889559,23325.29
671,Refi,1.198897742,11172.58
671,Refi,1.304053818,14937.6
671,Refi,1.455182609,7758.33
671,Purchase,1.5285959,4134.28
672,Refi,1.308030189,14937.6
672,Refi,1.25286176,14937.6
672,Refi,1.251653237,14937.6
672,Refi,1.15258673,11172.58
672,Purchase,1.030282407,10234.23
672,Refi,1.405269081,14299.86
672,Purchase,1.208193435,23325.29
672,Refi,1.333796923,14299.86
672,Refi,0.962167089,1848.2
672,Purchase,0.90385974,4685.84
672,Purchase,1.153617582,23325.29
673,Refi,1.475821229,7758.33
673,Refi,1.471754676,7758.33
673,Refi,0.705967687,1438.08
673,Purchase,1.213162861,8383.65
673,Purchase,1.335882759,15461.89
673,Purchase,1.199823697,23325.29
673,Refi,1.392983595,14299.86
673,Refi,1.336723537,14299.86
673,Purchase,1.30593507,8383.65
674,Purchase,1.548935968,4134.28
674,Purchase,1.196049921,23325.29
674,Purchase,1.03526729,10234.23
674,Refi,1.027645754,4837.89
674,Purchase,0.855389787,4685.84
674,Purchase,0.914955128,10159.89
674,Purchase,0.913596825,10159.89
674,Purchase,0.845705072,4685.84
674,Refi,1.186075067,11172.58
675,Refi,1.263190106,14937.6
675,Refi,1.265281003,14937.6
675,Purchase,1.019476208,10234.23
675,Purchase,1.102990991,10234.23
675,Purchase,1.3468,15461.89
675,Purchase,1.394906294,15461.89
675,Purchase,0.786047761,#REF!
675,Refi,1.241738215,14937.6
675,Purchase,0.739781283,4785.23
675,Purchase,1.138830181,23325.29
676,Purchase,0.80552,4785.23
676,Purchase,1.162085567,23325.29
676,Purchase,1.417818053,6692.42
676,Refi,1.335519318,14299.86
676,Purchase,1.107030709,10234.23
676,Purchase,1.005824427,10159.89
676,Purchase,1.370485714,15461.89
676,Purchase,1.152040981,23325.29
676,Refi,0.61662419,1438.08
677,Purchase,0.966820084,10159.89
677,Refi,1.132709787,11172.58
677,Refi,1.379516216,14299.86
677,Purchase,1.114650471,23325.29
677,Refi,1.172627027,11172.58
677,Refi,0.977480399,1848.2
677,Refi,0.868712948,1554.2
677,Purchase,1.400250801,15461.89
677,Refi,1.519291892,1181.44
677,Refi,1.17452678,11172.58
677,Purchase,1.202074074,23325.29
677,Purchase,1.246330271,8383.65
677,Refi,1.326106314,14299.86
677,Refi,1.406626301,14299.86
678,Refi,1.177674858,11172.58
678,Refi,1.12437847,11172.58
678,Purchase,0.950048889,10159.89
678,Purchase,0.914943495,10159.89
678,Purchase,1.006277778,10159.89
678,Purchase,1.326654682,15461.89
678,Purchase,1.576799213,4134.28
678,Refi,1.283245882,14937.6
678,Purchase,1.271576429,8383.65
678,Purchase,1.731192661,2186.58
678,Refi,1.09403992,4837.89
678,Purchase,1.022616797,10234.23
678,Purchase,1.072560941,10234.23
678,Purchase,1.122589398,23325.29
678,Purchase,0.928723054,10159.89
679,Purchase,0.857677547,4685.84
679,Refi,1.410003399,7758.33
679,Refi,1.413221114,7758.33
679,Purchase,1.116094015,23325.29
679,Purchase,0.767170498,4785.23
679,Refi,1.172131423,11172.58
679,Purchase,1.356226918,15461.89
679,Purchase,1.393874223,15461.89
679,Refi,0.953592687,1848.2
679,Refi,1.172941722,11172.58
680,Purchase,1.00991954,10159.89
680,Refi,1.402059526,14299.86
680,Refi,0.733003476,589
680,Refi,1.383232184,14299.86
680,Refi,1.261410909,14937.6
680,Refi,1.17332894,11172.58
680,Refi,1.240055678,14937.6
680,Refi,1.106076691,4837.89
681,Refi,1.41739854,10180.05
681,Refi,1.146610056,8264.09
681,Refi,1.087956127,8661.03
681,Purchase,0.845954259,7774.33
681,Purchase,1.279417739,8774.04
681,Purchase,1.363601,12974.72
681,Refi,1.341657793,8366.63
681,Purchase,1.322569388,12974.72
681,Purchase,1.21705035,8774.04
681,Purchase,1.197074678,12378.46
682,Purchase,1.301135294,8774.04
682,Refi,1.437805128,10180.05
682,Purchase,1.039804896,10344.03
682,Refi,1.116011067,8264.09
682,Purchase,1.302633975,8774.04
682,Refi,1.113391864,8264.09
682,Refi,1.710026459,900.67
682,Purchase,0.748642171,#REF!
682,Refi,1.049661133,8661.03
682,Purchase,1.269118182,8774.04
682,Refi,1.20572381,8264.09
682,Purchase,1.029975313,10344.03
683,Purchase,0.973855482,6528.08
683,Purchase,1.016494603,10344.03
683,Refi,1.231456881,9769.96
683,Purchase,0.887478555,7774.33
683,Purchase,1.140548263,12378.46
683,Purchase,1.167436522,12378.46
683,Purchase,1.124413711,12378.46
683,Refi,1.554840662,4546.44
683,Refi,1.422994872,10180.05
684,Refi,1.186816525,8264.09
684,Purchase,1.837656269,1265.57
684,Purchase,1.072950833,10344.03
684,Refi,1.24946005,9769.96
684,Purchase,0.509556719,1708.62
684,Refi,0.974294915,2830.63
684,Purchase,1.122069866,12378.46
684,Refi,0.956948043,2830.63
684,Refi,1.342922473,8366.63
685,Refi,1.332078313,8366.63
685,Purchase,0.921746606,6528.08
685,Refi,1.149498012,8264.09
685,Refi,1.372462992,8366.63
685,Refi,1.370618225,8366.63
685,Purchase,1.052698246,10344.03
685,Purchase,0.619259955,#REF!
685,Purchase,1.582523288,3149.89
685,Purchase,1.356022663,12974.72
686,Purchase,0.833423708,7774.33
686,Purchase,1.394697532,12974.72
686,Purchase,0.96443662,6528.08
686,Refi,1.460881106,10180.05
687,Refi,1.1057066,8661.03
687,Refi,1.067104762,8661.03
687,Refi,1.270006939,9769.96
687,Purchase,0.955014493,6528.08
687,Purchase,0.568181818,627.51
687,Purchase,1.098016254,10344.03
687,Purchase,0.900673181,7774.33
687,Purchase,0.943215639,6528.08
687,Purchase,1.093239852,10344.03
687,Refi,1.227362928,9769.96
687,Purchase,0.737783673,2981.78
688,Refi,0.976894938,2830.63
688,Purchase,0.688440538,5425.8
688,Purchase,1.032673546,10344.03
688,Purchase,0.973691332,6528.08
688,Refi,0.756864092,1814.41
688,Refi,1.533428667,4546.44
688,Purchase,0.972649192,6528.08
689,Purchase,0.635709201,5425.8
689,Refi,1.035463558,8661.03
689,Purchase,1.166698927,12378.46
689,Refi,1.435102439,10180.05
689,Refi,1.484012968,10180.05
689,Purchase,0.884,7774.33
689,Refi,1.26974359,9769.96
689,Refi,1.415741353,10180.05
690,Refi,1.072367372,8661.03
690,Purchase,0.8373312,7774.33
690,Refi,0.792296878,1814.41
690,Purchase,1.347037861,12974.72
690,Purchase,0.679831698,5425.8
690,Purchase,1.317782912,12974.72
690,Purchase,1.114889655,12378.46
690,Refi,1.260118052,9769.96
690,Purchase,1.474279108,2195.59
690,Refi,1.435707317,10180.05
690,Refi,1.363840899,8366.63
691,Refi,1.158870078,15146.1
691,Refi,0.58969806,1104.87
691,Purchase,1.2115,25794.1
691,Purchase,0.955476793,17344.9
691,Purchase,0.947053441,17344.9
691,Refi,1.284498567,11145.35
691,Refi,1.336052349,11780.65
691,Purchase,1.18759312,16276.37
692,Refi,1.200179959,15146.1
692,Purchase,1.133028681,16276.37
692,Refi,1.118900283,15146.1
692,Purchase,1.09832,13886.63
692,Purchase,1.062298765,13886.63
692,Refi,1.141657664,15146.1
692,Refi,1.261842912,11145.35
692,Purchase,0.864067551,7572.22
692,Purchase,1.309620222,25794.1
693,Purchase,1.135054172,16276.37
693,Purchase,1.080396495,13886.63
693,Purchase,0.953785064,17344.9
693,Refi,1.677154362,1243.37
693,Purchase,1.016127571,13886.63
693,Purchase,0.994004301,17344.9
693,Purchase,0.860447108,7572.22
694,Refi,1.150888942,15146.1
694,Refi,1.169852693,15146.1
694,Purchase,1.019950404,13886.63
694,Purchase,1.440839216,4747.9
694,Refi,1.192133926,15146.1
694,Refi,1.079532725,8389.8
694,Refi,1.033501312,8389.8
694,Refi,1.032260743,8389.8
694,Purchase,1.153302602,16276.37
694,Refi,1.398054822,11780.65
695,Purchase,0.837943205,7572.22
695,Refi,1.35253281,11780.65
695,Refi,1.458625301,3696.73
695,Purchase,0.396166189,210.19
695,Purchase,0.850595194,7572.22
695,Refi,1.205527353,15146.1
695,Refi,0.504059902,749.18
695,Purchase,1.360246869,3185.71
696,Refi,1.08903082,8389.8
696,Purchase,1.217050505,25794.1
696,Purchase,0.958546868,17344.9
696,Purchase,1.258673401,25794.1
696,Purchase,1.478129151,4747.9
696,Refi,1.40087549,11780.65
696,Purchase,1.06466525,13886.63
696,Purchase,0.629289888,#REF!
696,Purchase,1.146655709,16276.37
696,Refi,1.43057351,3696.73
696,Refi,1.290249361,11145.35
696,Purchase,0.967187129,17344.9
696,Refi,1.14773121,15146.1
696,Refi,1.237051307,11145.35
696,Refi,1.323070186,11780.65
697,Purchase,0.952658659,17344.9
697,Refi,1.152271649,15146.1
697,Refi,1.447295152,3696.73
697,Purchase,0.709541528,1716.8
697,Purchase,0.889574638,7572.22
697,Purchase,1.109756098,13886.63
697,Refi,1.374234332,11780.65
697,Purchase,0.978869302,17344.9
697,Purchase,0.962770281,17344.9
697,Purchase,1.060748171,13886.63
697,Purchase,1.228665606,25794.1
697,Refi,1.211997074,11145.35
698,Purchase,0.946082182,17344.9
698,Refi,0.542838269,1104.87
698,Purchase,1.253750906,25794.1
698,Refi,1.104036476,8389.8
698,Purchase,0.58538815,#REF!
698,Purchase,1.302286024,25794.1
698,Purchase,1.21746971,25794.1
698,Purchase,1.522540492,1554.37
698,Purchase,1.006848387,17344.9
698,Purchase,1.188596503,16276.37
698,Purchase,0.870193798,7572.22
698,Refi,1.267222047,11145.35
698,Purchase,1.021914514,13886.63
698,Refi,1.214105882,11145.35
698,Purchase,0.983307156,17344.9
699,Purchase,0.57692511,4164.2
699,Purchase,1.149879276,16276.37
699,Refi,1.384423226,11780.65
699,Purchase,1.224269027,25794.1
699,Refi,1.10529519,8389.8
699,Refi,1.350751433,11780.65
699,Refi,1.297358065,11145.35
699,Purchase,0.996076471,17344.9
699,Purchase,0.590460568,4164.2
700,Purchase,1.226061101,25794.1
700,Purchase,1.131152187,16276.37
700,Refi,1.24221958,11145.35
700,Refi,1.13329701,15146.1
700,Refi,1.352710167,11780.65
700,Purchase,1.266388172,25794.1
700,Purchase,0.891338182,7572.22
700,Refi,1.592076721,2120.38
700,Purchase,1.009097608,17344.9
700,Purchase,1.278293333,25794.1
701,Refi,0.865764898,2878.97
701,Refi,1.359743433,7124.79
701,Purchase,1.04281522,16836.13
701,Purchase,0.830552147,3918.42
701,Refi,1.345561015,7124.79
701,Purchase,0.906825911,3918.42
701,Refi,1.248771502,13414.58
701,Purchase,1.273043357,15541.61
701,Refi,1.042868571,4397.21
701,Refi,1.512554745,4011.05
701,Refi,1.308776496,13414.58
701,Refi,1.439084308,3657.71
701,Purchase,1.279380892,15541.61
701,Purchase,1.119863592,28891.35
702,Purchase,1.219181864,15541.61
702,Refi,1.140366031,7362.73
702,Refi,1.385367876,7124.79
702,Refi,1.327107636,7124.79
703,Refi,1.250826391,13414.58
703,Purchase,1.180465858,28891.35
703,Refi,1.416182946,3657.71
703,Purchase,1.051658247,16836.13
703,Purchase,1.29979295,15541.61
703,Purchase,1.1100633,28891.35
703,Purchase,1.384857143,12436.98
704,Refi,1.311881773,7124.79
704,Refi,0.611761997,547.11
704,Purchase,1.359432258,12436.98
704,Refi,1.118769942,7362.73
704,Purchase,0.943726496,6475.09
704,Refi,1.212518343,13414.58
704,Purchase,1.058841989,16836.13
704,Refi,1.279672813,13414.58
705,Refi,1.057039842,4397.21
705,Refi,1.167546628,7362.73
705,Refi,1.066318612,4397.21
705,Purchase,0.931546039,6475.09
705,Purchase,1.299419632,15541.61
705,Purchase,0.891837965,3918.42
705,Purchase,0.994511374,6475.09
705,Purchase,0.905321586,3918.42
705,Refi,1.497715271,3657.71
705,Purchase,1.106607785,16836.13
705,Refi,0.941213462,1398.83
705,Refi,1.194887594,7362.73
705,Purchase,1.204943333,28891.35
705,Purchase,1.09775202,16836.13
705,Purchase,1.339258966,12436.98
706,Purchase,1.275214108,15541.61
706,Refi,1.208397488,7362.73
706,Refi,1.510445522,4011.05
706,Purchase,1.183612568,28891.35
706,Purchase,1.218649616,15541.61
706,Purchase,1.145032829,28891.35
706,Purchase,1.141596578,28891.35
706,Purchase,1.09435917,16836.13
706,Refi,1.216746959,13414.58
706,Purchase,1.205258402,28891.35
706,Purchase,1.125398172,28891.35
707,Purchase,1.180837391,28891.35
707,Purchase,1.224830189,15541.61
707,Purchase,1.317042599,12436.98
708,Purchase,0.985139746,6475.09
708,Purchase,1.320791557,12436.98
708,Purchase,0.920186486,6475.09
708,Purchase,1.619641921,762.62
708,Purchase,1.21828417,15541.61
708,Purchase,1.040084685,16836.13
708,Refi,1.293121387,13414.58
708,Refi,1.201252059,7362.73
708,Refi,1.225109381,13414.58
708,Refi,1.685611818,3186.25
709,Purchase,1.161740024,28891.35
709,Purchase,1.07100832,16836.13
709,Purchase,0.447635417,699.88
709,Purchase,1.070889861,16836.13
709,Purchase,1.157597727,28891.35
709,Purchase,1.080687103,16836.13
709,Purchase,1.324617732,12436.98
710,Purchase,1.126741397,28891.35
710,Refi,0.873404514,2878.97
710,Purchase,0.952017021,6475.09
710,Refi,0.761177778,478.82
710,Purchase,1.053216227,16836.13
710,Purchase,0.87192562,3918.42
710,Purchase,1.142168504,28891.35
710,Refi,1.373413333,7124.79
710,Purchase,0.9787,6475.09
710,Purchase,1.185631131,28891.35
710,Purchase,0.964162587,6475.09
710,Refi,1.256746345,13414.58
710,Refi,0.959215524,1398.83
710,Refi,1.23198747,13414.58
711,Refi,1.108308271,1483.05
711,Refi,1.41848125,5381.77
711,Refi,1.263019578,6220.17
711,Purchase,1.222465319,12972.81
711,Purchase,0.833834532,7137.46
711,Refi,1.331464594,10449.05
711,Purchase,1.402704663,10685.76
711,Purchase,0.797958771,#REF!
711,Purchase,1.35726262,10685.76
711,Purchase,0.456634146,551.7
712,Purchase,0.973124312,8726.01
712,Purchase,0.709489409,#REF!
712,Purchase,0.986516556,8726.01
712,Purchase,0.393667704,400.17
712,Refi,1.157495513,4106.64
712,Purchase,1.120768413,20872.22
712,Purchase,1.069014344,30425.94
712,Purchase,1.08589318,30425.94
712,Purchase,1.431478523,1238.9
712,Purchase,1.371776386,10685.76
712,Purchase,1.147579268,20872.22
712,Refi,1.410639175,5381.77
712,Refi,1.433284457,5381.77
712,Purchase,0.747277876,5861.25
713,Purchase,1.067009246,30425.94
713,Purchase,1.015519241,30425.94
713,Purchase,0.932654206,8726.01
713,Purchase,1.130079602,20872.22
713,Refi,1.13942216,4106.64
713,Purchase,1.111936508,20872.22
713,Purchase,1.016384282,30425.94
713,Purchase,0.876978238,7137.46
714,Purchase,1.0471883,30425.94
714,Refi,0.840013586,901.85
714,Purchase,0.562532347,2698.25
714,Purchase,1.05722241,30425.94
714,Refi,0.957754644,2541.48
714,Purchase,1.372045623,10685.76
714,Purchase,1.53119262,2238.82
715,Purchase,1.262848464,12972.81
715,Purchase,0.961978851,8726.01
715,Refi,1.39490719,10449.05
715,Refi,0.516809538,515.75
715,Refi,1.278002627,6220.17
715,Refi,1.164433333,4106.64
715,Purchase,1.176605806,20872.22
716,Purchase,1.287764341,12972.81
716,Purchase,1.09301573,30425.94
716,Purchase,1.049829868,30425.94
716,Refi,1.775244444,1158.62
716,Purchase,1.033544163,30425.94
716,Purchase,0.785086554,5861.25
716,Refi,1.003662555,2541.48
716,Purchase,1.19075453,20872.22
717,Purchase,1.387952288,10685.76
717,Purchase,1.109964334,30425.94
717,Purchase,1.072287697,30425.94
717,Refi,1.210035322,6220.17
717,Purchase,0.861706446,7137.46
717,Refi,1.027163758,1483.05
717,Refi,0.970886076,2541.48
717,Refi,1.397724764,10449.05
718,Refi,1.294537729,6220.17
718,Refi,1.192486818,4106.64
718,Purchase,1.098051759,30425.94
718,Purchase,1.279550069,12972.81
718,Purchase,1.21529816,12972.81
