Credit Score,Finance Type,LTV,Total Gross Revenue Binding
718,Purchase,0.651552428,4926.95
718,Refi,1.402600382,10449.05
718,Refi,1.521937895,1177
718,Purchase,1.276935763,12972.81
718,Purchase,0.987698333,8726.01
719,Refi,1.403433481,10449.05
719,Purchase,1.177122877,20872.22
719,Refi,1.445555772,5381.77
719,Purchase,0.936357553,8726.01
719,Purchase,1.05826317,30425.94
719,Purchase,1.178941884,20872.22
719,Refi,1.415214371,5381.77
719,Purchase,0.912053996,8726.01
719,Refi,1.350082083,10449.05
720,Purchase,1.191155644,20872.22
720,Purchase,0.898330176,7137.46
720,Purchase,0.667408231,4926.95
720,Purchase,0.824327442,7137.46
720,Purchase,1.028032222,30425.94
720,Refi,1.384008754,10449.05
720,Refi,1.334215894,10449.05
721,Purchase,0.633232234,#REF!
721,Purchase,0.536450755,#REF!
721,Purchase,0.991558636,6823.4
721,Refi,0.825196721,2798.78
721,Purchase,1.132706383,25964.57
721,Purchase,0.904648715,7246.5
721,Purchase,1.290254362,24173.2
721,Purchase,1.249163504,24173.2
721,Refi,0.945700946,6420.54
721,Refi,0.98377039,6420.54
721,Refi,0.638075362,491.62
721,Refi,0.751299825,3530.29
722,Purchase,1.272307692,24173.2
722,Refi,0.865842118,2798.78
722,Purchase,1.37747455,3887.77
722,Purchase,1.420062454,3080.56
722,Refi,0.938347596,6420.54
722,Refi,1.36602729,1326.98
722,Purchase,0.894257143,7246.5
722,Purchase,1.202342059,25964.57
722,Purchase,0.457470225,1363.62
722,Purchase,1.129117073,25964.57
722,Refi,0.56111582,775.6
722,Refi,1.052564727,3998.64
723,Purchase,1.362685851,3887.77
723,Purchase,0.838607431,7246.5
723,Purchase,1.225479304,24173.2
723,Purchase,1.294020053,24173.2
723,Purchase,1.117470943,25964.57
723,Purchase,1.353043678,3887.77
723,Purchase,0.573069054,1794.84
723,Refi,1.269490671,2634.38
724,Purchase,1.229094559,24173.2
724,Purchase,0.95057989,6823.4
724,Refi,1.004971733,6420.54
724,Refi,1.200676029,6442.34
724,Purchase,0.978008403,6823.4
724,Purchase,1.020539887,17470.95
724,Purchase,0.834295321,7246.5
724,Refi,2.057664286,2879.17
724,Purchase,0.774441026,#REF!
725,Purchase,0.837688361,7246.5
725,Purchase,1.449954812,3080.56
725,Purchase,0.884300699,7246.5
725,Purchase,1.0472,17470.95
725,Purchase,1.279077568,24173.2
725,Purchase,1.026637736,17470.95
725,Purchase,0.800034203,4811.84
725,Purchase,1.180013761,25964.57
725,Refi,0.794985155,3530.29
725,Purchase,1.033392226,17470.95
725,Refi,1.135785672,6442.34
725,Purchase,1.025278287,17470.95
725,Purchase,1.518846154,3601.74
725,Purchase,0.703673288,1467.14
725,Refi,1.191139935,6442.34
726,Purchase,1.025102211,17470.95
726,Purchase,1.262826087,24173.2
726,Purchase,1.075473214,17470.95
726,Refi,1.5223053,2546.41
726,Purchase,1.146899219,25964.57
726,Refi,1.172657653,6442.34
726,Purchase,1.093237008,17470.95
726,Purchase,1.144429958,25964.57
726,Refi,2.039546667,2879.17
727,Purchase,0.977496563,6823.4
727,Purchase,0.515395522,1794.84
727,Purchase,0.967528517,6823.4
727,Purchase,1.367786854,3887.77
727,Purchase,1.123503688,25964.57
727,Purchase,1.117748248,25964.57
727,Refi,1.493817794,561.35
727,Purchase,1.143659098,25964.57
727,Refi,0.947845217,6420.54
727,Purchase,1.119195175,25964.57
727,Purchase,1.296187706,24173.2
727,Purchase,1.052272165,17470.95
728,Purchase,0.732628352,4811.84
728,Purchase,0.974984925,6823.4
728,Purchase,1.136706024,25964.57
728,Refi,1.062052769,3998.64
728,Purchase,1.082484935,17470.95
728,Purchase,1.25406701,24173.2
729,Refi,1.271512289,2634.38
729,Purchase,1.080553425,17470.95
729,Purchase,0.878210256,7246.5
729,Purchase,1.295597076,24173.2
729,Purchase,0.827651873,7246.5
729,Purchase,1.577501382,3601.74
729,Purchase,1.091156989,17470.95
729,Purchase,0.857189583,7246.5
730,Purchase,1.13678643,25964.57
730,Purchase,1.226276435,24173.2
730,Refi,0.822185841,2798.78
730,Purchase,1.190096692,25964.57
730,Purchase,1.062876957,17470.95
730,Purchase,0.979940223,6823.4
730,Refi,0.97433301,6420.54
730,Refi,1.564749524,2546.41
730,Refi,1.064136782,3998.64
730,Purchase,1.058125144,17470.95
730,Purchase,0.857683019,7246.5
730,Purchase,0.981483529,6823.4
730,Refi,1.056208932,3998.64
731,Purchase,0.982187724,11010.69
731,Refi,1.457168473,4243.2
731,Refi,1.042773709,5963.36
731,Purchase,0.715286631,#REF!
731,Purchase,0.984683322,11010.69
731,Purchase,0.909934375,4924.88
731,Purchase,1.191000805,21854.8
732,Purchase,0.986114127,11010.69
732,Purchase,0.98657807,11010.69
732,Refi,0.885722284,2292.45
732,Purchase,1.385538551,4456.66
732,Purchase,1.191720796,21854.8
732,Purchase,1.271568733,16765.29
732,Purchase,1.362623015,4456.66
732,Purchase,0.854760317,4924.88
732,Purchase,0.953381443,11010.69
732,Purchase,1.111430801,21854.8
732,Refi,0.820498622,2292.45
733,Purchase,1.11380805,21854.8
733,Purchase,1.132466525,21854.8
733,Purchase,1.028190265,14922.46
733,Purchase,1.175097252,21854.8
733,Purchase,1.22305122,16765.29
733,Refi,1.099449246,5963.36
733,Purchase,1.015469182,14922.46
734,Purchase,0.922538976,11010.69
734,Purchase,0.730291691,3566.05
734,Refi,0.599903792,1488.72
734,Refi,0.950369573,2786.85
734,Refi,1.066176837,5963.36
734,Purchase,1.011209677,14922.46
734,Purchase,1.118869261,21854.8
734,Refi,0.921258028,2786.85
734,Purchase,1.009849558,11010.69
735,Refi,1.158197674,2703.44
735,Refi,1.08266146,5963.36
735,Purchase,1.079473552,14922.46
735,Purchase,0.921980741,11010.69
735,Purchase,1.258260793,16765.29
735,Purchase,1.009653084,11010.69
735,Purchase,0.573888092,#REF!
735,Refi,1.098677484,5963.36
736,Purchase,1.1276,21854.8
736,Refi,1.233015385,5856.01
736,Purchase,0.967250314,11010.69
736,Purchase,0.95975641,11010.69
736,Refi,1.222418182,5856.01
736,Refi,0.943901195,2786.85
736,Refi,1.387132554,2024.1
736,Purchase,1.032365385,14922.46
737,Refi,0.520701555,1488.72
737,Refi,1.455268203,4243.2
737,Refi,1.311336201,2024.1
737,Purchase,1.104087363,14922.46
737,Purchase,1.119399564,21854.8
737,Purchase,1.037986104,14922.46
737,Purchase,0.905309515,4924.88
737,Refi,0.984740639,2786.85
737,Purchase,0.582986767,4859.62
738,Purchase,1.067445987,14922.46
738,Refi,1.208666176,2703.44
738,Purchase,0.83057686,4924.88
738,Purchase,1.12037592,21854.8
738,Purchase,0.953044252,11010.69
738,Purchase,1.163149675,21854.8
738,Purchase,1.213034146,16765.29
739,Purchase,1.288581997,16765.29
739,Refi,1.284491294,5856.01
739,Purchase,1.303433723,16765.29
739,Purchase,1.140732374,21854.8
739,Refi,1.296424979,5856.01
739,Refi,1.211264812,5856.01
739,Refi,1.44549,4243.2
739,Purchase,1.128803341,21854.8
739,Purchase,1.235318237,16765.29
739,Purchase,0.53086539,4859.62
739,Purchase,0.513131773,4859.62
739,Purchase,1.352851084,4456.66
739,Purchase,1.022630947,14922.46
739,Purchase,1.411791055,2227.59
740,Purchase,1.29261831,16765.29
740,Purchase,1.21464375,16765.29
740,Purchase,0.8990952,4924.88
740,Purchase,1.160753623,21854.8
740,Purchase,1.127902718,21854.8
740,Purchase,0.921779196,11010.69
740,Purchase,1.264015668,16765.29
741,Purchase,1.571393023,4799.38
741,Purchase,0.655536882,#REF!
741,Refi,1.167427623,5541.09
741,Purchase,0.750331002,#REF!
741,Purchase,0.954714286,5681.18
741,Refi,1.014801578,3997.86
741,Refi,1.505456698,5344.79
742,Purchase,1.033426797,16004.73
742,Purchase,1.279520809,18291.35
742,Purchase,1.398814433,5381.83
742,Purchase,1.219585013,18291.35
742,Purchase,1.559662658,4799.38
742,Purchase,1.280079438,18291.35
742,Purchase,0.953434686,5681.18
742,Purchase,1.031920384,16004.73
742,Refi,0.590074156,834.12
742,Purchase,1.14690438,17526.98
742,Purchase,0.949744982,5681.18
743,Purchase,0.738243993,1725.17
743,Refi,1.41475727,5344.79
743,Refi,1.489402041,5344.79
743,Refi,1.324572592,2232.04
743,Refi,0.737065258,2244.31
743,Refi,0.999488643,6239.43
743,Purchase,1.225457143,18291.35
743,Refi,1.190862185,5541.09
743,Purchase,1.508756688,3947.62
743,Purchase,1.255181982,18291.35
744,Refi,1.08489375,3997.86
744,Refi,1.310120876,2232.04
744,Purchase,1.145144697,17526.98
744,Refi,1.180957276,5541.09
744,Purchase,1.206926685,17526.98
744,Refi,0.992957667,6239.43
744,Purchase,0.532079292,#REF!
745,Purchase,1.124755789,17526.98
745,Purchase,1.315326512,5381.83
745,Refi,1.221478564,1620.6
745,Purchase,1.035339499,16004.73
745,Purchase,1.158861962,17526.98
745,Purchase,1.11117785,17526.98
745,Purchase,0.788675585,1725.17
745,Refi,0.771055759,2244.31
746,Purchase,0.956419287,5681.18
746,Purchase,1.246803415,18291.35
746,Purchase,0.986195426,5681.18
746,Purchase,1.147896015,17526.98
746,Purchase,0.576064179,3040.84
747,Refi,0.853619401,598.19
747,Purchase,1.059492386,16004.73
747,Purchase,1.138619487,17526.98
747,Purchase,1.152558621,17526.98
747,Purchase,1.059267588,16004.73
747,Purchase,1.148764006,17526.98
748,Purchase,1.081178897,16004.73
748,Refi,0.805771599,2244.31
748,Purchase,1.058391461,16004.73
748,Purchase,0.861041004,556.23
748,Purchase,1.024961478,16004.73
749,Purchase,0.592343564,3040.84
749,Purchase,0.640229291,3529.09
749,Refi,0.683730818,570.8
749,Refi,1.498248987,5344.79
749,Refi,0.995581996,6239.43
750,Purchase,1.086020025,16004.73
750,Purchase,1.060145092,16004.73
750,Purchase,1.256387798,18291.35
750,Purchase,1.327440166,5381.83
750,Refi,0.95680533,6239.43
750,Purchase,0.935260837,5681.18
750,Purchase,1.027876333,16004.73
750,Refi,0.962240715,6239.43
750,Purchase,0.660917203,3529.09
750,Purchase,1.087177017,16004.73
750,Purchase,1.433469714,3947.62
750,Purchase,0.65609936,3529.09
750,Refi,1.075746763,3997.86
751,Refi,1.379332127,2785.3
751,Purchase,0.81300813,7275.85
751,Purchase,0.663740089,#REF!
751,Purchase,1.367352025,4555.62
751,Refi,1.480856187,2585.15
751,Refi,1.217753203,5341.14
751,Purchase,0.973826389,12270.7
751,Purchase,1.143841176,7023.87
751,Purchase,1.193866667,7023.87
752,Purchase,0.957900277,12270.7
752,Purchase,0.629598007,1571.54
752,Refi,0.833662541,682.9
752,Purchase,0.919539785,12270.7
752,Refi,1.321446217,2785.3
753,Purchase,1.087764823,19334.76
753,Purchase,0.669042956,1571.54
753,Purchase,0.750539259,#REF!
753,Purchase,1.138196731,7023.87
753,Refi,1.136033028,10356.61
753,Refi,1.061312689,5465.08
754,Purchase,0.631276901,1571.54
754,Purchase,1.056692209,19334.76
754,Refi,1.082879348,5465.08
754,Purchase,1.178152252,7023.87
754,Purchase,0.817312644,7275.85
754,Refi,1.057311524,5465.08
754,Refi,1.114668308,10356.61
754,Purchase,1.025024036,19334.76
754,Purchase,0.876303119,7275.85
754,Purchase,1.095977011,19334.76
754,Refi,1.253399308,5341.14
754,Purchase,1.364699471,4555.62
754,Purchase,0.937884179,12270.7
754,Purchase,1.41494657,4792.53
754,Purchase,1.108153722,19334.76
755,Refi,0.773316667,461.4
755,Refi,1.201037017,10356.61
755,Purchase,1.031276667,19334.76
755,Purchase,1.031142974,19334.76
755,Purchase,0.803936508,2497.61
755,Refi,1.413395595,2585.15
755,Refi,1.80411625,797.77
755,Purchase,0.91682509,12270.7
756,Purchase,0.963483592,12270.7
756,Purchase,1.095913344,19334.76
756,Refi,1.139375351,10356.61
756,Purchase,0.856930342,7275.85
756,Refi,1.245438017,5341.14
756,Purchase,0.837369863,7275.85
756,Refi,1.306098635,5341.14
757,Purchase,0.953913605,12270.7
757,Purchase,1.263041176,4741.39
758,Purchase,0.993055,12270.7
758,Refi,1.110317878,10356.61
758,Purchase,1.060402243,19334.76
758,Refi,1.035105923,5465.08
758,Purchase,1.049462366,19334.76
758,Refi,1.081440415,5465.08
758,Purchase,1.263046701,4741.39
758,Purchase,1.769662687,1185.42
758,Purchase,1.052701124,19334.76
759,Purchase,1.042592237,19334.76
759,Purchase,0.338742164,759.19
759,Purchase,0.935083481,12270.7
759,Refi,0.678050584,516.82
760,Purchase,0.992412069,12270.7
760,Purchase,1.449065657,4792.53
760,Purchase,0.884972423,7275.85
760,Purchase,1.065925377,19334.76
760,Purchase,0.715079559,2497.61
760,Purchase,1.112129759,7023.87
760,Purchase,0.97541713,12270.7
760,Purchase,1.265971741,4741.39
760,Refi,1.525307368,1478.05
760,Purchase,1.461069231,4792.53
760,Purchase,0.860347197,7275.85
761,Purchase,1.209689613,23922.25
761,Purchase,0.45045045,323.84
761,Refi,1.297684281,6261.57
761,Purchase,1.106385185,10297.29
761,Refi,1.125823165,6057.24
761,Purchase,1.149837134,23922.25
761,Purchase,1.154119403,23922.25
761,Refi,1.166851984,6057.24
761,Refi,1.167150504,6057.24
762,Purchase,0.778502479,#REF!
762,Refi,1.247511415,6261.57
762,Refi,1.162337662,6057.24
762,Purchase,1.319133758,7929.7
762,Purchase,1.023149905,10297.29
762,Purchase,1.212854864,9937.31
762,Purchase,1.091284706,10297.29
763,Purchase,1.178796364,23922.25
763,Refi,1.270061176,6261.57
763,Purchase,1.348210427,7929.7
763,Purchase,0.661966507,#REF!
763,Purchase,1.142294468,23922.25
763,Purchase,1.329802,7929.7
763,Purchase,1.201542458,23922.25
763,Purchase,0.944388889,11687.22
763,Purchase,0.928545231,11687.22
763,Purchase,0.995553333,11687.22
763,Refi,0.764757834,793.22
763,Purchase,1.282239675,9937.31
763,Refi,1.654006734,606.02
764,Refi,1.016954679,1940.03
764,Purchase,0.64717176,3439.5
764,Purchase,1.194198039,23922.25
764,Purchase,0.628495238,3439.5
764,Purchase,1.27095526,9937.31
764,Purchase,1.250754098,9937.31
764,Purchase,1.192557419,23922.25
764,Purchase,0.723773585,3139.95
764,Refi,0.681449666,873.54
765,Purchase,1.145578913,23922.25
765,Purchase,0.534207921,#REF!
765,Refi,1.265458765,6261.57
765,Purchase,1.07207561,10297.29
765,Refi,0.947738312,2266.52
766,Purchase,0.835418959,2122.24
766,Purchase,1.137912855,23922.25
766,Purchase,1.026518588,10297.29
766,Purchase,1.208116589,23922.25
766,Purchase,0.992546751,11687.22
766,Purchase,1.044796495,10297.29
766,Refi,1.082290247,1940.03
766,Purchase,1.176019277,23922.25
767,Refi,1.168882105,6057.24
767,Purchase,0.675046414,3439.5
767,Refi,0.874647511,644.87
767,Purchase,1.376476336,7929.7
767,Purchase,0.53605545,2007.1
768,Purchase,1.056643267,10297.29
768,Purchase,0.94367566,11687.22
768,Purchase,1.167031472,23922.25
768,Purchase,0.922602052,11687.22
768,Refi,1.253788988,6261.57
768,Purchase,0.940327869,11687.22
768,Purchase,1.038667621,10297.29
768,Purchase,1.019097854,10297.29
768,Purchase,0.970452417,11687.22
769,Purchase,1.393404489,7929.7
769,Purchase,0.665771149,3439.5
769,Purchase,0.766414298,3139.95
769,Purchase,1.001494505,11687.22
769,Purchase,0.965364621,11687.22
769,Purchase,1.145598051,23922.25
769,Refi,1.49496,1344.82
770,Refi,0.941294386,2266.52
770,Refi,0.917740032,2266.52
770,Purchase,0.986891189,11687.22
770,Purchase,0.970845411,11687.22
770,Refi,1.523726053,2522.98
771,Purchase,1.007675937,11641.69
771,Purchase,0.978190654,11641.69
771,Purchase,0.779975337,#REF!
771,Purchase,1.080726496,14417.11
771,Purchase,1.108982993,14417.11
771,Purchase,1.244522114,13546.32
771,Purchase,1.290513508,13546.32
772,Refi,1.435511945,4221.44
772,Purchase,1.379993514,7926.85
772,Purchase,0.971109091,11641.69
772,Purchase,0.894540433,6241.07
772,Refi,1.193714286,8368.67
772,Purchase,1.170233002,12996.56
772,Purchase,0.939529801,11641.69
772,Refi,1.173884594,8368.67
772,Purchase,1.05959839,14417.11
773,Purchase,0.805398358,3283.12
773,Purchase,1.184342857,12996.56
773,Refi,0.869914163,2777.8
773,Refi,1.002085106,3503.96
773,Purchase,0.857140381,6241.07
773,Purchase,0.972,11641.69
774,Purchase,1.068259729,14417.11
774,Purchase,1.128746907,12996.56
774,Refi,1.110886275,8368.67
774,Purchase,0.356687898,1409
775,Purchase,0.938986784,11641.69
775,Purchase,0.940920996,11641.69
775,Purchase,1.094721739,14417.11
775,Purchase,1.109307177,14417.11
775,Purchase,0.862362427,6241.07
775,Refi,1.255150118,1322.4
775,Refi,0.983910881,3503.96
776,Refi,0.885636266,2777.8
776,Purchase,1.304915765,13546.32
776,Purchase,1.195157895,12996.56
776,Refi,1.134137968,8368.67
776,Purchase,1.008685379,11641.69
776,Purchase,1.235063415,13546.32
776,Refi,1.457990083,4221.44
777,Purchase,1.377905263,7926.85
777,Purchase,0.989268352,11641.69
777,Purchase,1.185354293,12996.56
777,Purchase,0.544575758,1493.57
777,Refi,1.388406679,1519.95
777,Refi,0.912891682,3503.96
778,Purchase,1.391086154,7926.85
778,Purchase,1.027635946,14417.11
778,Purchase,0.965349754,11641.69
778,Purchase,1.140440329,12996.56
778,Purchase,1.297525292,13546.32
778,Refi,0.827737024,2777.8
778,Refi,1.113650058,8368.67
778,Purchase,1.431564314,2986.32
778,Purchase,1.060728009,14417.11
778,Purchase,1.040013873,14417.11
778,Refi,1.158362232,8368.67
779,Purchase,0.785804743,3283.12
779,Purchase,1.212378099,13546.32
779,Refi,1.461256604,4221.44
779,Refi,0.99499347,3503.96
779,Refi,1.097324242,1738.29
780,Purchase,1.093823529,14417.11
780,Purchase,1.12125589,12996.56
780,Purchase,1.36169145,7926.85
780,Refi,1.441060066,4221.44
780,Purchase,0.909527928,6241.07
780,Purchase,1.153107934,12996.56
780,Purchase,0.97092944,11641.69
780,Purchase,0.842631878,6241.07
781,Purchase,1.034246824,16549.18
781,Purchase,1.001420282,12903.67
781,Purchase,1.067042254,16549.18
781,Purchase,1.036248766,16549.18
781,Purchase,1.072015983,16549.18
781,Purchase,1.187131571,18259.72
782,Refi,0.637910361,1242.46
782,Refi,1.499464636,6389.31
782,Purchase,0.574740741,#REF!
782,Purchase,1.145853237,18259.72
782,Purchase,1.053972932,16549.18
782,Refi,1.454503258,6389.31
782,Refi,1.442198312,6389.31
782,Purchase,1.459765439,2705
782,Purchase,1.196787149,18259.72
782,Purchase,1.269674682,8276.45
782,Refi,1.324093582,2390.31
783,Purchase,1.001418261,12903.67
783,Purchase,1.027101994,16549.18
783,Refi,1.452669418,6389.31
783,Purchase,0.97838961,12903.67
783,Refi,1.162282794,3546.55
783,Purchase,1.217073462,8276.45
784,Refi,1.63176861,1112.94
784,Purchase,1.078898918,16549.18
784,Purchase,0.921395161,12903.67
784,Purchase,1.206925714,18259.72
784,Purchase,1.09958628,16549.18
784,Purchase,0.89813037,706.97
784,Purchase,1.100058781,16549.18
784,Purchase,0.923269351,12903.67
785,Purchase,1.127677262,18259.72
785,Purchase,0.922632808,12903.67
785,Purchase,1.028274336,16549.18
785,Purchase,1.351428785,3208.17
785,Refi,1.162902659,3546.55
785,Purchase,1.123729604,18259.72
785,Purchase,1.154170874,18259.72
786,Purchase,0.631214333,893.65
786,Purchase,1.042247652,16549.18
786,Refi,1.097722555,1982.21
786,Purchase,0.989616598,12903.67
786,Purchase,1.027375549,16549.18
786,Refi,0.974521774,2226.9
786,Purchase,0.769895197,1482.86
787,Purchase,0.945516838,12903.67
787,Purchase,1.343130957,3208.17
787,Purchase,0.991083217,12903.67
787,Purchase,1.023123153,16549.18
787,Purchase,1.288345604,8276.45
787,Purchase,0.9598,12903.67
788,Purchase,0.913537778,12903.67
788,Purchase,1.25422101,8276.45
788,Purchase,1.150232188,18259.72
788,Purchase,1.164046301,18259.72
788,Purchase,1.152313008,18259.72
788,Refi,1.057356075,1982.21
789,Refi,0.947544414,2226.9
789,Purchase,1.379415126,3208.17
789,Purchase,1.113404742,18259.72
789,Purchase,0.58479036,2173.11
789,Purchase,0.991220183,12903.67
789,Purchase,1.094128824,16549.18
790,Purchase,0.975419116,12903.67
791,Purchase,0.899038006,4008.49
791,Purchase,0.509044932,#REF!
791,Purchase,0.944774436,12946.64
791,Refi,1.211349917,1614.29
791,Purchase,1.093701903,19099.31
791,Purchase,1.127710345,20614.28
791,Refi,0.834436275,3689.16
792,Purchase,0.948540831,12946.64
792,Purchase,1.038423804,19099.31
792,Purchase,1.115982007,20614.28
792,Purchase,1.223005691,18207.01
792,Purchase,1.434824779,2905.97
792,Purchase,1.268346875,18207.01
792,Purchase,1.197777778,20614.28
792,Purchase,1.234999253,18207.01
792,Purchase,1.272837244,18207.01
792,Purchase,0.924506956,12946.64
793,Purchase,0.937852349,12946.64
793,Purchase,0.662130754,#REF!
793,Refi,0.887647361,3689.16
793,Purchase,1.112507317,20614.28
793,Purchase,1.162836715,20614.28
793,Refi,1.031797107,2456.97
794,Purchase,0.433347779,2073.72
794,Purchase,1.239802618,18207.01
794,Purchase,1.195391101,20614.28
794,Purchase,1.047460208,19099.31
794,Purchase,0.666203008,1910.97
794,Purchase,0.929645161,12946.64
794,Purchase,1.1917752,20614.28
794,Purchase,1.400144379,4626
795,Refi,0.758260621,656.43
795,Purchase,1.20924977,20614.28
795,Purchase,1.017147635,19099.31
795,Refi,0.951716306,2562.08
795,Refi,1.232449412,1614.29
795,Purchase,0.781151546,#REF!
795,Purchase,0.569550931,667.72
796,Purchase,1.094183477,19099.31
796,Purchase,0.980226685,12946.64
796,Purchase,1.116331141,20614.28
796,Purchase,0.681651888,1910.97
796,Purchase,1.076741739,19099.31
796,Purchase,1.120715789,20614.28
796,Purchase,0.821982022,4008.49
797,Purchase,0.973918589,12946.64
797,Purchase,1.184445082,20614.28
797,Refi,0.909560538,3689.16
797,Refi,0.92748117,2562.08
797,Purchase,1.382653951,4626
797,Purchase,1.065838674,19099.31
797,Purchase,1.269289256,18207.01
797,Purchase,1.009921788,12946.64
797,Refi,0.829593826,3689.16
798,Purchase,1.072200349,19099.31
798,Purchase,1.247879882,18207.01
798,Purchase,0.324228731,213.84
798,Purchase,1.0655625,19099.31
798,Refi,1.110622844,894.57
798,Purchase,1.078712088,19099.31
798,Purchase,0.962209386,12946.64
798,Purchase,1.244554372,18207.01
798,Purchase,0.98544965,12946.64
799,Purchase,0.826446281,4008.49
799,Purchase,0.786267223,3480.75
799,Purchase,1.322332438,4626
799,Purchase,0.715665025,3480.75
799,Purchase,1.1064,19099.31
799,Purchase,1.15413854,20614.28
800,Purchase,1.00881516,12946.64
800,Purchase,1.245892102,18207.01
800,Purchase,1.272860803,18207.01
800,Purchase,0.977050328,12946.64
800,Purchase,0.863516199,4008.49
800,Purchase,0.976484791,12946.64
800,Purchase,0.771951459,3480.75
800,Purchase,1.145041322,20614.28
800,Refi,1.066803352,2456.97
800,Purchase,0.984483298,12946.64
800,Refi,0.927201633,2562.08
801,Purchase,1.033567921,22811.64
801,Purchase,1.025542533,22811.64
801,Purchase,0.93347,8003.57
802,Purchase,0.94091857,8003.57
802,Purchase,0.940788161,8003.57
802,Purchase,1.038876142,22811.64
802,Purchase,1.152286957,11547.36
802,Purchase,0.80924838,#REF!
803,Purchase,1.178285024,11547.36
803,Purchase,0.787175781,3016.18
803,Purchase,1.11347196,11547.36
803,Refi,0.909670124,1428.52
804,Purchase,0.951773333,8003.57
804,Purchase,1.052243084,22811.64
804,Purchase,1.01311952,22811.64
804,Purchase,1.090180505,22811.64
804,Purchase,0.957846099,8003.57
804,Purchase,1.041391971,22811.64
804,Refi,0.805237363,2524.11
804,Refi,0.764281366,2524.11
804,Refi,0.855934848,1428.52
804,Purchase,0.794727592,3016.18
805,Purchase,1.116165192,11547.36
805,Purchase,1.150720107,11547.36
805,Purchase,1.231425404,4006.68
805,Purchase,1.145215711,11547.36
806,Purchase,1.099529054,22811.64
806,Purchase,0.705651578,#REF!
806,Purchase,0.665105485,6374.57
806,Purchase,1.22902818,4006.68
806,Purchase,0.987325747,8003.57
806,Purchase,0.607948936,1327.6
806,Purchase,1.04354359,22811.64
806,Purchase,1.026035821,22811.64
806,Purchase,1.026543738,22811.64
807,Purchase,1.040547186,22811.64
807,Purchase,0.915369412,8003.57
807,Purchase,0.857236223,2998.79
807,Purchase,1.505187709,2094.14
807,Purchase,1.064579531,22811.64
807,Purchase,1.076489922,22811.64
808,Purchase,1.02145024,22811.64
808,Purchase,0.651320268,6374.57
808,Purchase,1.313131105,582.4
808,Purchase,0.697607377,6374.57
808,Purchase,1.10648262,22811.64
809,Purchase,1.013062108,22811.64
809,Purchase,0.971681621,8003.57
809,Purchase,0.6577325,6374.57
809,Purchase,0.857644718,2998.79
809,Purchase,1.110533333,11547.36
810,Purchase,1.068709677,22811.64
810,Purchase,1.114871143,11547.36
810,Purchase,1.056863791,22811.64
810,Purchase,1.126860492,11547.36
811,Purchase,0.718852671,#REF!
811,Purchase,0.99273702,16040.28
811,Purchase,1.082739936,21707.05
811,Purchase,0.991061905,16040.28
811,Purchase,0.731916346,7807.02
811,Purchase,0.961865502,16040.28
811,Purchase,1.040184369,21707.05
813,Purchase,0.51391863,#REF!
813,Purchase,1.044948817,21707.05
813,Purchase,1.020688654,21707.05
813,Purchase,1.073662478,21707.05
813,Purchase,1.112752495,6116.2
813,Purchase,1.22248942,8266.25
813,Purchase,1.033566994,21707.05
813,Refi,1.064711223,2153.71
813,Refi,0.950916558,2696.91
813,Purchase,1.041904636,21707.05
814,Purchase,1.095400952,21707.05
814,Purchase,1.169542522,6116.2
814,Purchase,0.659356807,#REF!
814,Purchase,1.073238636,21707.05
814,Purchase,1.051242604,21707.05
814,Purchase,1.123848244,6116.2
814,Purchase,1.56831301,2377.76
814,Purchase,0.960673464,16040.28
815,Purchase,1.025745514,21707.05
815,Purchase,1.192934015,6116.2
815,Purchase,1.028602062,21707.05
815,Purchase,1.091718919,21707.05
815,Purchase,0.953586864,16040.28
815,Purchase,1.012637136,21707.05
815,Refi,1.010261748,2153.71
815,Purchase,1.239390476,8266.25
816,Purchase,0.856037802,502.24
816,Purchase,0.961395639,16040.28
816,Purchase,0.928398209,16040.28
817,Purchase,1.078866856,21707.05
817,Purchase,1.344937398,712.57
817,Purchase,0.77706676,7807.02
817,Purchase,0.72038043,7807.02
818,Refi,1.285983864,1524.7
818,Refi,1.326059398,1271.73
818,Purchase,0.529849606,1758.58
818,Refi,0.966072922,2696.91
818,Purchase,0.749765698,7807.02
818,Purchase,1.1851616,6116.2
818,Purchase,0.948991696,16040.28
818,Purchase,1.099798157,21707.05
818,Purchase,0.925570388,16040.28
818,Purchase,1.012649374,21707.05
818,Refi,0.488372851,636.28
819,Purchase,0.99886696,16040.28
819,Purchase,0.93911748,16040.28
819,Refi,0.920604218,2696.91
819,Purchase,0.67114094,2220.39
819,Purchase,0.769716832,7807.02
820,Purchase,1.133461864,6116.2
820,Purchase,1.062125065,21707.05
820,Purchase,0.96718382,16040.28
820,Purchase,1.258746016,8266.25
820,Refi,1.716079787,1459.72
821,Purchase,0.593862328,#REF!
821,Purchase,1.146273327,21611.39
821,Purchase,1.078200371,19337.61
821,Purchase,1.1635724,21611.39
821,Purchase,0.989842379,5207.51
821,Refi,0.859261818,1026.51
822,Purchase,1.425500183,1357.45
822,Refi,1.035814006,3217.45
822,Purchase,0.569630196,4075.58
822,Purchase,1.038435524,19337.61
822,Purchase,1.299309865,7677.16
823,Purchase,1.01337667,19337.61
824,Purchase,0.670644105,#REF!
824,Purchase,0.98043523,5207.51
824,Purchase,1.062244499,19337.61
824,Purchase,1.084012025,19337.61
824,Purchase,0.542033369,4075.58
