Partner,Credit Score,Finance Type,LTV,Average Gross Revenue Binding
Chrysler Capital Lease,790,Purchase,0.975419116,992.59
Wheels,791,Purchase,0.899038006,1002.1225
Enterprise Fleet Management,791,Purchase,0.509044932,1036.86
Donlen,791,Purchase,0.944774436,924.76
NerdWallet,791,Refi,1.211349917,807.145
AVIS,791,Purchase,1.093701903,1736.300909
Element,791,Purchase,1.127710345,1585.713846
NerdWallet,791,Refi,0.834436275,922.29
AVIS,792,Purchase,0.948540831,924.76
Chrysler Capital Lease,792,Purchase,1.038423804,1736.300909
LeasePlan,792,Purchase,1.115982007,1585.713846
Chrysler Capital Lease,792,Purchase,1.223005691,1820.701
Chrysler Capital Lease,792,Purchase,1.434824779,2905.97
AVIS,792,Purchase,1.268346875,1820.701
LeasePlan,792,Purchase,1.197777778,1585.713846
Fiserv GM Lease ,792,Purchase,1.234999253,1820.701
Chrysler Capital Lease,792,Purchase,1.272837244,1820.701
IFS,792,Purchase,0.924506956,924.76
Chrysler Capital Lease,793,Purchase,0.937852349,924.76
Element,793,Purchase,0.662130754,636.99
NerdWallet,793,Refi,0.887647361,922.29
Wheels,793,Purchase,1.112507317,1585.713846
HCA - Hyundai Kia,793,Purchase,1.162836715,1585.713846
NerdWallet,793,Refi,1.031797107,1228.485
HCA - Hyundai Kia,794,Purchase,0.433347779,1036.86
Chrysler Capital Lease,794,Purchase,1.239802618,1820.701
Element,794,Purchase,1.195391101,1585.713846
LeasePlan,794,Purchase,1.047460208,1736.300909
Element,794,Purchase,0.666203008,636.99
TrueCar - AVIS,794,Purchase,0.929645161,924.76
LeasePlan,794,Purchase,1.1917752,1585.713846
Fiserv GM Lease ,794,Purchase,1.400144379,1542
Credit Karma,795,Refi,0.758260621,656.43
Element,795,Purchase,1.20924977,1585.713846
Chrysler Capital Lease,795,Purchase,1.017147635,1736.300909
NerdWallet,795,Refi,0.951716306,854.0266667
NerdWallet,795,Refi,1.232449412,807.145
Wheels,795,Purchase,0.781151546,870.1875
Flexco,795,Purchase,0.569550931,667.72
Chrysler Capital Lease,796,Purchase,1.094183477,1736.300909
A+ Federal CU Lease Buyout,796,Purchase,0.980226685,924.76
Element,796,Purchase,1.116331141,1585.713846
Wheels,796,Purchase,0.681651888,636.99
Enterprise Fleet Management,796,Purchase,1.076741739,1736.300909
Wheels,796,Purchase,1.120715789,1585.713846
Wheels,796,Purchase,0.821982022,1002.1225
HCA - Hyundai Kia,797,Purchase,0.973918589,924.76
Element,797,Purchase,1.184445082,1585.713846
Credit Karma,797,Refi,0.909560538,922.29
Credit Karma,797,Refi,0.92748117,854.0266667
HCA - Hyundai Kia,797,Purchase,1.382653951,1542
HCA - Hyundai Kia,797,Purchase,1.065838674,1736.300909
Element,797,Purchase,1.269289256,1820.701
LeasePlan,797,Purchase,1.009921788,924.76
NerdWallet,797,Refi,0.829593826,922.29
Wheels,798,Purchase,1.072200349,1736.300909
NerdWallet,798,Purchase,1.247879882,1820.701
Enterprise Fleet Management,798,Purchase,0.324228731,213.84
AVIS,798,Purchase,1.0655625,1736.300909
IFS,798,Refi,1.110622844,894.57
HCA - Hyundai Kia,798,Purchase,1.078712088,1736.300909
Element,798,Purchase,0.962209386,924.76
Fiserv GM Lease ,798,Purchase,1.244554372,1820.701
Element,798,Purchase,0.98544965,924.76
AVIS,799,Purchase,0.826446281,1002.1225
Element,799,Purchase,0.786267223,870.1875
HCA - Hyundai Kia,799,Purchase,1.322332438,1542
Wheels,799,Purchase,0.715665025,870.1875
Emkay,799,Purchase,1.1064,1736.300909
Chrysler Capital Lease,799,Purchase,1.15413854,1585.713846
AVIS,800,Purchase,1.00881516,924.76
Chrysler Capital Lease,800,Purchase,1.245892102,1820.701
Fiserv GM Lease ,800,Purchase,1.272860803,1820.701
Wheels,800,Purchase,0.977050328,924.76
Chrysler Capital Lease,800,Purchase,0.863516199,1002.1225
Fiserv GM Lease ,800,Purchase,0.976484791,924.76
AVIS,800,Purchase,0.771951459,870.1875
Lending Tree Lease,800,Purchase,1.145041322,1585.713846
IFS,800,Refi,1.066803352,1228.485
Chrysler Capital Lease,800,Purchase,0.984483298,924.76
NerdWallet,800,Refi,0.927201633,854.0266667
Chrysler Capital Lease,801,Purchase,1.033567921,1200.612632
Fiserv GM Lease ,801,Purchase,1.025542533,1200.612632
Wheels,801,Purchase,0.93347,1000.44625
Emkay,802,Purchase,0.94091857,1000.44625
Chrysler Capital Lease,802,Purchase,0.940788161,1000.44625
Wheels,802,Purchase,1.038876142,1200.612632
Enterprise Fleet Management,802,Purchase,1.152286957,1283.04
Donlen,802,Purchase,0.80924838,1005.393333
Avis Rental,803,Purchase,1.178285024,1283.04
AVIS,803,Purchase,0.787175781,1005.393333
HCA - Hyundai Kia,803,Purchase,1.11347196,1283.04
Credit Karma,803,Refi,0.909670124,714.26
LeasePlan,804,Purchase,0.951773333,1000.44625
Emkay,804,Purchase,1.052243084,1200.612632
Enterprise Fleet Management,804,Purchase,1.01311952,1200.612632
TrueCar - AVIS,804,Purchase,1.090180505,1200.612632
AVIS,804,Purchase,0.957846099,1000.44625
Chrysler Capital Lease,804,Purchase,1.041391971,1200.612632
Credit Karma,804,Refi,0.805237363,1262.055
NerdWallet,804,Refi,0.764281366,1262.055
IFS,804,Refi,0.855934848,714.26
AVIS,804,Purchase,0.794727592,1005.393333
AVIS,805,Purchase,1.116165192,1283.04
HCA - Hyundai Kia,805,Purchase,1.150720107,1283.04
HCA - Hyundai Kia,805,Purchase,1.231425404,2003.34
TrueCar - AVIS,805,Purchase,1.145215711,1283.04
HCA - Hyundai Kia,806,Purchase,1.099529054,1200.612632
AVIS,806,Purchase,0.705651578,1274.914
Wheels,806,Purchase,0.665105485,1274.914
Fiserv GM Lease ,806,Purchase,1.22902818,2003.34
LeasePlan,806,Purchase,0.987325747,1000.44625
AVIS,806,Purchase,0.607948936,1327.6
HCA - Hyundai Kia,806,Purchase,1.04354359,1200.612632
Wheels,806,Purchase,1.026035821,1200.612632
Chrysler Capital Lease,806,Purchase,1.026543738,1200.612632
Chrysler Capital Lease,807,Purchase,1.040547186,1200.612632
Emkay,807,Purchase,0.915369412,1000.44625
HCA - Hyundai Kia,807,Purchase,0.857236223,1499.395
HCA - Hyundai Kia,807,Purchase,1.505187709,2094.14
AVIS,807,Purchase,1.064579531,1200.612632
Chrysler Capital Lease,807,Purchase,1.076489922,1200.612632
HCA - Hyundai Kia,808,Purchase,1.02145024,1200.612632
AVIS,808,Purchase,0.651320268,1274.914
HCA - Hyundai Kia,808,Purchase,1.313131105,194.1333333
Flexco,808,Purchase,0.697607377,1274.914
HCA - Hyundai Kia,808,Purchase,1.10648262,1200.612632
Chrysler Capital Lease,809,Purchase,1.013062108,1200.612632
LeasePlan,809,Purchase,0.971681621,1000.44625
Wheels,809,Purchase,0.6577325,1274.914
Chrysler Capital Lease,809,Purchase,0.857644718,1499.395
HCA - Hyundai Kia,809,Purchase,1.110533333,1283.04
Wheels,810,Purchase,1.068709677,1200.612632
Chrysler Capital Lease,810,Purchase,1.114871143,1283.04
AVIS,810,Purchase,1.056863791,1200.612632
Chrysler Capital Lease,810,Purchase,1.126860492,1283.04
Donlen,811,Purchase,0.718852671,1301.17
AVIS,811,Purchase,0.99273702,1336.69
Chrysler Capital Lease,811,Purchase,1.082739936,1205.947222
Element,811,Purchase,0.991061905,1336.69
AVIS,811,Purchase,0.731916346,1301.17
AVIS,811,Purchase,0.961865502,1336.69
Wheels,811,Purchase,1.040184369,1205.947222
Emkay,813,Purchase,0.51391863,879.29
HCA - Hyundai Kia,813,Purchase,1.044948817,1205.947222
LeasePlan,813,Purchase,1.020688654,1205.947222
HCA - Hyundai Kia,813,Purchase,1.073662478,1205.947222
Chrysler Capital Lease,813,Purchase,1.112752495,1019.366667
Donlen,813,Purchase,1.22248942,2755.416667
HCA - Hyundai Kia,813,Purchase,1.033566994,1205.947222
NerdWallet,813,Refi,1.064711223,1076.855
Credit Karma,813,Refi,0.950916558,898.97
LeasePlan,813,Purchase,1.041904636,1205.947222
Wheels,814,Purchase,1.095400952,1205.947222
HCA - Hyundai Kia,814,Purchase,1.169542522,1019.366667
TrueCar - AVIS,814,Purchase,0.659356807,1110.195
LeasePlan,814,Purchase,1.073238636,1205.947222
Element,814,Purchase,1.051242604,1205.947222
Element,814,Purchase,1.123848244,1019.366667
Chrysler Capital Lease,814,Purchase,1.56831301,2377.76
AVIS,814,Purchase,0.960673464,1336.69
Wheels,815,Purchase,1.025745514,1205.947222
HCA - Hyundai Kia,815,Purchase,1.192934015,1019.366667
LeasePlan,815,Purchase,1.028602062,1205.947222
AVIS,815,Purchase,1.091718919,1205.947222
Chrysler Capital Lease,815,Purchase,0.953586864,1336.69
Chrysler Capital Lease,815,Purchase,1.012637136,1205.947222
Credit Karma,815,Refi,1.010261748,1076.855
Element,815,Purchase,1.239390476,2755.416667
Element,816,Purchase,0.856037802,502.24
Element,816,Purchase,0.961395639,1336.69
Chrysler Capital Lease,816,Purchase,0.928398209,1336.69
Wheels,817,Purchase,1.078866856,1205.947222
Fiserv GM Lease ,817,Purchase,1.344937398,712.57
Enterprise Fleet Management,817,Purchase,0.77706676,1301.17
Enterprise Fleet Management,817,Purchase,0.72038043,1301.17
Credit Karma,818,Refi,1.285983864,1524.7
IFS,818,Refi,1.326059398,1271.73
Fiserv GM Lease ,818,Purchase,0.529849606,879.29
Credit Karma,818,Refi,0.966072922,898.97
AVIS,818,Purchase,0.749765698,1301.17
Chrysler Capital Lease,818,Purchase,1.1851616,1019.366667
Donlen,818,Purchase,0.948991696,1336.69
Wheels,818,Purchase,1.099798157,1205.947222
Emkay,818,Purchase,0.925570388,1336.69
Fiserv GM Lease ,818,Purchase,1.012649374,1205.947222
NerdWallet,818,Refi,0.488372851,636.28
Flexco,819,Purchase,0.99886696,1336.69
Chrysler Capital Lease,819,Purchase,0.93911748,1336.69
NerdWallet,819,Refi,0.920604218,898.97
CarGurus - Avis,819,Purchase,0.67114094,1110.195
HCA - Hyundai Kia,819,Purchase,0.769716832,1301.17
HCA - Hyundai Kia,820,Purchase,1.133461864,1019.366667
Element,820,Purchase,1.062125065,1205.947222
Chrysler Capital Lease,820,Purchase,0.96718382,1336.69
Fiserv GM Lease ,820,Purchase,1.258746016,2755.416667
Credit Karma,820,Refi,1.716079787,1459.72
Donlen,821,Purchase,0.593862328,582.2257143
Chrysler Capital Lease,821,Purchase,1.146273327,2161.139
Wheels,821,Purchase,1.078200371,1611.4675
Chrysler Capital Lease,821,Purchase,1.1635724,2161.139
Element,821,Purchase,0.989842379,1041.502
NerdWallet,821,Refi,0.859261818,1026.51
Fiserv GM Lease ,822,Purchase,1.425500183,1357.45
IFS,822,Refi,1.035814006,1608.725
Wheels,822,Purchase,0.569630196,582.2257143
Wheels,822,Purchase,1.038435524,1611.4675
Chrysler Capital Lease,822,Purchase,1.299309865,1919.29
Chrysler Capital Lease,823,Purchase,1.01337667,1611.4675
Donlen,824,Purchase,0.670644105,608.0233333
AVIS,824,Purchase,0.98043523,1041.502
HCA - Hyundai Kia,824,Purchase,1.062244499,1611.4675
Chrysler Capital Lease,824,Purchase,1.084012025,1611.4675
IFS,824,Purchase,0.542033369,582.2257143
Enterprise Fleet Management,824,Purchase,0.941453416,1041.502
Chrysler Capital Lease,824,Purchase,0.36628862,525.92
Element,824,Purchase,1.172200436,2161.139
Chrysler Capital Lease,824,Purchase,1.068803063,1611.4675
Wheels,825,Purchase,1.173381295,2161.139
AVIS,825,Purchase,0.566055274,582.2257143
HCA - Hyundai Kia,825,Purchase,1.000750267,1041.502
Chrysler Capital Lease,825,Purchase,1.058565882,1611.4675
Chrysler Capital Lease,825,Purchase,0.837903514,856.5433333
Wheels,825,Purchase,0.892167692,856.5433333
AVIS,826,Purchase,1.011648548,1611.4675
NerdWallet,826,Refi,0.988455814,577.08
Wheels,826,Purchase,0.949919691,1041.502
AVIS,826,Purchase,1.011790485,1611.4675
Element,826,Purchase,0.468147392,562.62
AVIS,826,Purchase,1.202677419,2161.139
Donlen,827,Purchase,0.90199061,856.5433333
Wheels,827,Purchase,1.215238247,1919.29
Wheels,827,Purchase,1.391609662,2364.8
NerdWallet,827,Refi,0.711257844,1051.84
HCA - Hyundai Kia,828,Purchase,0.632411067,608.0233333
HCA - Hyundai Kia,828,Purchase,1.070116335,1611.4675
Fiserv GM Lease ,828,Purchase,1.235717771,1919.29
NerdWallet,828,Refi,1.247531828,1624.065
Wheels,828,Purchase,0.568487671,582.2257143
Element,828,Purchase,1.13221779,2161.139
Credit Karma,829,Refi,1.072388075,1608.725
LeasePlan,829,Purchase,1.176183144,2161.139
AVIS,829,Purchase,1.024756189,1611.4675
Chrysler Capital Lease,829,Purchase,0.633537512,608.0233333
Emkay,829,Purchase,0.605186289,582.2257143
Credit Karma,829,Refi,1.496749569,2813.74
Element,829,Purchase,1.187117148,2161.139
Fiserv GM Lease ,829,Purchase,1.252189235,1919.29
AVIS,830,Purchase,1.159707513,2161.139
Element,830,Purchase,1.204254545,2161.139
Credit Karma,830,Refi,1.173550987,1879.46
Emkay,830,Purchase,0.582239344,582.2257143
TrueCar - AVIS,830,Purchase,1.106259829,1611.4675
HCA - Hyundai Kia,830,Purchase,0.798687253,333.8
NerdWallet,830,Refi,1.297367467,1624.065
Element,831,Purchase,0.949304874,1241.502727
Flexco,831,Purchase,0.516516129,879.56
HCA - Hyundai Kia,831,Purchase,1.303031674,1010.6725
Wheels,831,Purchase,1.091012746,1084.683333
AVIS,831,Purchase,0.889329915,1632.398
Wheels,831,Purchase,0.993142,1241.502727
Element,832,Purchase,1.286742683,1010.6725
Chrysler Capital Lease,832,Purchase,0.862507368,1632.398
Wheels,832,Purchase,0.851748387,1632.398
Fiserv GM Lease ,832,Purchase,1.150583166,1475.749
NerdWallet,832,Refi,1.077720137,1778.43
Enterprise Fleet Management,832,Purchase,0.330969267,962.76
AVIS,833,Purchase,0.857783656,1632.398
Chrysler Capital Lease,833,Purchase,0.991391264,1241.502727
AVIS,833,Purchase,0.811633318,1632.398
NerdWallet,833,Refi,0.953223435,1336.42
Chrysler Capital Lease,834,Purchase,1.020582857,1084.683333
HCA - Hyundai Kia,835,Purchase,1.065080913,1084.683333
Chrysler Capital Lease,835,Purchase,1.075772557,1084.683333
HCA - Hyundai Kia,835,Purchase,1.100870324,1084.683333
CarGurus - Avis,835,Purchase,0.434417373,1576.32
Element,835,Purchase,0.77719217,1291.436
HCA - Hyundai Kia,835,Purchase,1.158355853,1475.749
AVIS,835,Purchase,0.769778633,1291.436
Wheels,835,Purchase,0.989281034,1241.502727
AVIS,835,Purchase,0.983976471,1241.502727
Chrysler Capital Lease,835,Purchase,1.045759921,1084.683333
AVIS,835,Purchase,0.95859926,1241.502727
Emkay,836,Purchase,1.375598513,2085.81
HCA - Hyundai Kia,836,Purchase,1.096326061,1084.683333
Wheels,836,Purchase,1.114634746,1475.749
Chrysler Capital Lease,836,Purchase,0.926556779,1241.502727
Wheels,836,Purchase,0.491468078,1576.32
Wheels,836,Purchase,0.972769767,1241.502727
AVIS,837,Purchase,0.96152956,1241.502727
HCA - Hyundai Kia,837,Purchase,1.079413665,1084.683333
Wheels,837,Purchase,1.14821745,1475.749
HCA - Hyundai Kia,837,Purchase,1.414833272,1007.07
IFS,837,Purchase,1.173304733,1475.749
Flexco,837,Purchase,1.077274718,1084.683333
Fiserv GM Lease ,837,Purchase,1.098522658,1084.683333
Chrysler Capital Lease,837,Purchase,1.137588848,1475.749
Chrysler Capital Lease,838,Purchase,1.127708583,1475.749
Element,838,Purchase,0.92855962,1241.502727
Enterprise Fleet Management,838,Purchase,0.662298015,885.4
Wheels,838,Purchase,0.956188539,1241.502727
AVIS,838,Purchase,0.383209889,962.76
HCA - Hyundai Kia,839,Purchase,1.29764159,1010.6725
AVIS,839,Purchase,0.773344828,1291.436
Wheels,839,Purchase,1.018604651,1084.683333
Chrysler Capital Lease,840,Purchase,1.166156062,1475.749
HCA - Hyundai Kia,840,Purchase,0.519480519,879.56
HCA - Hyundai Kia,840,Purchase,1.037508966,1084.683333
AVIS,840,Purchase,0.724444638,1291.436
Chrysler Capital Lease,840,Purchase,1.188530864,1475.749
Wheels,840,Purchase,0.787372579,1291.436
Element,840,Purchase,1.084674022,1084.683333
Chrysler Capital Lease,840,Purchase,1.211711191,1010.6725
Chrysler Capital Lease,840,Purchase,1.113690484,1475.749
Emkay,840,Purchase,1.019283939,1084.683333
AVIS,840,Purchase,1.097598673,1084.683333
Element,841,Purchase,1.060808436,1286.400588
Chrysler Capital Lease,841,Purchase,0.939601983,1191.175
Wheels,841,Purchase,0.418270232,1233.11
Enterprise Fleet Management,842,Purchase,0.944783673,1191.175
Wheels,842,Purchase,0.852705508,1295.2325
Wheels,842,Purchase,1.08510978,1286.400588
HCA - Hyundai Kia,842,Purchase,0.98199775,1191.175
AVIS,842,Purchase,1.035980149,1286.400588
Element,843,Purchase,1.296893103,1897.4675
AVIS,843,Purchase,1.099300214,1286.400588
IFS Marketing Organic,843,Refi,0.462187721,642.47
Wheels,843,Purchase,1.02875576,1286.400588
HCA - Hyundai Kia,843,Purchase,1.161284539,1560.105
Chrysler Capital Lease,844,Purchase,1.313383571,758.7
Wheels,844,Purchase,0.862235844,1295.2325
HCA - Hyundai Kia,844,Purchase,0.689923752,703.4025
Chrysler Capital Lease,844,Purchase,1.121967311,1560.105
Wheels,844,Purchase,1.086084615,1286.400588
Chrysler Capital Lease,844,Purchase,1.181013972,1560.105
Element,844,Purchase,0.724053691,1075.51
Chrysler Capital Lease,844,Purchase,1.001315686,1191.175
HCA - Hyundai Kia,844,Purchase,0.797140395,1075.51
Fiserv GM Lease ,844,Purchase,0.709461913,703.4025
Flexco,845,Purchase,1.030946882,1286.400588
Element,845,Purchase,1.080425668,1286.400588
NerdWallet,845,Refi,1.265631932,1689.84
Chrysler Capital Lease,846,Purchase,1.073000756,1286.400588
Wheels,846,Purchase,1.229718167,1897.4675
TrueCar - AVIS,846,Purchase,0.567132075,1865.32
TrueCar - AVIS,846,Purchase,0.524336054,1865.32
Fiserv GM Lease ,846,Purchase,1.086926354,1286.400588
Wheels,846,Purchase,1.113989983,1560.105
Chrysler Capital Lease,846,Purchase,1.236821087,1897.4675
Wheels,846,Purchase,0.916331169,1191.175
Enterprise Fleet Management,846,Purchase,1.076624299,1286.400588
Wheels,847,Purchase,1.163276753,1560.105
Element,847,Purchase,1.002535714,1191.175
LeasePlan,847,Purchase,1.087292275,1286.400588
Fiserv GM Lease ,848,Purchase,1.220743902,1897.4675
Chrysler Capital Lease,848,Purchase,1.038262913,1286.400588
Chrysler Capital Lease,848,Purchase,0.801007268,1075.51
Chrysler Capital Lease,848,Purchase,0.95129747,1191.175
CarGurus - Avis,848,Purchase,0.497367062,1233.11
Wheels,848,Purchase,1.102534891,1286.400588
Element,848,Purchase,1.117026437,1560.105
Wheels,848,Purchase,1.063531579,1286.400588
AVIS,848,Purchase,1.185157639,1560.105
Emkay,848,Purchase,0.964444444,1191.175
Chrysler Capital Lease,849,Purchase,0.658991411,703.4025
Wheels,849,Purchase,1.185574614,1560.105
Wheels,849,Purchase,0.780842359,1075.51
AVIS,849,Purchase,1.060817831,1286.400588
HCA - Hyundai Kia,849,Purchase,0.796099732,1075.51
Wheels,849,Purchase,0.786065359,1075.51
HCA - Hyundai Kia,849,Purchase,1.01174059,1286.400588
Enterprise Fleet Management,849,Purchase,1.214976471,1897.4675
Element,850,Purchase,0.909055744,1295.2325
Element,850,Purchase,1.168614152,1560.105
Chrysler Capital Lease,850,Purchase,0.907236364,1295.2325
IFS,850,Purchase,1.298194093,1897.4675
Fiserv GM Lease ,850,Purchase,1.148481805,1560.105
Wheels,850,Purchase,0.654843111,703.4025
HCA - Hyundai Kia,850,Purchase,1.255420085,1897.4675
Element,850,Purchase,1.278351551,1897.4675
HCA - Hyundai Kia,851,Purchase,0.999828975,835.1857143
Flexco,851,Purchase,0.622155511,1180.05
AVIS,851,Purchase,0.779220779,899.2925
AVIS,852,Purchase,0.595302343,776.312
Wheels,852,Purchase,1.063778605,1098.417
Chrysler Capital Lease,852,Purchase,1.244509856,2094.86
LeasePlan,852,Purchase,1.224976866,2094.86
Element,852,Purchase,1.001617251,835.1857143
Chrysler Capital Lease,853,Purchase,1.091875883,1098.417
Donlen,853,Purchase,1.278275163,2094.86
Element,853,Purchase,0.876205288,1327.908333
Chrysler Capital Lease,853,Purchase,0.760835184,899.2925
Chrysler Capital Lease,854,Purchase,0.893430551,1327.908333
Chrysler Capital Lease,854,Purchase,0.696196737,1180.05
HCA - Hyundai Kia,854,Purchase,0.943928678,835.1857143
Chrysler Capital Lease,855,Purchase,0.870523274,1327.908333
HCA - Hyundai Kia,855,Purchase,1.050810811,1098.417
Wheels,855,Purchase,0.584759447,776.312
IFS,855,Purchase,1.050375745,1098.417
Flexco,855,Purchase,1.125219251,1412.932
AVIS,855,Purchase,0.838768326,1327.908333
Wheels,855,Purchase,0.897089635,1327.908333
AVIS,856,Purchase,1.092402044,1098.417
AVIS,857,Purchase,0.792458904,899.2925
Element,857,Purchase,0.796068195,899.2925
Element,857,Purchase,1.039121212,1098.417
Chrysler Capital Lease,857,Purchase,1.008093351,835.1857143
Chrysler Capital Lease,857,Purchase,1.083691422,1098.417
Flexco,858,Purchase,1.127334454,1412.932
Chrysler Capital Lease,858,Purchase,1.273749644,2094.86
Wheels,858,Purchase,1.024656319,1098.417
Fiserv GM Lease ,858,Purchase,0.87694361,1327.908333
HCA - Hyundai Kia,858,Purchase,1.196982251,1412.932
AVIS,859,Purchase,0.56172588,776.312
Chrysler Capital Lease,859,Purchase,1.169469041,1412.932
AVIS,859,Purchase,0.531498661,776.312
Enterprise Fleet Management,859,Purchase,1.014535316,1098.417
Enterprise Fleet Management,859,Purchase,1.005304615,835.1857143
AVIS,859,Purchase,0.498015848,1384.69
Fiserv GM Lease ,859,Purchase,0.615498176,1180.05
Element,860,Purchase,1.019060944,1098.417
Chrysler Capital Lease,860,Purchase,0.999509881,835.1857143
Wheels,860,Purchase,1.119805755,1412.932
AVIS,860,Purchase,0.519930676,776.312
Element,860,Purchase,0.935596947,835.1857143
HCA - Hyundai Kia,861,Purchase,0.961405893,606.252
IFS,861,Purchase,0.972740778,606.252
Chrysler Capital Lease,861,Purchase,1.039530838,1332.110909
Flexco,861,Purchase,1.170551579,2016.313333
Chrysler Capital Lease,862,Purchase,1.079941562,1332.110909
Element,862,Purchase,1.063243672,1332.110909
AVIS,862,Purchase,1.013805885,1332.110909
TrueCar - AVIS,862,Purchase,0.412405692,1478.1
Donlen,862,Purchase,0.734745763,459.6
Element,863,Purchase,1.105008347,1332.110909
Wheels,863,Purchase,0.846960725,757.2928571
Fiserv GM Lease ,863,Purchase,0.906289949,757.2928571
Fiserv GM Lease ,863,Purchase,1.05753641,1332.110909
Element,864,Purchase,1.062627708,1332.110909
AVIS,864,Purchase,1.204484356,2016.313333
CarGurus - Avis,864,Purchase,1.081494143,1332.110909
Wheels,865,Purchase,1.027813022,1332.110909
HCA - Hyundai Kia,865,Purchase,0.82135729,757.2928571
Element,865,Purchase,0.91781109,606.252
IFS,865,Purchase,1.31393578,870.1
HCA - Hyundai Kia,866,Purchase,0.876896703,757.2928571
Donlen,866,Purchase,0.950505855,606.252
Chrysler Capital Lease,868,Purchase,1.41256145,2335.42
TrueCar - AVIS,868,Purchase,1.026750643,1332.110909
Chrysler Capital Lease,869,Purchase,0.901723499,757.2928571
Donlen,869,Purchase,0.918746723,606.252
HCA - Hyundai Kia,869,Purchase,0.857180128,757.2928571
Donlen,869,Purchase,1.028641452,1332.110909
HCA - Hyundai Kia,869,Purchase,0.796642424,459.6
Element,869,Purchase,1.1872743,2016.313333
Element,870,Purchase,0.84221501,757.2928571
CarGurus - Avis,871,Purchase,0.652577277,1662.86
Fiserv GM Lease ,871,Purchase,0.905078409,1168.84
Flexco,871,Purchase,0.830564246,1168.84
Flexco,872,Purchase,0.874234711,1168.84
HCA - Hyundai Kia,872,Purchase,1.097671795,1299.861667
Wheels,872,Purchase,0.408384615,588.35
HCA - Hyundai Kia,873,Purchase,0.952380952,1030.3975
Element,873,Purchase,0.986676503,1030.3975
HCA - Hyundai Kia,874,Purchase,0.608637067,464.745
HCA - Hyundai Kia,874,Purchase,1.429156328,1533.79
HCA - Hyundai Kia,875,Purchase,1.194985956,1700.205
Element,875,Purchase,0.891381659,1168.84
LeasePlan,875,Purchase,1.04223545,1299.861667
HCA - Hyundai Kia,875,Purchase,0.714350075,510.45
Fiserv GM Lease ,875,Purchase,1.430688202,1533.79
Element,875,Purchase,0.988325926,1030.3975
TrueCar - AVIS,875,Purchase,1.133093773,1700.205
HCA - Hyundai Kia,876,Purchase,0.831960587,1168.84
IFS Marketing Organic Lease,877,Purchase,0.562985884,464.745
AVIS,877,Purchase,0.709677419,1662.86
Chrysler Capital Lease,877,Purchase,1.21043964,1639.15
LeasePlan,877,Purchase,1.073102419,1299.861667
Wheels,877,Purchase,1.138706849,1700.205
Wheels,877,Purchase,1.053440179,1299.861667
Flexco,877,Purchase,1.111515942,1700.205
HCA - Hyundai Kia,879,Purchase,0.989199306,1030.3975
Element,879,Purchase,1.086559645,1299.861667
Chrysler Capital Lease,879,Purchase,1.046946586,1299.861667
Wheels,881,Purchase,1.0332194,1942.365
Donlen,881,Purchase,0.951426649,609.7266667
LeasePlan,881,Purchase,1.028046512,1942.365
A+ Federal CU Lease Buyout,881,Purchase,1.396257364,2476.35
Wheels,882,Purchase,0.925707152,609.7266667
Chrysler Capital Lease,883,Purchase,1.163373711,1957.075
HCA - Hyundai Kia,887,Purchase,0.662983425,1312.9
Chrysler Capital Lease,887,Purchase,1.127380129,1957.075
HCA - Hyundai Kia,887,Purchase,0.988757282,609.7266667
Chrysler Capital Lease,890,Purchase,1.241198374,757
